name@price@price_after_sell
'Blueberries' Buckshot | NSWC SEAL@4.11@3.9045
P250 | Re.built (Battle-Scarred)@0.10@0.095
P250 | Re.built (Factory New)@0.40@0.38
P250 | Re.built (Well-Worn)@0.12@0.11399999999999999
P250 | Red Rock (Battle-Scarred)@9.95@9.452499999999999
P250 | Red Rock (Factory New)@14.90@14.155
P250 | Red Rock (Field-Tested)@7.01@6.6594999999999995
P250 | Red Rock (Minimal Wear)@17.57@16.691499999999998
P250 | Ripple (Battle-Scarred)@0.16@0.152
P250 | Ripple (Factory New)@0.24@0.22799999999999998
P250 | Ripple (Field-Tested)@0.18@0.17099999999999999
P250 | Ripple (Minimal Wear)@0.22@0.209
P250 | Ripple (Well-Worn)@0.16@0.152
P250 | Sand Dune (Battle-Scarred)@0.03@0.028499999999999998
P250 | Sand Dune (Factory New)@0.30@0.285
P250 | Sand Dune (Field-Tested)@0.01@0.0095
P250 | Sand Dune (Minimal Wear)@0.02@0.019
P250 | Sand Dune (Well-Worn)@0.02@0.019
P250 | See Ya Later (Battle-Scarred)@3.38@3.211
P250 | See Ya Later (Factory New)@11.96@11.362
P250 | See Ya Later (Field-Tested)@3.46@3.287
P250 | See Ya Later (Minimal Wear)@5.95@5.6525
P250 | See Ya Later (Well-Worn)@4.36@4.142
P250 | Splash (Factory New)@54.29@51.5755
P250 | Splash (Field-Tested)@20.99@19.940499999999997
P250 | Splash (Minimal Wear)@20.30@19.285
P250 | Steel Disruption (Factory New)@2.27@2.1565
P250 | Steel Disruption (Field-Tested)@1.93@1.8335
P250 | Steel Disruption (Minimal Wear)@2.17@2.0614999999999997
P250 | Supernova (Factory New)@1.15@1.0924999999999998
P250 | Supernova (Field-Tested)@0.54@0.513
P250 | Supernova (Minimal Wear)@0.69@0.6555
P250 | Supernova (Well-Worn)@0.94@0.8929999999999999
P250 | Undertow (Factory New)@79.56@75.582
P250 | Undertow (Field-Tested)@39.31@37.344500000000004
P250 | Undertow (Minimal Wear)@44.12@41.913999999999994
P250 | Valence (Battle-Scarred)@0.14@0.133
P250 | Valence (Factory New)@0.84@0.7979999999999999
P250 | Valence (Field-Tested)@0.09@0.08549999999999999
P250 | Valence (Minimal Wear)@0.26@0.247
P250 | Valence (Well-Worn)@0.22@0.209
P250 | Verdigris (Battle-Scarred)@0.16@0.152
P250 | Verdigris (Factory New)@0.37@0.3515
P250 | Verdigris (Field-Tested)@0.15@0.1425
P250 | Verdigris (Minimal Wear)@0.26@0.247
P250 | Verdigris (Well-Worn)@0.19@0.1805
P250 | Vino Primo (Battle-Scarred)@1.51@1.4344999999999999
P250 | Vino Primo (Factory New)@11.66@11.077
P250 | Vino Primo (Field-Tested)@2.78@2.6409999999999996
P250 | Vino Primo (Minimal Wear)@5.19@4.9305
P250 | Vino Primo (Well-Worn)@1.72@1.634
P250 | Visions (Battle-Scarred)@3.36@3.1919999999999997
P250 | Visions (Factory New)@12.46@11.837
P250 | Visions (Field-Tested)@4.26@4.047
P250 | Visions (Minimal Wear)@6.48@6.156
P250 | Visions (Well-Worn)@4.19@3.9805
P250 | Whiteout (Factory New)@125.83@119.5385
P250 | Whiteout (Field-Tested)@20.45@19.4275
P250 | Whiteout (Minimal Wear)@25.28@24.016
P250 | Whiteout (Well-Worn)@22.97@21.821499999999997
P250 | Wingshot (Battle-Scarred)@1.52@1.444
P250 | Wingshot (Factory New)@4.50@4.2749999999999995
P250 | Wingshot (Field-Tested)@1.45@1.3775
P250 | Wingshot (Minimal Wear)@2.23@2.1185
P250 | Wingshot (Well-Worn)@1.65@1.5675
P250 | X-Ray (Factory New)@0.64@0.608
P250 | X-Ray (Field-Tested)@0.36@0.34199999999999997
P250 | X-Ray (Minimal Wear)@0.38@0.361
P90 | Ancient Earth (Battle-Scarred)@0.30@0.285
P90 | Ancient Earth (Factory New)@0.43@0.4085
P90 | Ancient Earth (Field-Tested)@0.38@0.361
P90 | Ancient Earth (Minimal Wear)@0.41@0.38949999999999996
P90 | Ancient Earth (Well-Worn)@0.34@0.323
P90 | Ash Wood (Factory New)@0.24@0.22799999999999998
P90 | Ash Wood (Field-Tested)@0.16@0.152
P90 | Ash Wood (Minimal Wear)@0.19@0.1805
P90 | Ash Wood (Well-Worn)@0.16@0.152
P90 | Asiimov (Battle-Scarred)@5.59@5.310499999999999
P90 | Asiimov (Factory New)@36.19@34.3805
P90 | Asiimov (Field-Tested)@8.55@8.1225
P90 | Asiimov (Minimal Wear)@15.83@15.038499999999999
P90 | Asiimov (Well-Worn)@5.85@5.557499999999999
P90 | Astral Jörmungandr (Factory New)@325.00@308.75
P90 | Astral Jörmungandr (Field-Tested)@286.00@271.7
P90 | Baroque Red (Factory New)@24.72@23.483999999999998
P90 | Baroque Red (Field-Tested)@40.58@38.550999999999995
P90 | Baroque Red (Minimal Wear)@26.55@25.2225
P90 | Blind Spot (Factory New)@11.53@10.953499999999998
P90 | Blind Spot (Field-Tested)@8.62@8.188999999999998
P90 | Blind Spot (Minimal Wear)@11.82@11.229
P90 | Chopper (Battle-Scarred)@0.44@0.418
P90 | Chopper (Factory New)@1.61@1.5295
P90 | Chopper (Field-Tested)@0.39@0.3705
P90 | Chopper (Minimal Wear)@0.66@0.627
P90 | Chopper (Well-Worn)@0.64@0.608
P90 | Cocoa Rampage (Battle-Scarred)@0.46@0.437
P90 | Cocoa Rampage (Factory New)@0.76@0.722
P90 | Cocoa Rampage (Field-Tested)@0.52@0.494
P90 | Cocoa Rampage (Minimal Wear)@0.54@0.513
P90 | Cocoa Rampage (Well-Worn)@0.47@0.44649999999999995
P90 | Cold Blooded (Factory New)@75.99@72.19049999999999
P90 | Cold Blooded (Minimal Wear)@74.00@70.3
P90 | Death by Kitty (Field-Tested)@32.36@30.741999999999997
P90 | Death by Kitty (Minimal Wear)@62.97@59.82149999999999
P90 | Death Grip (Battle-Scarred)@5.23@4.968500000000001
P90 | Death Grip (Factory New)@24.97@23.7215
P90 | Death Grip (Field-Tested)@7.70@7.3149999999999995
P90 | Death Grip (Minimal Wear)@16.23@15.4185
P90 | Death Grip (Well-Worn)@5.71@5.4245
P90 | Desert DDPAT (Battle-Scarred)@0.30@0.285
P90 | Desert DDPAT (Factory New)@0.37@0.3515
P90 | Desert DDPAT (Field-Tested)@0.27@0.2565
P90 | Desert DDPAT (Minimal Wear)@0.28@0.266
P90 | Desert DDPAT (Well-Worn)@0.28@0.266
P90 | Desert Warfare (Battle-Scarred)@4.35@4.132499999999999
P90 | Desert Warfare (Factory New)@5.55@5.2725
P90 | Desert Warfare (Minimal Wear)@2.48@2.356
P90 | Elite Build (Battle-Scarred)@0.34@0.323
P90 | Elite Build (Factory New)@1.20@1.14
P90 | Elite Build (Field-Tested)@0.29@0.27549999999999997
P90 | Elite Build (Minimal Wear)@0.29@0.27549999999999997
P90 | Elite Build (Well-Worn)@0.28@0.266
P90 | Emerald Dragon (Field-Tested)@143.00@135.85
P90 | Emerald Dragon (Minimal Wear)@165.40@157.13
P90 | Facility Negative (Battle-Scarred)@0.59@0.5605
P90 | Facility Negative (Factory New)@0.96@0.9119999999999999
P90 | Facility Negative (Field-Tested)@0.57@0.5415
P90 | Facility Negative (Minimal Wear)@0.72@0.6839999999999999
P90 | Facility Negative (Well-Worn)@0.64@0.608
P90 | Fallout Warning (Battle-Scarred)@9.72@9.234
P90 | Fallout Warning (Field-Tested)@6.24@5.928
P90 | Fallout Warning (Minimal Wear)@14.09@13.385499999999999
P90 | Freight (Battle-Scarred)@0.08@0.076
P90 | Freight (Factory New)@0.23@0.2185
P90 | Freight (Field-Tested)@0.08@0.076
P90 | Freight (Minimal Wear)@0.08@0.076
P90 | Freight (Well-Worn)@0.07@0.0665
P90 | Glacier Mesh (Battle-Scarred)@6.30@5.984999999999999
P90 | Glacier Mesh (Field-Tested)@4.78@4.541
P90 | Glacier Mesh (Minimal Wear)@5.85@5.557499999999999
P90 | Grim (Factory New)@0.66@0.627
P90 | Grim (Field-Tested)@0.07@0.0665
P90 | Grim (Minimal Wear)@0.23@0.2185
P90 | Grim (Well-Worn)@0.30@0.285
P90 | Leather (Battle-Scarred)@7.50@7.125
P90 | Leather (Factory New)@15.35@14.5825
P90 | Leather (Minimal Wear)@8.05@7.6475
P90 | Module (Factory New)@1.95@1.8524999999999998
P90 | Module (Field-Tested)@1.90@1.805
P90 | Module (Minimal Wear)@1.94@1.843
P90 | Neoqueen (Battle-Scarred)@2.75@2.6125
P90 | Neoqueen (Factory New)@2.30@2.1849999999999996
P90 | Neoqueen (Field-Tested)@0.71@0.6745
P90 | Neoqueen (Minimal Wear)@1.40@1.3299999999999998
P90 | Neoqueen (Well-Worn)@1.21@1.1495
P90 | Nostalgia (Battle-Scarred)@5.76@5.4719999999999995
P90 | Nostalgia (Factory New)@12.88@12.236
P90 | Nostalgia (Field-Tested)@6.66@6.327
P90 | Nostalgia (Minimal Wear)@6.87@6.5264999999999995
P90 | Nostalgia (Well-Worn)@6.64@6.308
P90 | Off World (Battle-Scarred)@0.23@0.2185
P90 | Off World (Factory New)@0.45@0.4275
P90 | Off World (Field-Tested)@0.69@0.6555
P90 | Off World (Minimal Wear)@0.20@0.19
P90 | Off World (Well-Worn)@0.27@0.2565
P90 | Sand Spray (Battle-Scarred)@0.02@0.019
P90 | Sand Spray (Factory New)@0.28@0.266
P90 | Sand Spray (Field-Tested)@0.02@0.019
P90 | Sand Spray (Minimal Wear)@0.02@0.019
P90 | Sand Spray (Well-Worn)@0.02@0.019
P90 | ScaraB Rush (Battle-Scarred)@8.45@8.027499999999998
P90 | ScaraB Rush (Factory New)@26.64@25.308
P90 | ScaraB Rush (Field-Tested)@11.78@11.190999999999999
P90 | ScaraB Rush (Minimal Wear)@18.98@18.031
P90 | ScaraB Rush (Well-Worn)@9.87@9.376499999999998
P90 | Schematic (Factory New)@18.28@17.366
P90 | Schematic (Field-Tested)@9.98@9.481
P90 | Schematic (Minimal Wear)@51.27@48.7065
P90 | Scorched (Field-Tested)@0.98@0.9309999999999999
P90 | Scorched (Minimal Wear)@1.10@1.045
P90 | Scorched (Well-Worn)@1.77@1.6815
P90 | Shallow Grave (Battle-Scarred)@1.55@1.4725
P90 | Shallow Grave (Factory New)@8.44@8.017999999999999
P90 | Shallow Grave (Field-Tested)@1.42@1.349
P90 | Shallow Grave (Minimal Wear)@3.73@3.5435
P90 | Shallow Grave (Well-Worn)@4.27@4.0565
P90 | Shapewood (Battle-Scarred)@1.29@1.2255
P90 | Shapewood (Factory New)@20.22@19.209
P90 | Shapewood (Field-Tested)@2.14@2.033
P90 | Shapewood (Minimal Wear)@4.56@4.332
P90 | Shapewood (Well-Worn)@1.33@1.2635
P90 | Storm (Battle-Scarred)@1.58@1.501
P90 | Storm (Field-Tested)@1.35@1.2825
P90 | Storm (Minimal Wear)@1.79@1.7005
P90 | Storm (Well-Worn)@1.58@1.501
P90 | Sunset Lily (Factory New)@16.85@16.0075
P90 | Sunset Lily (Field-Tested)@14.37@13.651499999999999
P90 | Sunset Lily (Minimal Wear)@16.36@15.541999999999998
P90 | Teardown (Battle-Scarred)@0.37@0.3515
P90 | Teardown (Factory New)@0.95@0.9025
P90 | Teardown (Field-Tested)@0.37@0.3515
P90 | Teardown (Minimal Wear)@0.48@0.45599999999999996
P90 | Teardown (Well-Worn)@0.50@0.475
P90 | Tiger Pit (Factory New)@7.72@7.334
P90 | Tiger Pit (Field-Tested)@7.71@7.3245
P90 | Traction (Battle-Scarred)@0.21@0.19949999999999998
P90 | Traction (Factory New)@0.68@0.646
P90 | Traction (Field-Tested)@0.16@0.152
P90 | Traction (Minimal Wear)@0.20@0.19
P90 | Traction (Well-Worn)@0.13@0.1235
P90 | Trigon (Battle-Scarred)@20.03@19.0285
P90 | Trigon (Field-Tested)@9.68@9.196
P90 | Trigon (Minimal Wear)@20.83@19.7885
P90 | Trigon (Well-Worn)@11.91@11.314499999999999
P90 | Vent Rush (Battle-Scarred)@0.64@0.608
P90 | Vent Rush (Factory New)@1.99@1.8904999999999998
P90 | Vent Rush (Field-Tested)@0.67@0.6365
P90 | Vent Rush (Minimal Wear)@1.02@0.969
P90 | Vent Rush (Well-Worn)@0.70@0.6649999999999999
P90 | Verdant Growth (Factory New)@1.42@1.349
P90 | Verdant Growth (Field-Tested)@1.31@1.2445
P90 | Verdant Growth (Minimal Wear)@1.44@1.3679999999999999
P90 | Verdant Growth (Well-Worn)@1.61@1.5295
P90 | Virus (Factory New)@6.15@5.8425
P90 | Virus (Field-Tested)@1.96@1.8619999999999999
P90 | Virus (Minimal Wear)@1.81@1.7195
P90 | Virus (Well-Worn)@2.15@2.0425
Pallet of Presents@177.76@168.87199999999999
Paris 2023 Ancient Souvenir Package@2.30@2.1849999999999996
Paris 2023 Anubis Souvenir Package@2.38@2.2609999999999997
Paris 2023 Challengers Autograph Capsule@0.25@0.2375
Paris 2023 Challengers Sticker Capsule@0.27@0.2565
Paris 2023 Champions Autograph Capsule@0.26@0.247
Paris 2023 Contenders Autograph Capsule@0.28@0.266
Paris 2023 Contenders Sticker Capsule@0.26@0.247
Paris 2023 Inferno Souvenir Package@2.33@2.2135
Paris 2023 Legends Autograph Capsule@0.26@0.247
Paris 2023 Legends Sticker Capsule@0.26@0.247
Paris 2023 Mirage Souvenir Package@2.25@2.1374999999999997
Paris 2023 Nuke Souvenir Package@2.46@2.3369999999999997
Paris 2023 Overpass Souvenir Package@2.39@2.2705
Paris 2023 Vertigo Souvenir Package@6.19@5.8805000000000005
Paris 2023 Viewer Pass@9.40@8.93
Paris 2023 Viewer Pass + 3 Souvenir Tokens@16.06@15.256999999999998
Patch | Abandon Hope@6.97@6.621499999999999
Patch | Alyx@6.34@6.023
Patch | Anchors Aweigh@1.05@0.9974999999999999
Patch | Astralis | Stockholm 2021@9.00@8.549999999999999
Patch | BIG | Stockholm 2021@3.25@3.0875
Patch | Black Mesa@1.07@1.0165
Patch | Bloodhound@0.30@0.285
Patch | Bravo@0.21@0.19949999999999998
Patch | Breakout@0.20@0.19
Patch | Chicken Lover@1.47@1.3964999999999999
Patch | City 17@0.30@0.285
Patch | CMB@0.35@0.33249999999999996
Patch | Copenhagen Flames | Stockholm 2021@3.18@3.021
Patch | Copper Lambda@6.94@6.593
Patch | Crazy Banana@1.64@1.5579999999999998
Patch | Cruising Ray@1.83@1.7385
Patch | Danger Zone@0.34@0.323
Patch | Dead Men@24.10@22.895
Patch | Death From Below@10.86@10.316999999999998
Patch | Dragon@3.74@3.553
Patch | Easy Peasy@0.98@0.9309999999999999
Patch | El Pirata@1.05@0.9974999999999999
Patch | Elder God@41.67@39.5865
Patch | ENCE (Gold) | Stockholm 2021@15.00@14.25
Patch | ENCE | Stockholm 2021@2.52@2.3939999999999997
Patch | Entropiq (Gold) | Stockholm 2021@15.00@14.25
Patch | Entropiq | Stockholm 2021@3.32@3.154
Patch | Evil Geniuses (Gold) | Stockholm 2021@4.97@4.7215
Patch | Evil Geniuses | Stockholm 2021@0.98@0.9309999999999999
Patch | FaZe Clan (Gold) | Stockholm 2021@30.52@28.994
Patch | FaZe Clan | Stockholm 2021@9.03@8.578499999999998
Patch | FURIA (Gold) | Stockholm 2021@16.47@15.646499999999998
Patch | FURIA | Stockholm 2021@3.05@2.8974999999999995
Patch | G2 Esports | Stockholm 2021@3.67@3.4865
Patch | Gambit Gaming | Stockholm 2021@1.68@1.5959999999999999
Patch | Giant Squid@1.35@1.2825
Patch | GODSENT (Gold) | Stockholm 2021@9.60@9.12
Patch | GODSENT | Stockholm 2021@2.39@2.2705
Patch | Headcrab Glyph@0.34@0.323
Patch | Health@25.00@23.75
Patch | Heroic (Gold) | Stockholm 2021@20.93@19.883499999999998
Patch | Heroic | Stockholm 2021@3.68@3.496
Patch | Howl@22.66@21.526999999999997
Patch | Hydra@0.79@0.7505
Patch | Koi@1.14@1.083
Patch | Lambda@2.20@2.09
Patch | Longevity@1.09@1.0355
Patch | Mad Sushi@1.18@1.121
Patch | Meal Time@6.76@6.422
Patch | Metal Distinguished Master Guardian@0.64@0.608
Patch | Metal Distinguished Master Guardian ★@1.12@1.064
Patch | Metal Gold Nova@1.10@1.045
Patch | Metal Gold Nova I@0.72@0.6839999999999999
Patch | Metal Gold Nova Master@0.58@0.5509999999999999
Patch | Metal Legendary Eagle@0.97@0.9215
Patch | Metal Legendary Eagle Master@1.30@1.2349999999999999
Patch | Metal Legendary Eagle Master ★@3.61@3.4294999999999995
Patch | Metal Master Guardian@1.30@1.2349999999999999
Patch | Metal Master Guardian Elite@0.79@0.7505
Patch | Metal Master Guardian I@0.73@0.6935
Patch | Metal Silver@2.20@2.09
Patch | Metal Silver Demon@21.50@20.425
Patch | Metal Supreme Master@1.58@1.501
Patch | Metal Supreme Master First Class@3.55@3.3724999999999996
Patch | Metal The Global Elite@1.43@1.3584999999999998
Patch | MOUZ | Stockholm 2021@10.29@9.7755
Patch | Movistar Riders (Gold) | Stockholm 2021@12.08@11.475999999999999
Patch | Natus Vincere (Gold) | Stockholm 2021@12.64@12.008
Patch | Natus Vincere | Stockholm 2021@4.19@3.9805
Patch | Ninjas in Pyjamas (Gold) | Stockholm 2021@9.63@9.1485
Patch | Ninjas in Pyjamas | Stockholm 2021@1.61@1.5295
Patch | paiN Gaming (Gold) | Stockholm 2021@13.01@12.359499999999999
Patch | paiN Gaming | Stockholm 2021@1.60@1.52
Patch | PGL | Stockholm 2021@0.69@0.6555
Patch | Phoenix@0.35@0.33249999999999996
Patch | Rage@4.58@4.351
Patch | Renegades (Gold) | Stockholm 2021@5.10@4.845
Patch | Renegades | Stockholm 2021@1.25@1.1875
Patch | Sharks Esports (Gold) | Stockholm 2021@13.80@13.11
Patch | Shattered Web@0.31@0.2945
Patch | Team Liquid (Gold) | Stockholm 2021@13.64@12.958
Patch | Team Liquid | Stockholm 2021@4.29@4.0755
Patch | Team Spirit (Gold) | Stockholm 2021@23.00@21.849999999999998
Patch | Team Spirit | Stockholm 2021@3.51@3.3345
Patch | The Boss@31.45@29.877499999999998
Patch | Tyloo (Gold) | Stockholm 2021@40.94@38.892999999999994
Patch | Tyloo | Stockholm 2021@14.40@13.68
Patch | Vanguard@0.24@0.22799999999999998
Patch | Vigilance@0.30@0.285
Patch | Virtus.Pro (Gold) | Stockholm 2021@12.57@11.9415
Patch | Virtus.Pro | Stockholm 2021@4.50@4.2749999999999995
Patch | Vitality (Gold) | Stockholm 2021@21.02@19.968999999999998
Patch | Vitality | Stockholm 2021@2.31@2.1945
Patch | Vortigaunt@0.49@0.46549999999999997
Patch | Welcome to the Clutch@1.37@1.3015
Patch | Wildfire@0.60@0.57
Perfect World Graffiti Box@3.01@2.8594999999999997
Perfect World Sticker Capsule 2@1.15@1.0924999999999998
Phoenix Pin@4.31@4.094499999999999
PP-Bizon | Anolis (Battle-Scarred)@0.17@0.1615
PP-Bizon | Anolis (Factory New)@0.29@0.27549999999999997
PP-Bizon | Anolis (Field-Tested)@0.13@0.1235
PP-Bizon | Anolis (Minimal Wear)@0.18@0.17099999999999999
PP-Bizon | Anolis (Well-Worn)@0.18@0.17099999999999999
PP-Bizon | Antique (Factory New)@11.52@10.943999999999999
PP-Bizon | Antique (Field-Tested)@6.97@6.621499999999999
PP-Bizon | Antique (Minimal Wear)@8.57@8.1415
PP-Bizon | Antique (Well-Worn)@8.34@7.922999999999999
PP-Bizon | Bamboo Print (Battle-Scarred)@2.65@2.5174999999999996
PP-Bizon | Bamboo Print (Factory New)@4.56@4.332
PP-Bizon | Bamboo Print (Field-Tested)@3.20@3.04
PP-Bizon | Bamboo Print (Minimal Wear)@3.00@2.8499999999999996
PP-Bizon | Bamboo Print (Well-Worn)@3.75@3.5625
PP-Bizon | Blue Streak (Battle-Scarred)@1.62@1.539
PP-Bizon | Blue Streak (Factory New)@11.59@11.010499999999999
PP-Bizon | Blue Streak (Field-Tested)@1.43@1.3584999999999998
PP-Bizon | Blue Streak (Minimal Wear)@3.10@2.945
PP-Bizon | Blue Streak (Well-Worn)@1.49@1.4155
PP-Bizon | Brass (Battle-Scarred)@1.44@1.3679999999999999
PP-Bizon | Brass (Factory New)@3.18@3.021
PP-Bizon | Brass (Field-Tested)@1.06@1.007
PP-Bizon | Brass (Minimal Wear)@1.45@1.3775
PP-Bizon | Brass (Well-Worn)@1.30@1.2349999999999999
PP-Bizon | Breaker Box (Factory New)@2.03@1.9284999999999997
PP-Bizon | Breaker Box (Field-Tested)@1.63@1.5484999999999998
PP-Bizon | Breaker Box (Minimal Wear)@1.57@1.4915
PP-Bizon | Breaker Box (Well-Worn)@3.20@3.04
PP-Bizon | Candy Apple (Factory New)@0.16@0.152
PP-Bizon | Candy Apple (Field-Tested)@0.10@0.095
PP-Bizon | Candy Apple (Minimal Wear)@0.09@0.08549999999999999
PP-Bizon | Carbon Fiber (Minimal Wear)@19.55@18.5725
PP-Bizon | Chemical Green (Battle-Scarred)@0.80@0.76
PP-Bizon | Chemical Green (Factory New)@4.51@4.2844999999999995
PP-Bizon | Chemical Green (Field-Tested)@1.35@1.2825
PP-Bizon | Chemical Green (Minimal Wear)@1.37@1.3015
PP-Bizon | Chemical Green (Well-Worn)@0.81@0.7695
PP-Bizon | Cobalt Halftone (Factory New)@2.07@1.9664999999999997
PP-Bizon | Cobalt Halftone (Field-Tested)@0.77@0.7314999999999999
PP-Bizon | Cobalt Halftone (Minimal Wear)@0.85@0.8075
PP-Bizon | Cobalt Halftone (Well-Worn)@0.82@0.7789999999999999
PP-Bizon | Death Rattle (Battle-Scarred)@0.22@0.209
PP-Bizon | Death Rattle (Field-Tested)@0.12@0.11399999999999999
PP-Bizon | Death Rattle (Minimal Wear)@0.24@0.22799999999999998
PP-Bizon | Death Rattle (Well-Worn)@0.91@0.8644999999999999
PP-Bizon | Embargo (Factory New)@6.97@6.621499999999999
PP-Bizon | Embargo (Field-Tested)@6.37@6.0515
PP-Bizon | Embargo (Minimal Wear)@5.77@5.4815
PP-Bizon | Embargo (Well-Worn)@5.93@5.6335
PP-Bizon | Facility Sketch (Battle-Scarred)@0.02@0.019
PP-Bizon | Facility Sketch (Factory New)@0.07@0.0665
PP-Bizon | Facility Sketch (Field-Tested)@0.03@0.028499999999999998
PP-Bizon | Facility Sketch (Minimal Wear)@0.04@0.038
PP-Bizon | Facility Sketch (Well-Worn)@0.03@0.028499999999999998
PP-Bizon | Forest Leaves (Battle-Scarred)@1.34@1.273
PP-Bizon | Forest Leaves (Field-Tested)@1.40@1.3299999999999998
PP-Bizon | Forest Leaves (Minimal Wear)@2.05@1.9474999999999998
PP-Bizon | Fuel Rod (Battle-Scarred)@0.62@0.589
PP-Bizon | Fuel Rod (Factory New)@3.12@2.964
PP-Bizon | Fuel Rod (Field-Tested)@0.75@0.7124999999999999
PP-Bizon | Fuel Rod (Minimal Wear)@1.35@1.2825
PP-Bizon | Fuel Rod (Well-Worn)@0.55@0.5225
PP-Bizon | Harvester (Factory New)@0.40@0.38
PP-Bizon | Harvester (Field-Tested)@0.13@0.1235
PP-Bizon | Harvester (Minimal Wear)@0.13@0.1235
PP-Bizon | Harvester (Well-Worn)@0.12@0.11399999999999999
PP-Bizon | High Roller (Battle-Scarred)@1.96@1.8619999999999999
PP-Bizon | High Roller (Factory New)@11.06@10.507
PP-Bizon | High Roller (Field-Tested)@2.59@2.4604999999999997
PP-Bizon | High Roller (Minimal Wear)@3.91@3.7145
PP-Bizon | High Roller (Well-Worn)@1.93@1.8335
PP-Bizon | Irradiated Alert (Battle-Scarred)@1.41@1.3395
PP-Bizon | Irradiated Alert (Factory New)@12.20@11.589999999999998
PP-Bizon | Irradiated Alert (Field-Tested)@1.36@1.292
PP-Bizon | Irradiated Alert (Minimal Wear)@2.15@2.0425
PP-Bizon | Irradiated Alert (Well-Worn)@1.31@1.2445
PP-Bizon | Judgement of Anubis (Battle-Scarred)@4.83@4.5885
PP-Bizon | Judgement of Anubis (Factory New)@10.15@9.6425
PP-Bizon | Judgement of Anubis (Field-Tested)@5.47@5.1964999999999995
PP-Bizon | Judgement of Anubis (Minimal Wear)@6.72@6.3839999999999995
PP-Bizon | Judgement of Anubis (Well-Worn)@5.46@5.186999999999999
PP-Bizon | Jungle Slipstream (Battle-Scarred)@0.27@0.2565
PP-Bizon | Jungle Slipstream (Factory New)@0.20@0.19
PP-Bizon | Jungle Slipstream (Field-Tested)@0.11@0.1045
PP-Bizon | Jungle Slipstream (Minimal Wear)@0.18@0.17099999999999999
PP-Bizon | Jungle Slipstream (Well-Worn)@0.11@0.1045
PP-Bizon | Lumen (Battle-Scarred)@0.35@0.33249999999999996
PP-Bizon | Lumen (Factory New)@0.91@0.8644999999999999
PP-Bizon | Lumen (Field-Tested)@0.29@0.27549999999999997
PP-Bizon | Lumen (Minimal Wear)@0.53@0.5035
PP-Bizon | Lumen (Well-Worn)@0.54@0.513
PP-Bizon | Modern Hunter (Field-Tested)@10.96@10.412
PP-Bizon | Night Ops (Battle-Scarred)@0.07@0.0665
PP-Bizon | Night Ops (Factory New)@0.12@0.11399999999999999
PP-Bizon | Night Ops (Field-Tested)@0.07@0.0665
PP-Bizon | Night Ops (Minimal Wear)@0.08@0.076
PP-Bizon | Night Ops (Well-Worn)@0.12@0.11399999999999999
PP-Bizon | Night Riot (Battle-Scarred)@0.08@0.076
PP-Bizon | Night Riot (Factory New)@0.15@0.1425
PP-Bizon | Night Riot (Field-Tested)@0.08@0.076
PP-Bizon | Night Riot (Minimal Wear)@0.09@0.08549999999999999
PP-Bizon | Night Riot (Well-Worn)@0.11@0.1045
PP-Bizon | Osiris (Battle-Scarred)@0.62@0.589
PP-Bizon | Osiris (Factory New)@1.19@1.1304999999999998
PP-Bizon | Osiris (Field-Tested)@0.60@0.57
PP-Bizon | Osiris (Minimal Wear)@0.67@0.6365
PP-Bizon | Osiris (Well-Worn)@0.63@0.5984999999999999
PP-Bizon | Photic Zone (Battle-Scarred)@0.58@0.5509999999999999
PP-Bizon | Photic Zone (Factory New)@1.76@1.672
PP-Bizon | Photic Zone (Field-Tested)@0.53@0.5035
PP-Bizon | Photic Zone (Minimal Wear)@0.62@0.589
PP-Bizon | Photic Zone (Well-Worn)@0.55@0.5225
PP-Bizon | Runic (Battle-Scarred)@0.09@0.08549999999999999
PP-Bizon | Runic (Factory New)@0.19@0.1805
PP-Bizon | Runic (Field-Tested)@0.05@0.0475
PP-Bizon | Runic (Minimal Wear)@0.10@0.095
PP-Bizon | Runic (Well-Worn)@0.08@0.076
PP-Bizon | Rust Coat (Battle-Scarred)@31.11@29.554499999999997
PP-Bizon | Rust Coat (Factory New)@36.78@34.941
PP-Bizon | Rust Coat (Field-Tested)@10.76@10.222
PP-Bizon | Sand Dashed (Battle-Scarred)@0.03@0.028499999999999998
PP-Bizon | Sand Dashed (Factory New)@0.16@0.152
PP-Bizon | Sand Dashed (Field-Tested)@0.01@0.0095
PP-Bizon | Sand Dashed (Minimal Wear)@0.02@0.019
PP-Bizon | Sand Dashed (Well-Worn)@0.02@0.019
PP-Bizon | Seabird (Battle-Scarred)@2.15@2.0425
PP-Bizon | Seabird (Factory New)@2.06@1.9569999999999999
PP-Bizon | Seabird (Field-Tested)@1.76@1.672
PP-Bizon | Seabird (Minimal Wear)@1.96@1.8619999999999999
PP-Bizon | Space Cat (Battle-Scarred)@0.25@0.2375
PP-Bizon | Space Cat (Factory New)@1.17@1.1115
PP-Bizon | Space Cat (Field-Tested)@0.30@0.285
PP-Bizon | Space Cat (Minimal Wear)@0.79@0.7505
PP-Bizon | Space Cat (Well-Worn)@0.29@0.27549999999999997
PP-Bizon | Urban Dashed (Battle-Scarred)@0.02@0.019
PP-Bizon | Urban Dashed (Factory New)@0.27@0.2565
PP-Bizon | Urban Dashed (Field-Tested)@0.02@0.019
