name@price@price_after_sell
'Blueberries' Buckshot | NSWC SEAL@4.11@3.9045
Galil AR | VariCamo (Minimal Wear)@0.11@0.1045
Galil AR | VariCamo (Well-Worn)@0.23@0.2185
Galil AR | Winter Forest (Battle-Scarred)@9.41@8.939499999999999
Galil AR | Winter Forest (Factory New)@165.99@157.69050000000001
Galil AR | Winter Forest (Field-Tested)@5.87@5.5765
Galil AR | Winter Forest (Minimal Wear)@18.31@17.394499999999997
Galil AR | Winter Forest (Well-Worn)@9.35@8.882499999999999
Gamma 2 Case@1.82@1.7289999999999999
Gamma Case@1.81@1.7195
Getaway Sally | The Professionals@31.00@29.45
Gift Package@6.18@5.8709999999999996
Glock-18 | Blue Fissure (Battle-Scarred)@1.19@1.1304999999999998
Glock-18 | Blue Fissure (Factory New)@14.24@13.527999999999999
Glock-18 | Blue Fissure (Field-Tested)@1.23@1.1684999999999999
Glock-18 | Blue Fissure (Minimal Wear)@1.36@1.292
Glock-18 | Blue Fissure (Well-Worn)@1.92@1.8239999999999998
Glock-18 | Brass (Battle-Scarred)@11.81@11.2195
Glock-18 | Brass (Factory New)@68.96@65.51199999999999
Glock-18 | Brass (Field-Tested)@13.30@12.635
Glock-18 | Brass (Minimal Wear)@28.99@27.540499999999998
Glock-18 | Brass (Well-Worn)@11.90@11.305
Glock-18 | Bullet Queen (Battle-Scarred)@4.80@4.56
Glock-18 | Bullet Queen (Factory New)@51.16@48.602
Glock-18 | Bullet Queen (Field-Tested)@8.14@7.7330000000000005
Glock-18 | Bullet Queen (Minimal Wear)@14.04@13.338
Glock-18 | Bullet Queen (Well-Worn)@5.92@5.624
Glock-18 | Bunsen Burner (Battle-Scarred)@0.30@0.285
Glock-18 | Bunsen Burner (Factory New)@2.35@2.2325
Glock-18 | Bunsen Burner (Field-Tested)@0.29@0.27549999999999997
Glock-18 | Bunsen Burner (Minimal Wear)@0.35@0.33249999999999996
Glock-18 | Bunsen Burner (Well-Worn)@0.32@0.304
Glock-18 | Candy Apple (Factory New)@1.05@0.9974999999999999
Glock-18 | Candy Apple (Field-Tested)@0.67@0.6365
Glock-18 | Candy Apple (Minimal Wear)@0.72@0.6839999999999999
Glock-18 | Catacombs (Battle-Scarred)@0.75@0.7124999999999999
Glock-18 | Catacombs (Factory New)@0.46@0.437
Glock-18 | Catacombs (Field-Tested)@0.20@0.19
Glock-18 | Catacombs (Minimal Wear)@0.24@0.22799999999999998
Glock-18 | Catacombs (Well-Worn)@0.28@0.266
Glock-18 | Clear Polymer (Battle-Scarred)@0.10@0.095
Glock-18 | Clear Polymer (Factory New)@0.52@0.494
Glock-18 | Clear Polymer (Field-Tested)@0.10@0.095
Glock-18 | Clear Polymer (Minimal Wear)@0.17@0.1615
Glock-18 | Clear Polymer (Well-Worn)@0.09@0.08549999999999999
Glock-18 | Death Rattle (Battle-Scarred)@0.14@0.133
Glock-18 | Death Rattle (Field-Tested)@0.09@0.08549999999999999
Glock-18 | Death Rattle (Minimal Wear)@0.13@0.1235
Glock-18 | Death Rattle (Well-Worn)@0.15@0.1425
Glock-18 | Dragon Tattoo (Factory New)@87.41@83.03949999999999
Glock-18 | Dragon Tattoo (Minimal Wear)@130.00@123.5
Glock-18 | Fade (Factory New)@1980.00@1881.0
Glock-18 | Fade (Minimal Wear)@2300.00@2185.0
Glock-18 | Franklin (Factory New)@36.15@34.342499999999994
Glock-18 | Franklin (Field-Tested)@41.57@39.491499999999995
Glock-18 | Franklin (Minimal Wear)@38.93@36.9835
Glock-18 | Franklin (Well-Worn)@46.62@44.288999999999994
Glock-18 | Gamma Doppler (Battle-Scarred)@27.97@26.571499999999997
Glock-18 | Gamma Doppler (Factory New)@45.62@43.339
Glock-18 | Gamma Doppler (Field-Tested)@27.50@26.125
Glock-18 | Gamma Doppler (Minimal Wear)@34.10@32.395
Glock-18 | Grinder (Factory New)@2.05@1.9474999999999998
Glock-18 | Grinder (Field-Tested)@1.50@1.4249999999999998
Glock-18 | Grinder (Minimal Wear)@1.49@1.4155
Glock-18 | Groundwater (Factory New)@60.00@57.0
Glock-18 | Groundwater (Field-Tested)@5.70@5.415
Glock-18 | Groundwater (Well-Worn)@16.00@15.2
Glock-18 | High Beam (Factory New)@0.19@0.1805
Glock-18 | High Beam (Minimal Wear)@0.44@0.418
Glock-18 | Ironwork (Battle-Scarred)@0.18@0.17099999999999999
Glock-18 | Ironwork (Factory New)@0.84@0.7979999999999999
Glock-18 | Ironwork (Field-Tested)@0.15@0.1425
Glock-18 | Ironwork (Minimal Wear)@0.26@0.247
Glock-18 | Ironwork (Well-Worn)@0.13@0.1235
Glock-18 | Moonrise (Battle-Scarred)@0.41@0.38949999999999996
Glock-18 | Moonrise (Factory New)@1.08@1.026
Glock-18 | Moonrise (Field-Tested)@0.37@0.3515
Glock-18 | Moonrise (Minimal Wear)@0.70@0.6649999999999999
Glock-18 | Moonrise (Well-Worn)@0.42@0.39899999999999997
Glock-18 | Neo-Noir (Battle-Scarred)@6.82@6.479
Glock-18 | Neo-Noir (Factory New)@64.62@61.389
Glock-18 | Neo-Noir (Field-Tested)@10.85@10.3075
Glock-18 | Neo-Noir (Minimal Wear)@22.50@21.375
Glock-18 | Neo-Noir (Well-Worn)@8.25@7.8374999999999995
Glock-18 | Night (Battle-Scarred)@1.11@1.0545
Glock-18 | Night (Field-Tested)@1.14@1.083
Glock-18 | Night (Minimal Wear)@1.79@1.7005
Glock-18 | Night (Well-Worn)@1.14@1.083
Glock-18 | Nuclear Garden (Battle-Scarred)@4.07@3.8665000000000003
Glock-18 | Nuclear Garden (Factory New)@16.59@15.760499999999999
Glock-18 | Nuclear Garden (Field-Tested)@4.67@4.4365
Glock-18 | Nuclear Garden (Minimal Wear)@8.84@8.398
Glock-18 | Nuclear Garden (Well-Worn)@8.94@8.492999999999999
Glock-18 | Off World (Battle-Scarred)@0.15@0.1425
Glock-18 | Off World (Factory New)@0.65@0.6174999999999999
Glock-18 | Off World (Field-Tested)@0.21@0.19949999999999998
Glock-18 | Off World (Minimal Wear)@0.15@0.1425
Glock-18 | Off World (Well-Worn)@0.16@0.152
Glock-18 | Oxide Blaze (Factory New)@0.32@0.304
Glock-18 | Oxide Blaze (Field-Tested)@0.14@0.133
Glock-18 | Oxide Blaze (Minimal Wear)@0.12@0.11399999999999999
Glock-18 | Oxide Blaze (Well-Worn)@0.13@0.1235
Glock-18 | Pink DDPAT (Factory New)@152.93@145.2835
Glock-18 | Pink DDPAT (Field-Tested)@57.74@54.853
Glock-18 | Ramese's Reach (Battle-Scarred)@8.61@8.179499999999999
Glock-18 | Ramese's Reach (Factory New)@23.99@22.790499999999998
Glock-18 | Ramese's Reach (Field-Tested)@11.99@11.3905
Glock-18 | Ramese's Reach (Minimal Wear)@17.89@16.9955
Glock-18 | Ramese's Reach (Well-Worn)@21.01@19.959500000000002
Glock-18 | Reactor (Battle-Scarred)@4.19@3.9805
Glock-18 | Reactor (Factory New)@15.40@14.629999999999999
Glock-18 | Reactor (Field-Tested)@5.70@5.415
Glock-18 | Reactor (Minimal Wear)@7.94@7.543
Glock-18 | Reactor (Well-Worn)@5.04@4.787999999999999
Glock-18 | Red Tire (Battle-Scarred)@3.83@3.6385
Glock-18 | Red Tire (Factory New)@2.40@2.28
Glock-18 | Red Tire (Field-Tested)@2.12@2.014
Glock-18 | Red Tire (Minimal Wear)@2.24@2.128
Glock-18 | Red Tire (Well-Worn)@2.19@2.0805
Glock-18 | Royal Legion (Battle-Scarred)@1.16@1.1019999999999999
Glock-18 | Royal Legion (Factory New)@5.92@5.624
Glock-18 | Royal Legion (Field-Tested)@1.51@1.4344999999999999
Glock-18 | Royal Legion (Minimal Wear)@2.33@2.2135
Glock-18 | Royal Legion (Well-Worn)@1.32@1.254
Glock-18 | Sacrifice (Battle-Scarred)@0.13@0.1235
Glock-18 | Sacrifice (Factory New)@0.91@0.8644999999999999
Glock-18 | Sacrifice (Field-Tested)@0.71@0.6745
Glock-18 | Sacrifice (Minimal Wear)@0.17@0.1615
Glock-18 | Sand Dune (Battle-Scarred)@4.40@4.18
Glock-18 | Sand Dune (Field-Tested)@3.33@3.1635
Glock-18 | Sand Dune (Well-Worn)@3.60@3.42
Glock-18 | Snack Attack (Battle-Scarred)@3.04@2.888
Glock-18 | Snack Attack (Factory New)@21.56@20.482
Glock-18 | Snack Attack (Field-Tested)@3.54@3.363
Glock-18 | Snack Attack (Minimal Wear)@6.56@6.231999999999999
Glock-18 | Snack Attack (Well-Worn)@3.10@2.945
Glock-18 | Steel Disruption (Factory New)@3.80@3.61
Glock-18 | Steel Disruption (Field-Tested)@3.71@3.5244999999999997
Glock-18 | Steel Disruption (Minimal Wear)@3.51@3.3345
Glock-18 | Synth Leaf (Factory New)@498.64@473.70799999999997
Glock-18 | Twilight Galaxy (Factory New)@300.00@285.0
Glock-18 | Twilight Galaxy (Minimal Wear)@294.15@279.44249999999994
Glock-18 | Umbral Rabbit (Battle-Scarred)@0.55@0.5225
Glock-18 | Umbral Rabbit (Factory New)@2.58@2.451
Glock-18 | Umbral Rabbit (Field-Tested)@0.57@0.5415
Glock-18 | Umbral Rabbit (Minimal Wear)@1.86@1.767
Glock-18 | Umbral Rabbit (Well-Worn)@0.87@0.8265
Glock-18 | Vogue (Battle-Scarred)@3.08@2.9259999999999997
Glock-18 | Vogue (Factory New)@9.83@9.3385
Glock-18 | Vogue (Field-Tested)@3.20@3.04
Glock-18 | Vogue (Minimal Wear)@5.72@5.433999999999999
Glock-18 | Vogue (Well-Worn)@3.74@3.553
Glock-18 | Warhawk (Battle-Scarred)@0.22@0.209
Glock-18 | Warhawk (Factory New)@0.51@0.4845
Glock-18 | Warhawk (Field-Tested)@0.21@0.19949999999999998
Glock-18 | Warhawk (Minimal Wear)@0.20@0.19
Glock-18 | Warhawk (Well-Worn)@0.26@0.247
Glock-18 | Wasteland Rebel (Battle-Scarred)@4.57@4.3415
Glock-18 | Wasteland Rebel (Factory New)@7.43@7.0584999999999996
Glock-18 | Wasteland Rebel (Field-Tested)@4.34@4.122999999999999
Glock-18 | Wasteland Rebel (Minimal Wear)@4.97@4.7215
Glock-18 | Wasteland Rebel (Well-Worn)@6.99@6.6405
Glock-18 | Water Elemental (Battle-Scarred)@3.62@3.439
Glock-18 | Water Elemental (Factory New)@11.59@11.010499999999999
Glock-18 | Water Elemental (Field-Tested)@4.74@4.503
Glock-18 | Water Elemental (Minimal Wear)@7.16@6.802
Glock-18 | Water Elemental (Well-Worn)@5.84@5.548
Glock-18 | Weasel (Battle-Scarred)@0.31@0.2945
Glock-18 | Weasel (Factory New)@2.32@2.2039999999999997
Glock-18 | Weasel (Field-Tested)@0.35@0.33249999999999996
Glock-18 | Weasel (Minimal Wear)@0.55@0.5225
Glock-18 | Weasel (Well-Worn)@0.27@0.2565
Glock-18 | Winterized (Factory New)@0.37@0.3515
Glock-18 | Winterized (Field-Tested)@0.18@0.17099999999999999
Glock-18 | Winterized (Minimal Wear)@0.15@0.1425
Glock-18 | Winterized (Well-Worn)@0.08@0.076
Glock-18 | Wraiths (Battle-Scarred)@0.20@0.19
Glock-18 | Wraiths (Factory New)@0.66@0.627
Glock-18 | Wraiths (Field-Tested)@0.15@0.1425
Glock-18 | Wraiths (Minimal Wear)@0.30@0.285
Glock-18 | Wraiths (Well-Worn)@0.35@0.33249999999999996
Glove Case@3.78@3.5909999999999997
Ground Rebel  | Elite Crew@0.98@0.9309999999999999
Guardian 2 Pin@3.65@3.4675
Guardian 3 Pin@1.96@1.8619999999999999
Guardian Elite Pin@38.73@36.793499999999995
Guardian Pin@4.30@4.085
Headcrab Glyph Pin@4.05@3.8474999999999997
Health Pin@21.23@20.168499999999998
Horizon Case@0.70@0.6649999999999999
Howl Pin@59.99@56.9905
Huntsman Weapon Case@9.15@8.6925
Hydra Pin@4.31@4.094499999999999
Inferno 2 Pin@3.17@3.0115
Inferno Pin@6.91@6.5645
Initiators Music Kit Box@4.02@3.8189999999999995
Italy Pin@3.75@3.5625
John 'Van Healen' Kask | SWAT@3.10@2.945
Jungle Rebel | Elite Crew@3.22@3.059
Katowice 2019 Legends (Holo-Foil)@13.00@12.35
Katowice 2019 Legends Autograph Capsule@5.00@4.75
Katowice 2019 Minor Challengers Autograph Capsule@8.81@8.3695
Katowice 2019 Nuke Souvenir Package@12.26@11.646999999999998
Katowice 2019 Overpass Souvenir Package@14.78@14.040999999999999
Katowice 2019 Returning Challengers (Holo-Foil)@16.50@15.674999999999999
Krakow 2017 Challengers Autograph Capsule@45.97@43.671499999999995
Krakow 2017 Legends (Holo-Foil)@16.60@15.770000000000001
Krakow 2017 Legends Autograph Capsule@45.46@43.187
Krakow 2017 Overpass Souvenir Package@155.47@147.6965
Lambda Pin@4.79@4.5504999999999995
Lieutenant 'Tree Hugger' Farlow | SWAT@5.19@4.9305
Lieutenant Rex Krikey | SEAL Frogman@5.90@5.605
Little Kev | The Professionals@10.52@9.994
London 2018 Inferno Souvenir Package@12.17@11.561499999999999
London 2018 Legends Autograph Capsule@11.50@10.924999999999999
London 2018 Minor Challengers (Holo-Foil)@16.95@16.1025
London 2018 Minor Challengers Autograph Capsule@7.50@7.125
London 2018 Nuke Souvenir Package@19.28@18.316
Lt. Commander Ricksaw | NSWC SEAL@7.51@7.134499999999999
M249 | Aztec (Battle-Scarred)@0.48@0.45599999999999996
M249 | Aztec (Factory New)@2.00@1.9
M249 | Aztec (Field-Tested)@0.51@0.4845
M249 | Aztec (Minimal Wear)@0.99@0.9405
M249 | Aztec (Well-Worn)@0.54@0.513
M249 | Blizzard Marbleized (Factory New)@155.00@147.25
M249 | Blizzard Marbleized (Minimal Wear)@16.50@15.674999999999999
M249 | Contrast Spray (Field-Tested)@0.13@0.1235
M249 | Contrast Spray (Minimal Wear)@0.51@0.4845
M249 | Contrast Spray (Well-Worn)@0.23@0.2185
M249 | Deep Relief (Battle-Scarred)@0.41@0.38949999999999996
M249 | Deep Relief (Factory New)@0.85@0.8075
M249 | Deep Relief (Field-Tested)@0.41@0.38949999999999996
M249 | Deep Relief (Minimal Wear)@1.23@1.1684999999999999
M249 | Deep Relief (Well-Worn)@0.44@0.418
M249 | Downtown (Battle-Scarred)@0.50@0.475
M249 | Downtown (Factory New)@2.16@2.052
M249 | Downtown (Field-Tested)@0.60@0.57
M249 | Downtown (Minimal Wear)@1.04@0.988
M249 | Downtown (Well-Worn)@0.53@0.5035
M249 | Emerald Poison Dart (Factory New)@1.77@1.6815
M249 | Emerald Poison Dart (Field-Tested)@0.83@0.7885
M249 | Emerald Poison Dart (Minimal Wear)@1.06@1.007
M249 | Emerald Poison Dart (Well-Worn)@1.01@0.9594999999999999
M249 | Gator Mesh (Battle-Scarred)@0.07@0.0665
M249 | Gator Mesh (Factory New)@0.14@0.133
M249 | Gator Mesh (Field-Tested)@0.07@0.0665
M249 | Gator Mesh (Minimal Wear)@0.10@0.095
M249 | Gator Mesh (Well-Worn)@0.07@0.0665
M249 | Humidor (Factory New)@11.92@11.324
M249 | Humidor (Field-Tested)@11.64@11.058
M249 | Humidor (Minimal Wear)@11.29@10.725499999999998
M249 | Impact Drill (Battle-Scarred)@0.63@0.5984999999999999
M249 | Impact Drill (Factory New)@3.02@2.8689999999999998
M249 | Impact Drill (Field-Tested)@0.95@0.9025
M249 | Impact Drill (Minimal Wear)@1.13@1.0735
M249 | Impact Drill (Well-Worn)@0.62@0.589
M249 | Jungle (Battle-Scarred)@1.76@1.672
M249 | Jungle (Field-Tested)@1.82@1.7289999999999999
M249 | Jungle (Minimal Wear)@1.76@1.672
M249 | Jungle (Well-Worn)@1.89@1.7954999999999999
M249 | Jungle DDPAT (Battle-Scarred)@1.50@1.4249999999999998
M249 | Jungle DDPAT (Minimal Wear)@2.78@2.6409999999999996
M249 | Jungle DDPAT (Well-Worn)@1.29@1.2255
M249 | Magma (Battle-Scarred)@0.94@0.8929999999999999
M249 | Magma (Factory New)@1.15@1.0924999999999998
M249 | Magma (Field-Tested)@0.77@0.7314999999999999
M249 | Magma (Minimal Wear)@0.79@0.7505
M249 | Magma (Well-Worn)@4.01@3.8094999999999994
M249 | Midnight Palm (Battle-Scarred)@3.10@2.945
M249 | Midnight Palm (Factory New)@2.64@2.508
M249 | Midnight Palm (Field-Tested)@2.30@2.1849999999999996
M249 | Midnight Palm (Minimal Wear)@2.49@2.3655
M249 | Midnight Palm (Well-Worn)@2.70@2.565
M249 | Nebula Crusader (Battle-Scarred)@0.97@0.9215
M249 | Nebula Crusader (Factory New)@3.89@3.6955
M249 | Nebula Crusader (Field-Tested)@1.08@1.026
M249 | Nebula Crusader (Minimal Wear)@1.80@1.71
M249 | Nebula Crusader (Well-Worn)@1.08@1.026
M249 | O.S.I.P.R. (Battle-Scarred)@0.08@0.076
M249 | O.S.I.P.R. (Factory New)@0.27@0.2565
M249 | O.S.I.P.R. (Field-Tested)@0.08@0.076
M249 | O.S.I.P.R. (Minimal Wear)@0.13@0.1235
M249 | O.S.I.P.R. (Well-Worn)@0.10@0.095
M249 | Predator (Battle-Scarred)@0.18@0.17099999999999999
M249 | Predator (Field-Tested)@0.17@0.1615
M249 | Predator (Minimal Wear)@0.20@0.19
M249 | Predator (Well-Worn)@0.30@0.285
M249 | Shipping Forecast (Battle-Scarred)@36.89@35.0455
M249 | Shipping Forecast (Factory New)@13.77@13.081499999999998
M249 | Shipping Forecast (Field-Tested)@14.65@13.9175
M249 | Shipping Forecast (Minimal Wear)@15.92@15.123999999999999
M249 | Spectre (Battle-Scarred)@0.09@0.08549999999999999
M249 | Spectre (Factory New)@0.20@0.19
M249 | Spectre (Field-Tested)@0.14@0.133
M249 | Spectre (Minimal Wear)@0.25@0.2375
M249 | Submerged (Battle-Scarred)@0.02@0.019
M249 | Submerged (Factory New)@0.11@0.1045
M249 | Submerged (Field-Tested)@0.02@0.019
M249 | Submerged (Minimal Wear)@0.06@0.056999999999999995
M249 | Submerged (Well-Worn)@0.03@0.028499999999999998
M249 | System Lock (Battle-Scarred)@0.20@0.19
M249 | System Lock (Factory New)@0.75@0.7124999999999999
M249 | System Lock (Field-Tested)@0.22@0.209
M249 | System Lock (Minimal Wear)@0.29@0.27549999999999997
M249 | System Lock (Well-Worn)@0.43@0.4085
M249 | Warbird (Battle-Scarred)@1.17@1.1115
M249 | Warbird (Factory New)@2.48@2.356
M249 | Warbird (Field-Tested)@1.05@0.9974999999999999
M249 | Warbird (Minimal Wear)@1.35@1.2825
M249 | Warbird (Well-Worn)@1.22@1.159
M4A1-S | Atomic Alloy (Battle-Scarred)@28.95@27.502499999999998
M4A1-S | Atomic Alloy (Factory New)@85.17@80.9115
M4A1-S | Atomic Alloy (Field-Tested)@41.38@39.311
M4A1-S | Atomic Alloy (Minimal Wear)@50.78@48.241
M4A1-S | Atomic Alloy (Well-Worn)@38.00@36.1
M4A1-S | Basilisk (Battle-Scarred)@3.94@3.743
M4A1-S | Basilisk (Factory New)@7.99@7.5905
M4A1-S | Basilisk (Field-Tested)@3.67@3.4865
M4A1-S | Basilisk (Minimal Wear)@4.43@4.2085
M4A1-S | Basilisk (Well-Worn)@5.82@5.529
M4A1-S | Blood Tiger (Factory New)@6.27@5.956499999999999
M4A1-S | Blood Tiger (Field-Tested)@4.46@4.237
M4A1-S | Blood Tiger (Minimal Wear)@4.86@4.617
M4A1-S | Blue Phosphor (Factory New)@679.29@645.3254999999999
M4A1-S | Blue Phosphor (Minimal Wear)@612.22@581.609
M4A1-S | Boreal Forest (Battle-Scarred)@0.11@0.1045
M4A1-S | Boreal Forest (Factory New)@3.47@3.2965
M4A1-S | Boreal Forest (Field-Tested)@0.09@0.08549999999999999
M4A1-S | Boreal Forest (Minimal Wear)@0.21@0.19949999999999998
M4A1-S | Boreal Forest (Well-Worn)@0.16@0.152
M4A1-S | Briefing (Battle-Scarred)@6.53@6.2035
M4A1-S | Briefing (Factory New)@10.73@10.1935
M4A1-S | Briefing (Field-Tested)@5.11@4.8545
M4A1-S | Briefing (Minimal Wear)@7.06@6.706999999999999
M4A1-S | Briefing (Well-Worn)@8.67@8.2365
M4A1-S | Bright Water (Field-Tested)@26.43@25.1085
M4A1-S | Bright Water (Minimal Wear)@27.07@25.7165
M4A1-S | Chantico's Fire (Battle-Scarred)@11.93@11.333499999999999
M4A1-S | Chantico's Fire (Factory New)@179.14@170.183
M4A1-S | Chantico's Fire (Field-Tested)@20.39@19.3705
M4A1-S | Chantico's Fire (Minimal Wear)@44.98@42.730999999999995
M4A1-S | Chantico's Fire (Well-Worn)@14.25@13.5375
M4A1-S | Control Panel (Battle-Scarred)@9.20@8.739999999999998
M4A1-S | Control Panel (Factory New)@109.91@104.41449999999999
M4A1-S | Control Panel (Field-Tested)@12.76@12.122
M4A1-S | Control Panel (Minimal Wear)@24.21@22.9995
M4A1-S | Control Panel (Well-Worn)@9.91@9.4145
M4A1-S | Cyrex (Battle-Scarred)@15.42@14.649
M4A1-S | Cyrex (Factory New)@30.24@28.727999999999998
M4A1-S | Cyrex (Field-Tested)@15.81@15.019499999999999
M4A1-S | Cyrex (Minimal Wear)@21.22@20.159
M4A1-S | Cyrex (Well-Worn)@17.82@16.929
M4A1-S | Dark Water (Field-Tested)@71.07@67.5165
M4A1-S | Dark Water (Minimal Wear)@68.00@64.6
M4A1-S | Decimator (Battle-Scarred)@8.07@7.6665
M4A1-S | Decimator (Factory New)@26.99@25.640499999999996
M4A1-S | Decimator (Field-Tested)@8.04@7.637999999999999
M4A1-S | Decimator (Minimal Wear)@12.96@12.312
M4A1-S | Decimator (Well-Worn)@10.50@9.975
M4A1-S | Emphorosaur-S (Battle-Scarred)@1.03@0.9784999999999999
M4A1-S | Emphorosaur-S (Factory New)@5.38@5.111
M4A1-S | Emphorosaur-S (Field-Tested)@1.16@1.1019999999999999
M4A1-S | Emphorosaur-S (Minimal Wear)@2.43@2.3085
M4A1-S | Emphorosaur-S (Well-Worn)@1.80@1.71
M4A1-S | Fizzy POP (Battle-Scarred)@0.62@0.589
M4A1-S | Fizzy POP (Factory New)@1.54@1.4629999999999999
M4A1-S | Fizzy POP (Field-Tested)@0.53@0.5035
M4A1-S | Fizzy POP (Minimal Wear)@1.00@0.95
M4A1-S | Fizzy POP (Well-Worn)@0.58@0.5509999999999999
M4A1-S | Flashback (Battle-Scarred)@0.58@0.5509999999999999
M4A1-S | Flashback (Factory New)@3.50@3.3249999999999997
M4A1-S | Flashback (Field-Tested)@0.53@0.5035
M4A1-S | Flashback (Minimal Wear)@1.11@1.0545
M4A1-S | Flashback (Well-Worn)@0.45@0.4275
M4A1-S | Golden Coil (Battle-Scarred)@23.81@22.6195
M4A1-S | Golden Coil (Factory New)@183.30@174.135
M4A1-S | Golden Coil (Field-Tested)@50.65@48.1175
M4A1-S | Golden Coil (Minimal Wear)@83.77@79.58149999999999
M4A1-S | Golden Coil (Well-Worn)@39.43@37.4585
M4A1-S | Guardian (Battle-Scarred)@22.00@20.9
M4A1-S | Guardian (Factory New)@29.40@27.929999999999996
M4A1-S | Guardian (Field-Tested)@22.31@21.194499999999998
M4A1-S | Guardian (Minimal Wear)@21.95@20.8525
M4A1-S | Guardian (Well-Worn)@21.15@20.092499999999998
M4A1-S | Hot Rod (Factory New)@895.99@851.1904999999999
M4A1-S | Hot Rod (Minimal Wear)@959.60@911.62
M4A1-S | Hyper Beast (Battle-Scarred)@12.77@12.131499999999999
M4A1-S | Hyper Beast (Factory New)@150.00@142.5
M4A1-S | Hyper Beast (Field-Tested)@20.29@19.275499999999997
M4A1-S | Hyper Beast (Minimal Wear)@44.32@42.104
M4A1-S | Hyper Beast (Well-Worn)@15.68@14.895999999999999
M4A1-S | Icarus Fell (Factory New)@530.00@503.5
M4A1-S | Icarus Fell (Minimal Wear)@650.00@617.5
M4A1-S | Imminent Danger (Factory New)@2200.00@2090.0
M4A1-S | Imminent Danger (Field-Tested)@1178.30@1119.385
M4A1-S | Knight (Factory New)@2880.00@2736.0
M4A1-S | Leaded Glass (Battle-Scarred)@3.73@3.5435
M4A1-S | Leaded Glass (Factory New)@10.07@9.5665
M4A1-S | Leaded Glass (Field-Tested)@3.75@3.5625
M4A1-S | Leaded Glass (Minimal Wear)@5.35@5.0825
M4A1-S | Leaded Glass (Well-Worn)@6.11@5.8045
M4A1-S | Master Piece (Battle-Scarred)@99.17@94.2115
M4A1-S | Master Piece (Field-Tested)@144.98@137.731
M4A1-S | Master Piece (Minimal Wear)@229.94@218.44299999999998
M4A1-S | Master Piece (Well-Worn)@103.19@98.03049999999999
M4A1-S | Mecha Industries (Battle-Scarred)@17.15@16.292499999999997
M4A1-S | Mecha Industries (Factory New)@60.55@57.522499999999994
M4A1-S | Mecha Industries (Field-Tested)@21.14@20.083
M4A1-S | Mecha Industries (Minimal Wear)@38.96@37.012
M4A1-S | Mecha Industries (Well-Worn)@24.08@22.875999999999998
M4A1-S | Moss Quartz (Factory New)@19.59@18.6105
M4A1-S | Moss Quartz (Field-Tested)@17.71@16.8245
M4A1-S | Moss Quartz (Minimal Wear)@18.60@17.67
M4A1-S | Mud-Spec (Factory New)@0.78@0.741
M4A1-S | Night Terror (Battle-Scarred)@1.74@1.653
M4A1-S | Night Terror (Factory New)@1.54@1.4629999999999999
M4A1-S | Night Terror (Field-Tested)@0.48@0.45599999999999996
M4A1-S | Night Terror (Minimal Wear)@0.69@0.6555
M4A1-S | Night Terror (Well-Worn)@0.98@0.9309999999999999
M4A1-S | Nightmare (Battle-Scarred)@5.38@5.111
M4A1-S | Nightmare (Factory New)@36.60@34.77
M4A1-S | Nightmare (Field-Tested)@8.97@8.5215
M4A1-S | Nightmare (Minimal Wear)@15.67@14.8865
M4A1-S | Nightmare (Well-Worn)@6.11@5.8045
M4A1-S | Nitro (Battle-Scarred)@1.00@0.95
M4A1-S | Nitro (Factory New)@7.51@7.134499999999999
M4A1-S | Nitro (Field-Tested)@1.13@1.0735
M4A1-S | Nitro (Minimal Wear)@2.46@2.3369999999999997
M4A1-S | Nitro (Well-Worn)@1.11@1.0545
M4A1-S | Player Two (Battle-Scarred)@12.09@11.4855
M4A1-S | Player Two (Factory New)@93.00@88.35
M4A1-S | Player Two (Field-Tested)@21.32@20.253999999999998
M4A1-S | Player Two (Minimal Wear)@45.47@43.1965
M4A1-S | Player Two (Well-Worn)@20.95@19.9025
M4A1-S | Printstream (Battle-Scarred)@122.40@116.28
M4A1-S | Printstream (Factory New)@474.99@451.2405
M4A1-S | Printstream (Field-Tested)@158.90@150.955
M4A1-S | Printstream (Minimal Wear)@265.19@251.9305
M4A1-S | Printstream (Well-Worn)@156.99@149.1405
M4A1-S | VariCamo (Battle-Scarred)@0.69@0.6555
M4A1-S | VariCamo (Factory New)@1.80@1.71
M4A1-S | VariCamo (Field-Tested)@1.07@1.0165
M4A1-S | VariCamo (Minimal Wear)@1.46@1.387
M4A1-S | VariCamo (Well-Worn)@1.15@1.0924999999999998
M4A1-S | Welcome to the Jungle (Battle-Scarred)@799.00@759.05
M4A1-S | Welcome to the Jungle (Field-Tested)@1380.00@1311.0
M4A1-S | Welcome to the Jungle (Minimal Wear)@2700.00@2565.0
M4A1-S | Welcome to the Jungle (Well-Worn)@847.00@804.65
M4A4 | Asiimov (Battle-Scarred)@59.06@56.107
M4A4 | Asiimov (Field-Tested)@137.40@130.53
M4A4 | Asiimov (Well-Worn)@92.91@88.2645
M4A4 | Bullet Rain (Factory New)@52.20@49.59
M4A4 | Bullet Rain (Field-Tested)@9.65@9.1675
M4A4 | Bullet Rain (Minimal Wear)@13.19@12.530499999999998
M4A4 | Bullet Rain (Well-Worn)@14.44@13.717999999999998
M4A4 | Buzz Kill (Battle-Scarred)@5.81@5.519499999999999
M4A4 | Buzz Kill (Factory New)@33.01@31.359499999999997
