name@price@price_after_sell
'Blueberries' Buckshot | NSWC SEAL@3.03@2.8785
StatTrak™ SSG 08 | Ghost Crusader (Minimal Wear)@2.65@2.5174999999999996
StatTrak™ SSG 08 | Ghost Crusader (Well-Worn)@0.84@0.7979999999999999
StatTrak™ SSG 08 | Mainframe 001 (Field-Tested)@0.46@0.437
StatTrak™ SSG 08 | Mainframe 001 (Minimal Wear)@0.24@0.22799999999999998
StatTrak™ SSG 08 | Mainframe 001 (Well-Worn)@0.3@0.285
StatTrak™ SSG 08 | Necropos (Battle-Scarred)@0.52@0.494
StatTrak™ SSG 08 | Necropos (Field-Tested)@0.43@0.4085
StatTrak™ SSG 08 | Necropos (Minimal Wear)@0.76@0.722
StatTrak™ SSG 08 | Necropos (Well-Worn)@0.37@0.3515
StatTrak™ SSG 08 | Parallax (Battle-Scarred)@1.79@1.7005
StatTrak™ SSG 08 | Parallax (Field-Tested)@1.81@1.7195
StatTrak™ SSG 08 | Parallax (Minimal Wear)@4.8@4.56
StatTrak™ SSG 08 | Parallax (Well-Worn)@2.0@1.9
StatTrak™ SSG 08 | Slashed (Battle-Scarred)@1.21@1.1495
StatTrak™ SSG 08 | Slashed (Field-Tested)@1.26@1.1969999999999998
StatTrak™ SSG 08 | Slashed (Well-Worn)@1.28@1.216
StatTrak™ Swap Tool@0.45@0.4275
StatTrak™ Tec-9 | Avalanche (Field-Tested)@1.7@1.615
StatTrak™ Tec-9 | Avalanche (Minimal Wear)@3.72@3.534
StatTrak™ Tec-9 | Avalanche (Well-Worn)@1.5@1.4249999999999998
StatTrak™ Tec-9 | Bamboozle (Factory New)@2.55@2.4225
StatTrak™ Tec-9 | Bamboozle (Field-Tested)@0.47@0.44649999999999995
StatTrak™ Tec-9 | Bamboozle (Minimal Wear)@1.04@0.988
StatTrak™ Tec-9 | Brother (Battle-Scarred)@0.4@0.38
StatTrak™ Tec-9 | Brother (Field-Tested)@0.5@0.475
StatTrak™ Tec-9 | Brother (Minimal Wear)@1.15@1.0924999999999998
StatTrak™ Tec-9 | Brother (Well-Worn)@0.48@0.45599999999999996
StatTrak™ Tec-9 | Cracked Opal (Factory New)@1.03@0.9784999999999999
StatTrak™ Tec-9 | Cracked Opal (Minimal Wear)@0.22@0.209
StatTrak™ Tec-9 | Cut Out (Field-Tested)@2.61@2.4795
StatTrak™ Tec-9 | Flash Out (Factory New)@0.65@0.6174999999999999
StatTrak™ Tec-9 | Flash Out (Minimal Wear)@0.27@0.2565
StatTrak™ Tec-9 | Fuel Injector (Well-Worn)@2.93@2.7835
StatTrak™ Tec-9 | Ice Cap (Factory New)@1.25@1.1875
StatTrak™ Tec-9 | Ice Cap (Field-Tested)@0.25@0.2375
StatTrak™ Tec-9 | Ice Cap (Minimal Wear)@0.73@0.6935
StatTrak™ Tec-9 | Isaac (Battle-Scarred)@1.13@1.0735
StatTrak™ Tec-9 | Isaac (Field-Tested)@1.59@1.5105
StatTrak™ Tec-9 | Isaac (Minimal Wear)@3.03@2.8785
StatTrak™ Tec-9 | Isaac (Well-Worn)@1.34@1.273
StatTrak™ Tec-9 | Jambiya (Field-Tested)@0.43@0.4085
StatTrak™ Tec-9 | Jambiya (Minimal Wear)@0.71@0.6745
StatTrak™ Tec-9 | Jambiya (Well-Worn)@0.31@0.2945
StatTrak™ Tec-9 | Re-Entry (Factory New)@2.72@2.584
StatTrak™ Tec-9 | Re-Entry (Field-Tested)@0.64@0.608
StatTrak™ Tec-9 | Re-Entry (Minimal Wear)@1.08@1.026
StatTrak™ Tec-9 | Rebel (Field-Tested)@0.22@0.209
StatTrak™ Tec-9 | Rebel (Minimal Wear)@0.49@0.46549999999999997
StatTrak™ Tec-9 | Rebel (Well-Worn)@0.17@0.1615
StatTrak™ Tec-9 | Sandstorm (Battle-Scarred)@0.34@0.323
StatTrak™ Tec-9 | Sandstorm (Field-Tested)@0.36@0.34199999999999997
StatTrak™ Tec-9 | Snek-9 (Field-Tested)@0.17@0.1615
StatTrak™ Tec-9 | Snek-9 (Minimal Wear)@0.4@0.38
StatTrak™ Tec-9 | Snek-9 (Well-Worn)@0.19@0.1805
StatTrak™ UMP-45 | Arctic Wolf (Battle-Scarred)@0.28@0.266
StatTrak™ UMP-45 | Arctic Wolf (Field-Tested)@0.34@0.323
StatTrak™ UMP-45 | Arctic Wolf (Minimal Wear)@1.04@0.988
StatTrak™ UMP-45 | Briefing (Minimal Wear)@0.21@0.19949999999999998
StatTrak™ UMP-45 | Corporal (Field-Tested)@0.36@0.34199999999999997
StatTrak™ UMP-45 | Corporal (Minimal Wear)@0.49@0.46549999999999997
StatTrak™ UMP-45 | Delusion (Field-Tested)@0.72@0.6839999999999999
StatTrak™ UMP-45 | Delusion (Minimal Wear)@1.09@1.0355
StatTrak™ UMP-45 | Exposure (Factory New)@2.23@2.1185
StatTrak™ UMP-45 | Exposure (Field-Tested)@0.65@0.6174999999999999
StatTrak™ UMP-45 | Exposure (Minimal Wear)@1.28@1.216
StatTrak™ UMP-45 | Exposure (Well-Worn)@1.16@1.1019999999999999
StatTrak™ UMP-45 | Gold Bismuth (Minimal Wear)@4.35@4.132499999999999
StatTrak™ UMP-45 | Grand Prix (Field-Tested)@0.51@0.4845
StatTrak™ UMP-45 | Labyrinth (Factory New)@0.63@0.5984999999999999
StatTrak™ UMP-45 | Labyrinth (Field-Tested)@0.22@0.209
StatTrak™ UMP-45 | Labyrinth (Minimal Wear)@0.36@0.34199999999999997
StatTrak™ UMP-45 | Moonrise (Factory New)@1.83@1.7385
StatTrak™ UMP-45 | Moonrise (Field-Tested)@0.37@0.3515
StatTrak™ UMP-45 | Moonrise (Minimal Wear)@0.76@0.722
StatTrak™ UMP-45 | Oscillator (Factory New)@0.95@0.9025
StatTrak™ UMP-45 | Oscillator (Field-Tested)@0.23@0.2185
StatTrak™ UMP-45 | Oscillator (Minimal Wear)@0.41@0.38949999999999996
StatTrak™ UMP-45 | Plastique (Field-Tested)@0.87@0.8265
StatTrak™ UMP-45 | Primal Saber (Battle-Scarred)@2.36@2.242
StatTrak™ UMP-45 | Primal Saber (Field-Tested)@2.82@2.679
StatTrak™ UMP-45 | Riot (Factory New)@0.84@0.7979999999999999
StatTrak™ UMP-45 | Riot (Field-Tested)@0.2@0.19
StatTrak™ UMP-45 | Riot (Minimal Wear)@0.47@0.44649999999999995
StatTrak™ UMP-45 | Roadblock (Field-Tested)@0.2@0.19
StatTrak™ UMP-45 | Roadblock (Minimal Wear)@0.24@0.22799999999999998
StatTrak™ UMP-45 | Scaffold (Battle-Scarred)@1.41@1.3395
StatTrak™ UMP-45 | Scaffold (Field-Tested)@1.61@1.5295
StatTrak™ USP-S | Black Lotus (Battle-Scarred)@1.71@1.6244999999999998
StatTrak™ USP-S | Black Lotus (Field-Tested)@1.72@1.634
StatTrak™ USP-S | Black Lotus (Minimal Wear)@3.8@3.61
StatTrak™ USP-S | Black Lotus (Well-Worn)@1.67@1.5864999999999998
StatTrak™ USP-S | Blood Tiger (Field-Tested)@1.86@1.767
StatTrak™ USP-S | Blood Tiger (Minimal Wear)@2.23@2.1185
StatTrak™ USP-S | Cortex (Battle-Scarred)@2.73@2.5934999999999997
StatTrak™ USP-S | Cortex (Field-Tested)@3.74@3.553
StatTrak™ USP-S | Cortex (Minimal Wear)@7.23@6.8685
StatTrak™ USP-S | Cortex (Well-Worn)@2.98@2.831
StatTrak™ USP-S | Cyrex (Field-Tested)@2.44@2.318
StatTrak™ USP-S | Cyrex (Minimal Wear)@5.24@4.978
StatTrak™ USP-S | Cyrex (Well-Worn)@4.21@3.9995
StatTrak™ USP-S | Flashback (Factory New)@2.12@2.014
StatTrak™ USP-S | Flashback (Field-Tested)@0.93@0.8835
StatTrak™ USP-S | Flashback (Minimal Wear)@1.25@1.1875
StatTrak™ USP-S | Flashback (Well-Worn)@1.6@1.52
StatTrak™ USP-S | Guardian (Factory New)@9.21@8.749500000000001
StatTrak™ USP-S | Guardian (Field-Tested)@2.84@2.698
StatTrak™ USP-S | Lead Conduit (Battle-Scarred)@1.14@1.083
StatTrak™ USP-S | Lead Conduit (Field-Tested)@1.12@1.064
StatTrak™ USP-S | Lead Conduit (Minimal Wear)@1.91@1.8144999999999998
StatTrak™ USP-S | Lead Conduit (Well-Worn)@1.22@1.159
StatTrak™ USP-S | Overgrowth (Minimal Wear)@80.71@76.6745
StatTrak™ USP-S | Stainless (Minimal Wear)@22.08@20.976
StatTrak™ USP-S | Ticket to Hell (Battle-Scarred)@1.49@1.4155
StatTrak™ USP-S | Ticket to Hell (Field-Tested)@1.17@1.1115
StatTrak™ USP-S | Ticket to Hell (Minimal Wear)@2.76@2.622
StatTrak™ USP-S | Ticket to Hell (Well-Worn)@1.87@1.7765
StatTrak™ USP-S | Torque (Factory New)@2.99@2.8405
StatTrak™ USP-S | Torque (Field-Tested)@1.26@1.1969999999999998
StatTrak™ USP-S | Torque (Minimal Wear)@2.12@2.014
StatTrak™ USP-S | Torque (Well-Worn)@2.01@1.9094999999999998
StatTrak™ XM1014 | Black Tie (Field-Tested)@0.59@0.5605
StatTrak™ XM1014 | Black Tie (Minimal Wear)@1.8@1.71
StatTrak™ XM1014 | Incinegator (Battle-Scarred)@1.59@1.5105
StatTrak™ XM1014 | Incinegator (Field-Tested)@2.03@1.9284999999999997
StatTrak™ XM1014 | Oxide Blaze (Battle-Scarred)@0.12@0.11399999999999999
StatTrak™ XM1014 | Oxide Blaze (Factory New)@0.43@0.4085
StatTrak™ XM1014 | Quicksilver (Factory New)@0.92@0.874
StatTrak™ XM1014 | Quicksilver (Field-Tested)@0.35@0.33249999999999996
StatTrak™ XM1014 | Quicksilver (Minimal Wear)@0.53@0.5035
StatTrak™ XM1014 | Quicksilver (Well-Worn)@1.03@0.9784999999999999
StatTrak™ XM1014 | Red Python (Field-Tested)@1.22@1.159
StatTrak™ XM1014 | Scumbria (Field-Tested)@0.28@0.266
StatTrak™ XM1014 | Seasons (Factory New)@3.6@3.42
StatTrak™ XM1014 | Seasons (Field-Tested)@2.03@1.9284999999999997
StatTrak™ XM1014 | Seasons (Minimal Wear)@1.83@1.7385
StatTrak™ XM1014 | Slipstream (Factory New)@0.6@0.57
StatTrak™ XM1014 | Slipstream (Field-Tested)@0.16@0.152
StatTrak™ XM1014 | Slipstream (Minimal Wear)@0.29@0.27549999999999997
StatTrak™ XM1014 | Teclu Burner (Field-Tested)@1.11@1.0545
StatTrak™ XM1014 | Tranquility (Minimal Wear)@18.08@17.176
StatTrak™ XM1014 | Watchdog (Field-Tested)@0.4@0.38
StatTrak™ XM1014 | Watchdog (Minimal Wear)@1.05@0.9974999999999999
StatTrak™ XM1014 | Watchdog (Well-Worn)@0.27@0.2565
StatTrak™ XM1014 | Ziggy (Field-Tested)@0.65@0.6174999999999999
StatTrak™ XM1014 | Zombie Offensive (Field-Tested)@0.3@0.285
StatTrak™ XM1014 | Zombie Offensive (Minimal Wear)@0.83@0.7885
StatTrak™ XM1014 | Zombie Offensive (Well-Worn)@0.3@0.285
Sticker Capsule@0.61@0.5795
Sticker Capsule 2@17.71@16.8245
Sticker | 100 Thieves (Foil) | 2020 RMR@0.48@0.45599999999999996
Sticker | 100 Thieves (Holo) | 2020 RMR@0.13@0.1235
Sticker | 100 Thieves | 2020 RMR@0.03@0.028499999999999998
Sticker | 3DMAX | Katowice 2014@3970.62@3772.089
Sticker | 9z Team | Rio 2022@0.04@0.038
Sticker | acoR | Rio 2022@0.03@0.028499999999999998
Sticker | adreN | MLG Columbus 2016@12.0@11.399999999999999
Sticker | aizy | Krakow 2017@1.5@1.4249999999999998
Sticker | Aleksib | Antwerp 2022@0.03@0.028499999999999998
Sticker | Aleksib | Rio 2022@0.03@0.028499999999999998
Sticker | aliStair | Antwerp 2022@0.03@0.028499999999999998
Sticker | AMANEK | Stockholm 2021@0.03@0.028499999999999998
Sticker | Ancient Marauder@0.63@0.5984999999999999
Sticker | apEX | Antwerp 2022@0.03@0.028499999999999998
Sticker | Astralis | 2020 RMR@0.06@0.056999999999999995
Sticker | Astralis | Krakow 2017@1.2@1.14
Sticker | autimatic | Krakow 2017@1.8@1.71
Sticker | autimatic | Rio 2022@0.03@0.028499999999999998
Sticker | B Hop@0.81@0.7695
Sticker | b1t | Antwerp 2022@0.03@0.028499999999999998
Sticker | b1t | Stockholm 2021@0.03@0.028499999999999998
Sticker | Baby Cerberus@0.13@0.1235
Sticker | Baby Fire Serpent@0.18@0.17099999999999999
Sticker | Bad News Eagles | Antwerp 2022@0.08@0.076
Sticker | Basilisk@0.29@0.27549999999999997
Sticker | Battlefield Portal@0.08@0.076
Sticker | BIG (Holo) | 2020 RMR@0.33@0.3135
Sticker | BIG | 2020 RMR@0.03@0.028499999999999998
Sticker | BIG | Antwerp 2022@0.03@0.028499999999999998
Sticker | BIG | Boston 2018@1.33@1.2635
Sticker | BIG | Krakow 2017@0.85@0.8075
Sticker | BIG | Rio 2022@0.03@0.028499999999999998
Sticker | BIG | Stockholm 2021@0.09@0.08549999999999999
Sticker | blameF | Antwerp 2022@0.03@0.028499999999999998
Sticker | bLitz | Antwerp 2022@0.03@0.028499999999999998
Sticker | bLitz | Rio 2022@0.03@0.028499999999999998
Sticker | boltz | Antwerp 2022@0.03@0.028499999999999998
Sticker | bondik | Boston 2018@9.38@8.911
Sticker | Boom@0.26@0.247
Sticker | Boom (Holo)@2.32@2.2039999999999997
Sticker | Boom (Holo) | 2020 RMR@0.72@0.6839999999999999
Sticker | Boom | 2020 RMR@0.03@0.028499999999999998
Sticker | Boombl4 (Holo) | Stockholm 2021@0.57@0.5415
Sticker | Boombl4 | Antwerp 2022@0.03@0.028499999999999998
Sticker | Boombl4 | Stockholm 2021@0.03@0.028499999999999998
Sticker | Brehze | Rio 2022@0.03@0.028499999999999998
Sticker | broky (Champion) | Antwerp 2022@0.03@0.028499999999999998
Sticker | broky (Glitter) | Antwerp 2022@0.39@0.3705
Sticker | broky | Antwerp 2022@0.03@0.028499999999999998
Sticker | Brollan | Antwerp 2022@0.03@0.028499999999999998
Sticker | Brollan | Rio 2022@0.03@0.028499999999999998
Sticker | buster | Antwerp 2022@0.03@0.028499999999999998
Sticker | buster | Stockholm 2021@0.03@0.028499999999999998
Sticker | cadiaN | Antwerp 2022@0.03@0.028499999999999998
Sticker | Call Your Flashes@0.18@0.17099999999999999
Sticker | Calyx (Foil) | London 2018@31.81@30.219499999999996
Sticker | Calyx | Antwerp 2022@0.03@0.028499999999999998
Sticker | CeRq | Rio 2022@0.03@0.028499999999999998
Sticker | chelo | Antwerp 2022@0.03@0.028499999999999998
Sticker | Chief@0.09@0.08549999999999999
Sticker | chopper | Antwerp 2022@0.03@0.028499999999999998
Sticker | chopper | Rio 2022@0.03@0.028499999999999998
Sticker | chrisJ | Krakow 2017@3.53@3.3534999999999995
Sticker | Cloud9 | Cluj-Napoca 2015@3.99@3.7905
Sticker | Cluck@0.99@0.9405
Sticker | Cluck (Holo)@2.05@1.9474999999999998
Sticker | Combine Helmet (Holo)@0.4@0.38
Sticker | Complexity Gaming | Antwerp 2022@0.12@0.11399999999999999
Sticker | dav1d | Antwerp 2022@0.03@0.028499999999999998
Sticker | degster | Antwerp 2022@0.03@0.028499999999999998
Sticker | dgt | Antwerp 2022@0.03@0.028499999999999998
Sticker | Don't Worry, I'm Pro@0.92@0.874
Sticker | Dr. Dazzles@0.08@0.076
Sticker | Dragon's Keep@0.18@0.17099999999999999
Sticker | drop | Antwerp 2022@0.03@0.028499999999999998
Sticker | drop | Rio 2022@0.03@0.028499999999999998
Sticker | dupreeh | Antwerp 2022@0.03@0.028499999999999998
Sticker | dupreeh | Rio 2022@0.03@0.028499999999999998
Sticker | dycha | Antwerp 2022@0.03@0.028499999999999998
Sticker | Dycha | Rio 2022@0.03@0.028499999999999998
Sticker | electronic | Antwerp 2022@0.03@0.028499999999999998
Sticker | electroNic | Stockholm 2021@0.03@0.028499999999999998
Sticker | EliGE | Antwerp 2022@0.03@0.028499999999999998
Sticker | ENCE (Glitter) | Rio 2022@0.31@0.2945
Sticker | ENCE | Rio 2022@0.03@0.028499999999999998
Sticker | ENCE | Stockholm 2021@0.09@0.08549999999999999
Sticker | es3tag | Antwerp 2022@0.03@0.028499999999999998
Sticker | ESPADA (Foil) | 2020 RMR@0.48@0.45599999999999996
Sticker | ESPADA (Holo) | 2020 RMR@0.22@0.209
Sticker | ESPADA | 2020 RMR@0.03@0.028499999999999998
Sticker | Evil Geniuses (Foil) | 2020 RMR@0.62@0.589
Sticker | Evil Geniuses (Holo) | 2020 RMR@0.13@0.1235
Sticker | Evil Geniuses | 2020 RMR@0.03@0.028499999999999998
Sticker | Evil Geniuses | Rio 2022@0.03@0.028499999999999998
Sticker | Evil Geniuses | Stockholm 2021@0.03@0.028499999999999998
Sticker | exit | Antwerp 2022@0.03@0.028499999999999998
Sticker | Extermination@0.35@0.33249999999999996
Sticker | Eye Contact (Holo)@0.59@0.5605
Sticker | F1KU | Rio 2022@0.03@0.028499999999999998
Sticker | fame (Champion) | Rio 2022@0.03@0.028499999999999998
Sticker | FaNg | Antwerp 2022@0.03@0.028499999999999998
Sticker | Farlig | Antwerp 2022@0.03@0.028499999999999998
Sticker | FASHR | Rio 2022@0.03@0.028499999999999998
Sticker | faveN | Antwerp 2022@0.03@0.028499999999999998
Sticker | faveN | Rio 2022@0.03@0.028499999999999998
Sticker | FaZe (Foil) | 2020 RMR@2.45@2.3275
Sticker | FaZe Clan | Antwerp 2022@0.09@0.08549999999999999
Sticker | FaZe Clan | Cologne 2016@5.29@5.0255
Sticker | FaZe Clan | Krakow 2017@1.39@1.3204999999999998
Sticker | FaZe Clan | Rio 2022@0.2@0.19
Sticker | felps | Krakow 2017@1.0@0.95
Sticker | fer | Antwerp 2022@0.03@0.028499999999999998
Sticker | fer | Krakow 2017@1.49@1.4155
Sticker | First Blood (Holo)@3.08@2.9259999999999997
Sticker | FL1T (Champion) | Rio 2022@0.03@0.028499999999999998
Sticker | FL1T | Stockholm 2021@0.03@0.028499999999999998
Sticker | FlameZ (Glitter) | Rio 2022@0.36@0.34199999999999997
Sticker | floppy | Antwerp 2022@0.03@0.028499999999999998
Sticker | Fnatic (Holo) | 2020 RMR@0.7@0.6649999999999999
Sticker | Fnatic (Holo) | Katowice 2015@185.0@175.75
Sticker | Fnatic (Holo) | MLG Columbus 2016@13.52@12.844
Sticker | Fnatic | 2020 RMR@0.06@0.056999999999999995
Sticker | Fnatic | Katowice 2015@12.0@11.399999999999999
Sticker | Fnatic | Krakow 2017@1.0@0.95
Sticker | fnx | Antwerp 2022@0.09@0.08549999999999999
Sticker | FURIA (Foil) | 2020 RMR@1.37@1.3015
Sticker | FURIA (Holo) | 2020 RMR@0.6@0.57
Sticker | FURIA | 2020 RMR@0.03@0.028499999999999998
Sticker | FURIA | Stockholm 2021@0.09@0.08549999999999999
Sticker | G2 Esports | Cologne 2016@200.0@190.0
Sticker | G2 Esports | Stockholm 2021@0.17@0.1615
Sticker | G2 | 2020 RMR@0.08@0.076
Sticker | Gambit Gaming | Cologne 2016@5.57@5.2915
Sticker | Gambit Gaming | Stockholm 2021@0.09@0.08549999999999999
Sticker | GamerLegion | Rio 2022@0.03@0.028499999999999998
Sticker | Gen.G (Foil) | 2020 RMR@0.52@0.494
Sticker | Gen.G (Holo) | 2020 RMR@0.29@0.27549999999999997
Sticker | Gen.G | 2020 RMR@0.03@0.028499999999999998
Sticker | gla1ve | Antwerp 2022@0.03@0.028499999999999998
Sticker | gob b (Foil) | London 2018@10.3@9.785
Sticker | God of Fortune@0.56@0.532
Sticker | GODSENT (Holo) | 2020 RMR@0.4@0.38
Sticker | GODSENT | 2020 RMR@0.03@0.028499999999999998
Sticker | Gold Nova@2.11@2.0044999999999997
Sticker | Gold Web@0.18@0.17099999999999999
Sticker | Gold Web (Foil)@4.0@3.8
Sticker | Good Versus Evil@0.23@0.2185
Sticker | Grayhound Gaming (Glitter) | Rio 2022@0.29@0.27549999999999997
Sticker | Grayhound Gaming | Rio 2022@0.03@0.028499999999999998
Sticker | Green Cyclawps@0.14@0.133
Sticker | Grim | Antwerp 2022@0.03@0.028499999999999998
Sticker | GuardiaN (Foil) | Cluj-Napoca 2015@23.0@21.849999999999998
Sticker | GuardiaN (Gold) | Boston 2018@447.88@425.486
Sticker | Guardian Dragon@1.45@1.3775
Sticker | gxx- | Antwerp 2022@0.03@0.028499999999999998
Sticker | hampus | Antwerp 2022@0.03@0.028499999999999998
Sticker | hampus | Rio 2022@0.03@0.028499999999999998
Sticker | hampus | Stockholm 2021@0.03@0.028499999999999998
Sticker | hatz | Antwerp 2022@0.03@0.028499999999999998
Sticker | HellRaisers | DreamHack 2014@600.0@570.0
Sticker | Heroic (Foil) | 2020 RMR@0.7@0.6649999999999999
Sticker | Heroic (Holo) | 2020 RMR@0.39@0.3705
Sticker | Heroic | 2020 RMR@0.03@0.028499999999999998
Sticker | Heroic | Antwerp 2022@0.06@0.056999999999999995
Sticker | Heroic | Stockholm 2021@0.25@0.2375
Sticker | HexT | Rio 2022@0.03@0.028499999999999998
Sticker | Hippocamp@0.11@0.1045
Sticker | HObbit | Stockholm 2021@0.03@0.028499999999999998
Sticker | HS | Krakow 2017@1.4@1.3299999999999998
Sticker | huNter | Antwerp 2022@0.03@0.028499999999999998
Sticker | huNter- | Stockholm 2021@0.03@0.028499999999999998
Sticker | iBUYPOWER | Cologne 2014@55.0@52.25
Sticker | IEM (Glitter) | Rio 2022@0.14@0.133
Sticker | IEM | Rio 2022@0.03@0.028499999999999998
Sticker | IHC Esports (Glitter) | Rio 2022@0.58@0.5509999999999999
Sticker | IHC Esports (Holo) | Rio 2022@4.17@3.9614999999999996
Sticker | Immortals | Krakow 2017@1.11@1.0545
Sticker | imoRR | Antwerp 2022@0.03@0.028499999999999998
Sticker | Incineration@0.38@0.361
Sticker | ins | Antwerp 2022@0.03@0.028499999999999998
Sticker | interz | Antwerp 2022@0.03@0.028499999999999998
Sticker | interz | Stockholm 2021@0.03@0.028499999999999998
Sticker | isak | Rio 2022@0.03@0.028499999999999998
Sticker | jabbi | Rio 2022@0.03@0.028499999999999998
Sticker | JaCkz | Antwerp 2022@0.03@0.028499999999999998
Sticker | JACKZ | Stockholm 2021@0.03@0.028499999999999998
Sticker | Jame (Champion) | Rio 2022@0.04@0.038
Sticker | Jerry | Antwerp 2022@0.03@0.028499999999999998
Sticker | jkaem | Berlin 2019@0.03@0.028499999999999998
Sticker | JOTA | Antwerp 2022@0.03@0.028499999999999998
Sticker | JT | Antwerp 2022@0.03@0.028499999999999998
Sticker | juanflatroo | Antwerp 2022@0.03@0.028499999999999998
Sticker | junior | Antwerp 2022@0.03@0.028499999999999998
Sticker | JW (Foil) | Cologne 2016@20.0@19.0
Sticker | k0nfig | Antwerp 2022@0.03@0.028499999999999998
Sticker | k0nfig | Krakow 2017@1.61@1.5295
Sticker | kabal | Antwerp 2022@0.03@0.028499999999999998
Sticker | karrigan (Champion) | Antwerp 2022@0.03@0.028499999999999998
Sticker | karrigan | Antwerp 2022@0.03@0.028499999999999998
Sticker | KENSi | Antwerp 2022@0.03@0.028499999999999998
Sticker | Keoz | Rio 2022@0.03@0.028499999999999998
Sticker | Killjoy@1.18@1.121
Sticker | Krimbo | Antwerp 2022@0.03@0.028499999999999998
Sticker | Krimbo | Rio 2022@0.03@0.028499999999999998
Sticker | KSCERATO | Antwerp 2022@0.03@0.028499999999999998
Sticker | KSCERATO | Stockholm 2021@0.03@0.028499999999999998
Sticker | Kyojin | Stockholm 2021@0.03@0.028499999999999998
Sticker | lauNX (Glitter) | Rio 2022@0.13@0.1235
Sticker | lauNX | Rio 2022@0.03@0.028499999999999998
Sticker | Liquid (Holo) | 2020 RMR@1.12@1.064
Sticker | Liquid | 2020 RMR@0.03@0.028499999999999998
Sticker | LNZ | Stockholm 2021@0.03@0.028499999999999998
Sticker | London Conspiracy | Cologne 2014@20.0@19.0
Sticker | LUCAS1 | Krakow 2017@1.54@1.4629999999999999
Sticker | luken | Antwerp 2022@0.03@0.028499999999999998
Sticker | maden | Antwerp 2022@0.03@0.028499999999999998
Sticker | maden | Rio 2022@0.03@0.028499999999999998
Sticker | Magisk | Antwerp 2022@0.03@0.028499999999999998
Sticker | Magisk | Rio 2022@0.03@0.028499999999999998
Sticker | magixx | Antwerp 2022@0.03@0.028499999999999998
Sticker | magixx | Rio 2022@0.03@0.028499999999999998
Sticker | Manticore@0.3@0.285
Sticker | markeloff | Krakow 2017@5.0@4.75
Sticker | mezii | Rio 2022@0.03@0.028499999999999998
Sticker | MIBR (Holo) | Antwerp 2022@3.57@3.3914999999999997
Sticker | MIBR | Antwerp 2022@0.03@0.028499999999999998
Sticker | misutaaa | Antwerp 2022@0.03@0.028499999999999998
Sticker | misutaaa | Stockholm 2021@0.03@0.028499999999999998
Sticker | mousesports | Cluj-Napoca 2015@3.32@3.154
Sticker | mousesports | Krakow 2017@2.0@1.9
Sticker | MOUZ | Stockholm 2021@0.43@0.4085
Sticker | n0rb3r7 (Champion) | Rio 2022@0.03@0.028499999999999998
Sticker | NAF | Antwerp 2022@0.03@0.028499999999999998
Sticker | NAF | Rio 2022@0.03@0.028499999999999998
Sticker | nafany | Stockholm 2021@0.03@0.028499999999999998
Sticker | Natus Vincere (Glitter) | Rio 2022@1.17@1.1115
Sticker | Natus Vincere (Holo) | 2020 RMR@0.69@0.6555
Sticker | Natus Vincere (Holo) | Katowice 2015@750.0@712.5
Sticker | Natus Vincere | 2020 RMR@0.06@0.056999999999999995
Sticker | Natus Vincere | Cluj-Napoca 2015@2.52@2.3939999999999997
Sticker | Natus Vincere | Katowice 2015@38.0@36.1
Sticker | Natus Vincere | Krakow 2017@1.77@1.6815
Sticker | Natus Vincere | Stockholm 2021@0.55@0.5225
Sticker | neaLaN | Rio 2022@0.03@0.028499999999999998
Sticker | Necron@0.39@0.3705
Sticker | Nemiga (Holo) | 2020 RMR@0.37@0.3515
Sticker | Nemiga | 2020 RMR@0.03@0.028499999999999998
Sticker | NEOFRAG | Rio 2022@0.03@0.028499999999999998
Sticker | nexa | Stockholm 2021@0.03@0.028499999999999998
Sticker | nicoodoz | Antwerp 2022@0.03@0.028499999999999998
Sticker | nicoodoz | Rio 2022@0.03@0.028499999999999998
Sticker | nin9 | Antwerp 2022@0.03@0.028499999999999998
Sticker | Ninjas in Pyjamas  | Katowice 2015@9.0@8.549999999999999
Sticker | Ninjas in Pyjamas (Foil) | 2020 RMR@0.5@0.475
Sticker | Ninjas in Pyjamas (Glitter) | Rio 2022@0.34@0.323
Sticker | Ninjas in Pyjamas (Gold) | Antwerp 2022@7.11@6.7545
Sticker | Ninjas in Pyjamas (Gold) | Rio 2022@29.9@28.404999999999998
Sticker | Ninjas in Pyjamas (Holo) | 2020 RMR@0.26@0.247
Sticker | Ninjas in Pyjamas (Holo) | Cologne 2014@35.0@33.25
Sticker | Ninjas in Pyjamas (Holo) | Katowice 2015@110.0@104.5
Sticker | Ninjas in Pyjamas | 2020 RMR@0.03@0.028499999999999998
Sticker | Ninjas in Pyjamas | Antwerp 2022@0.03@0.028499999999999998
Sticker | Ninjas in Pyjamas | Rio 2022@0.03@0.028499999999999998
Sticker | nitr0 | Antwerp 2022@0.03@0.028499999999999998
Sticker | nitr0 | Rio 2022@0.03@0.028499999999999998
Sticker | No Time@0.21@0.19949999999999998
Sticker | North (Holo) | 2020 RMR@0.54@0.513
Sticker | North | 2020 RMR@0.03@0.028499999999999998
Sticker | North | Krakow 2017@0.94@0.8929999999999999
Sticker | Norwi | Antwerp 2022@0.03@0.028499999999999998
Sticker | Nuke Beast@14.0@13.299999999999999
Sticker | OG (Foil) | 2020 RMR@0.58@0.5509999999999999
