name@price@price_after_sell
'Blueberries' Buckshot | NSWC SEAL@3.03@2.8785
M4A1-S | Night Terror (Factory New)@1.03@0.9784999999999999
M4A1-S | Night Terror (Field-Tested)@0.36@0.34199999999999997
M4A1-S | Night Terror (Minimal Wear)@0.55@0.5225
M4A1-S | Night Terror (Well-Worn)@0.77@0.7314999999999999
M4A1-S | Nightmare (Field-Tested)@6.46@6.137
M4A1-S | Nightmare (Well-Worn)@4.71@4.4745
M4A1-S | Nitro (Battle-Scarred)@0.65@0.6174999999999999
M4A1-S | Nitro (Field-Tested)@0.71@0.6745
M4A1-S | Nitro (Minimal Wear)@2.04@1.938
M4A1-S | Nitro (Well-Worn)@0.81@0.7695
M4A1-S | Player Two (Factory New)@78.26@74.34700000000001
M4A1-S | Printstream (Battle-Scarred)@90.42@85.899
M4A1-S | Printstream (Well-Worn)@115.01@109.2595
M4A1-S | VariCamo (Battle-Scarred)@1.88@1.7859999999999998
M4A1-S | VariCamo (Field-Tested)@0.78@0.741
M4A1-S | VariCamo (Minimal Wear)@1.23@1.1684999999999999
M4A4 | Converter (Factory New)@0.88@0.836
M4A4 | Converter (Field-Tested)@0.69@0.6555
M4A4 | Converter (Minimal Wear)@0.68@0.646
M4A4 | Cyber Security (Minimal Wear)@18.91@17.9645
M4A4 | Desert-Strike (Battle-Scarred)@2.46@2.3369999999999997
M4A4 | Desert-Strike (Field-Tested)@2.72@2.584
M4A4 | Desert-Strike (Minimal Wear)@3.41@3.2395
M4A4 | Desolate Space (Battle-Scarred)@2.69@2.5555
M4A4 | Desolate Space (Field-Tested)@3.78@3.5909999999999997
M4A4 | Desolate Space (Well-Worn)@2.91@2.7645
M4A4 | Evil Daimyo (Battle-Scarred)@1.07@1.0165
M4A4 | Evil Daimyo (Factory New)@3.29@3.1254999999999997
M4A4 | Evil Daimyo (Field-Tested)@1.0@0.95
M4A4 | Evil Daimyo (Minimal Wear)@1.55@1.4725
M4A4 | Evil Daimyo (Well-Worn)@1.19@1.1304999999999998
M4A4 | Faded Zebra (Field-Tested)@1.54@1.4629999999999999
M4A4 | Faded Zebra (Well-Worn)@1.55@1.4725
M4A4 | Global Offensive (Field-Tested)@8.94@8.492999999999999
M4A4 | Griffin (Battle-Scarred)@1.11@1.0545
M4A4 | Griffin (Field-Tested)@1.07@1.0165
M4A4 | Griffin (Minimal Wear)@1.98@1.881
M4A4 | Griffin (Well-Worn)@2.43@2.3085
M4A4 | Hellfire (Factory New)@57.11@54.2545
M4A4 | In Living Color (Battle-Scarred)@2.73@2.5934999999999997
M4A4 | In Living Color (Field-Tested)@3.8@3.61
M4A4 | In Living Color (Minimal Wear)@9.63@9.1485
M4A4 | Magnesium (Factory New)@0.75@0.7124999999999999
M4A4 | Magnesium (Minimal Wear)@0.17@0.1615
M4A4 | Mainframe (Factory New)@1.0@0.95
M4A4 | Mainframe (Field-Tested)@0.44@0.418
M4A4 | Mainframe (Minimal Wear)@0.16@0.152
M4A4 | Neo-Noir (Battle-Scarred)@2.43@2.3085
M4A4 | Neo-Noir (Field-Tested)@3.77@3.5814999999999997
M4A4 | Neo-Noir (Well-Worn)@2.96@2.812
M4A4 | Poly Mag (Factory New)@0.36@0.34199999999999997
M4A4 | Poly Mag (Minimal Wear)@0.2@0.19
M4A4 | Poly Mag (Well-Worn)@0.9@0.855
M4A4 | Radiation Hazard (Field-Tested)@14.09@13.385499999999999
M4A4 | Royal Paladin (Battle-Scarred)@3.96@3.762
M4A4 | Royal Paladin (Field-Tested)@4.21@3.9995
M4A4 | Royal Paladin (Well-Worn)@5.55@5.2725
M4A4 | Spider Lily (Battle-Scarred)@1.2@1.14
M4A4 | Spider Lily (Field-Tested)@1.28@1.216
M4A4 | Spider Lily (Minimal Wear)@3.05@2.8974999999999995
M4A4 | Spider Lily (Well-Worn)@1.04@0.988
M4A4 | Temukau (Battle-Scarred)@10.41@9.8895
M4A4 | Temukau (Field-Tested)@23.47@22.296499999999998
M4A4 | The Battlestar (Factory New)@11.28@10.716
M4A4 | The Battlestar (Field-Tested)@2.94@2.7929999999999997
M4A4 | The Emperor (Battle-Scarred)@5.39@5.1205
M4A4 | The Emperor (Field-Tested)@8.83@8.3885
M4A4 | The Emperor (Minimal Wear)@31.3@29.735
M4A4 | Tooth Fairy (Battle-Scarred)@2.17@2.0614999999999997
M4A4 | Tooth Fairy (Factory New)@13.4@12.73
M4A4 | Tooth Fairy (Field-Tested)@2.78@2.6409999999999996
M4A4 | Tooth Fairy (Minimal Wear)@4.22@4.0089999999999995
M4A4 | Tooth Fairy (Well-Worn)@2.51@2.3844999999999996
M4A4 | Tornado (Field-Tested)@0.89@0.8454999999999999
M4A4 | Tornado (Minimal Wear)@12.87@12.226499999999998
M4A4 | Urban DDPAT (Battle-Scarred)@0.16@0.152
M4A4 | Urban DDPAT (Factory New)@2.31@2.1945
M4A4 | Urban DDPAT (Field-Tested)@0.16@0.152
M4A4 | Urban DDPAT (Minimal Wear)@0.21@0.19949999999999998
M4A4 | X-Ray (Factory New)@44.76@42.522
M4A4 | 龍王 (Dragon King) (Battle-Scarred)@3.71@3.5244999999999997
M4A4 | 龍王 (Dragon King) (Minimal Wear)@8.44@8.017999999999999
MAC-10 | Allure (Battle-Scarred)@0.23@0.2185
MAC-10 | Allure (Factory New)@1.11@1.0545
MAC-10 | Allure (Field-Tested)@0.29@0.27549999999999997
MAC-10 | Allure (Minimal Wear)@0.52@0.494
MAC-10 | Allure (Well-Worn)@0.29@0.27549999999999997
MAC-10 | Aloha (Field-Tested)@3.46@3.287
MAC-10 | Button Masher (Battle-Scarred)@0.19@0.1805
MAC-10 | Button Masher (Factory New)@0.84@0.7979999999999999
MAC-10 | Button Masher (Field-Tested)@0.17@0.1615
MAC-10 | Button Masher (Minimal Wear)@0.36@0.34199999999999997
MAC-10 | Button Masher (Well-Worn)@0.23@0.2185
MAC-10 | Calf Skin (Battle-Scarred)@0.14@0.133
MAC-10 | Calf Skin (Factory New)@0.47@0.44649999999999995
MAC-10 | Candy Apple (Factory New)@0.23@0.2185
MAC-10 | Candy Apple (Minimal Wear)@0.18@0.17099999999999999
MAC-10 | Disco Tech (Battle-Scarred)@1.15@1.0924999999999998
MAC-10 | Disco Tech (Field-Tested)@2.01@1.9094999999999998
MAC-10 | Disco Tech (Minimal Wear)@4.06@3.8569999999999993
MAC-10 | Disco Tech (Well-Worn)@1.32@1.254
MAC-10 | Echoing Sands (Field-Tested)@0.17@0.1615
MAC-10 | Echoing Sands (Minimal Wear)@0.29@0.27549999999999997
MAC-10 | Ensnared (Battle-Scarred)@0.26@0.247
MAC-10 | Ensnared (Factory New)@0.23@0.2185
MAC-10 | Ensnared (Field-Tested)@0.08@0.076
MAC-10 | Ensnared (Minimal Wear)@0.2@0.19
MAC-10 | Heat (Field-Tested)@1.56@1.482
MAC-10 | Heat (Minimal Wear)@2.33@2.2135
MAC-10 | Heat (Well-Worn)@2.05@1.9474999999999998
MAC-10 | Indigo (Field-Tested)@1.25@1.1875
MAC-10 | Indigo (Minimal Wear)@1.64@1.5579999999999998
MAC-10 | Indigo (Well-Worn)@1.26@1.1969999999999998
MAC-10 | Lapis Gator (Factory New)@0.49@0.46549999999999997
MAC-10 | Lapis Gator (Field-Tested)@0.43@0.4085
MAC-10 | Lapis Gator (Minimal Wear)@0.44@0.418
MAC-10 | Lapis Gator (Well-Worn)@0.45@0.4275
MAC-10 | Last Dive (Factory New)@1.52@1.444
MAC-10 | Last Dive (Field-Tested)@0.73@0.6935
MAC-10 | Last Dive (Minimal Wear)@0.9@0.855
MAC-10 | Last Dive (Well-Worn)@0.93@0.8835
MAC-10 | Malachite (Field-Tested)@0.96@0.9119999999999999
MAC-10 | Malachite (Minimal Wear)@1.37@1.3015
MAC-10 | Monkeyflage (Factory New)@0.32@0.304
MAC-10 | Monkeyflage (Field-Tested)@0.16@0.152
MAC-10 | Neon Rider (Factory New)@8.41@7.9895
MAC-10 | Neon Rider (Field-Tested)@4.38@4.161
MAC-10 | Neon Rider (Minimal Wear)@5.27@5.006499999999999
MAC-10 | Oceanic (Field-Tested)@0.09@0.08549999999999999
MAC-10 | Palm (Battle-Scarred)@0.09@0.08549999999999999
MAC-10 | Palm (Field-Tested)@0.12@0.11399999999999999
MAC-10 | Palm (Well-Worn)@0.11@0.1045
MAC-10 | Pipe Down (Battle-Scarred)@0.29@0.27549999999999997
MAC-10 | Pipe Down (Factory New)@1.22@1.159
MAC-10 | Pipe Down (Field-Tested)@0.3@0.285
MAC-10 | Pipe Down (Minimal Wear)@0.55@0.5225
MAC-10 | Pipe Down (Well-Worn)@0.29@0.27549999999999997
MAC-10 | Propaganda (Minimal Wear)@13.57@12.891499999999999
MAC-10 | Rangeen (Factory New)@0.32@0.304
MAC-10 | Sakkaku (Battle-Scarred)@0.44@0.418
MAC-10 | Sakkaku (Field-Tested)@1.33@1.2635
MAC-10 | Sakkaku (Well-Worn)@0.61@0.5795
MAC-10 | Sienna Damask (Field-Tested)@0.16@0.152
MAC-10 | Silver (Factory New)@0.18@0.17099999999999999
MAC-10 | Silver (Minimal Wear)@0.24@0.22799999999999998
MAC-10 | Surfwood (Factory New)@1.61@1.5295
MAC-10 | Surfwood (Field-Tested)@1.99@1.8904999999999998
MAC-10 | Surfwood (Minimal Wear)@1.55@1.4725
MAC-10 | Toybox (Battle-Scarred)@2.27@2.1565
MAC-10 | Toybox (Field-Tested)@2.17@2.0614999999999997
MAC-10 | Toybox (Well-Worn)@1.79@1.7005
MAC-10 | Ultraviolet (Field-Tested)@1.55@1.4725
MAC-10 | Ultraviolet (Minimal Wear)@1.61@1.5295
MAC-10 | Urban DDPAT (Field-Tested)@1.53@1.4535
MAC-10 | Whitefish (Battle-Scarred)@0.21@0.19949999999999998
MAC-10 | Whitefish (Factory New)@0.4@0.38
MAC-10 | Whitefish (Minimal Wear)@0.17@0.1615
MAC-10 | Whitefish (Well-Worn)@0.17@0.1615
MAG-7 | BI83 Spectrum (Battle-Scarred)@0.62@0.589
MAG-7 | BI83 Spectrum (Factory New)@2.41@2.2895
MAG-7 | BI83 Spectrum (Field-Tested)@0.58@0.5509999999999999
MAG-7 | BI83 Spectrum (Minimal Wear)@1.05@0.9974999999999999
MAG-7 | Bulldozer (Field-Tested)@2.5@2.375
MAG-7 | Bulldozer (Minimal Wear)@10.28@9.765999999999998
MAG-7 | Carbon Fiber (Factory New)@1.48@1.406
MAG-7 | Chainmail (Minimal Wear)@12.54@11.912999999999998
MAG-7 | Cobalt Core (Factory New)@0.31@0.2945
MAG-7 | Cobalt Core (Minimal Wear)@0.22@0.209
MAG-7 | Copper Coated (Battle-Scarred)@1.0@0.95
MAG-7 | Copper Coated (Field-Tested)@1.37@1.3015
MAG-7 | Copper Coated (Minimal Wear)@1.72@1.634
MAG-7 | Copper Coated (Well-Worn)@1.07@1.0165
MAG-7 | Core Breach (Field-Tested)@1.1@1.045
MAG-7 | Firestarter (Field-Tested)@0.23@0.2185
MAG-7 | Firestarter (Minimal Wear)@0.42@0.39899999999999997
MAG-7 | Foresight (Field-Tested)@0.08@0.076
MAG-7 | Heat (Battle-Scarred)@0.24@0.22799999999999998
MAG-7 | Heat (Field-Tested)@0.25@0.2375
MAG-7 | Heat (Minimal Wear)@0.63@0.5984999999999999
MAG-7 | Heat (Well-Worn)@0.23@0.2185
MAG-7 | Heaven Guard (Factory New)@0.32@0.304
MAG-7 | Heaven Guard (Field-Tested)@0.23@0.2185
MAG-7 | Heaven Guard (Minimal Wear)@0.24@0.22799999999999998
MAG-7 | Insomnia (Factory New)@0.29@0.27549999999999997
MAG-7 | Insomnia (Field-Tested)@0.17@0.1615
MAG-7 | Insomnia (Minimal Wear)@0.16@0.152
MAG-7 | Insomnia (Well-Worn)@0.18@0.17099999999999999
MAG-7 | Justice (Battle-Scarred)@1.14@1.083
MAG-7 | Justice (Field-Tested)@2.16@2.052
MAG-7 | Justice (Minimal Wear)@3.39@3.2205
MAG-7 | Justice (Well-Worn)@1.22@1.159
MAG-7 | Metallic DDPAT (Factory New)@0.22@0.209
MAG-7 | Metallic DDPAT (Minimal Wear)@0.25@0.2375
MAG-7 | Monster Call (Battle-Scarred)@0.26@0.247
MAG-7 | Monster Call (Factory New)@1.38@1.311
MAG-7 | Monster Call (Field-Tested)@0.32@0.304
MAG-7 | Monster Call (Minimal Wear)@0.52@0.494
MAG-7 | Monster Call (Well-Worn)@0.37@0.3515
MAG-7 | Navy Sheen (Field-Tested)@0.14@0.133
MAG-7 | Petroglyph (Factory New)@1.05@0.9974999999999999
MAG-7 | Petroglyph (Field-Tested)@0.24@0.22799999999999998
MAG-7 | Petroglyph (Minimal Wear)@0.4@0.38
MAG-7 | Popdog (Factory New)@0.21@0.19949999999999998
MAG-7 | Popdog (Field-Tested)@0.09@0.08549999999999999
MAG-7 | Praetorian (Field-Tested)@1.54@1.4629999999999999
MAG-7 | Praetorian (Minimal Wear)@1.76@1.672
MAG-7 | Rust Coat (Battle-Scarred)@0.03@0.028499999999999998
MAG-7 | Rust Coat (Field-Tested)@0.03@0.028499999999999998
MAG-7 | Rust Coat (Minimal Wear)@0.03@0.028499999999999998
MAG-7 | Rust Coat (Well-Worn)@0.03@0.028499999999999998
MAG-7 | Seabird (Minimal Wear)@1.07@1.0165
MAG-7 | Seabird (Well-Worn)@1.12@1.064
MAG-7 | Sonar (Factory New)@0.19@0.1805
MAG-7 | Sonar (Field-Tested)@0.13@0.1235
MAG-7 | Sonar (Well-Worn)@0.14@0.133
MAG-7 | SWAG-7 (Battle-Scarred)@0.17@0.1615
MAG-7 | SWAG-7 (Factory New)@1.1@1.045
MAG-7 | SWAG-7 (Field-Tested)@0.21@0.19949999999999998
MAG-7 | SWAG-7 (Minimal Wear)@0.39@0.3705
MAG-7 | SWAG-7 (Well-Worn)@0.21@0.19949999999999998
Markus Delrow | FBI HRT@1.21@1.1495
Maximus | Sabre@0.87@0.8265
Michael Syfers  | FBI Sniper@1.64@1.5579999999999998
MP5-SD | Acid Wash (Field-Tested)@0.87@0.8265
MP5-SD | Acid Wash (Minimal Wear)@0.94@0.8929999999999999
MP5-SD | Agent (Battle-Scarred)@0.41@0.38949999999999996
MP5-SD | Agent (Field-Tested)@0.48@0.45599999999999996
MP5-SD | Agent (Minimal Wear)@0.75@0.7124999999999999
MP5-SD | Agent (Well-Worn)@0.47@0.44649999999999995
MP5-SD | Autumn Twilly (Factory New)@3.97@3.7715
MP5-SD | Autumn Twilly (Field-Tested)@1.92@1.8239999999999998
MP5-SD | Autumn Twilly (Minimal Wear)@1.91@1.8144999999999998
MP5-SD | Bamboo Garden (Factory New)@1.72@1.634
MP5-SD | Bamboo Garden (Minimal Wear)@1.73@1.6435
MP5-SD | Co-Processor (Factory New)@0.86@0.817
MP5-SD | Co-Processor (Field-Tested)@0.47@0.44649999999999995
MP5-SD | Co-Processor (Minimal Wear)@0.55@0.5225
MP5-SD | Condition Zero (Minimal Wear)@0.37@0.3515
MP5-SD | Desert Strike (Factory New)@0.21@0.19949999999999998
MP5-SD | Desert Strike (Minimal Wear)@0.14@0.133
MP5-SD | Dirt Drop (Battle-Scarred)@0.03@0.028499999999999998
MP5-SD | Dirt Drop (Field-Tested)@0.03@0.028499999999999998
MP5-SD | Dirt Drop (Minimal Wear)@0.03@0.028499999999999998
MP5-SD | Dirt Drop (Well-Worn)@0.03@0.028499999999999998
MP5-SD | Gauss (Battle-Scarred)@0.19@0.1805
MP5-SD | Gauss (Field-Tested)@0.2@0.19
MP5-SD | Gauss (Minimal Wear)@0.38@0.361
MP5-SD | Gauss (Well-Worn)@0.16@0.152
MP5-SD | Kitbash (Battle-Scarred)@0.25@0.2375
MP5-SD | Kitbash (Factory New)@1.01@0.9594999999999999
MP5-SD | Kitbash (Field-Tested)@0.29@0.27549999999999997
MP5-SD | Kitbash (Minimal Wear)@0.55@0.5225
MP5-SD | Kitbash (Well-Worn)@0.31@0.2945
MP5-SD | Liquidation (Factory New)@0.32@0.304
MP5-SD | Liquidation (Field-Tested)@0.17@0.1615
MP5-SD | Liquidation (Minimal Wear)@0.16@0.152
MP5-SD | Liquidation (Well-Worn)@0.18@0.17099999999999999
MP5-SD | Necro Jr. (Battle-Scarred)@0.08@0.076
MP5-SD | Necro Jr. (Factory New)@0.3@0.285
MP5-SD | Necro Jr. (Field-Tested)@0.08@0.076
MP5-SD | Nitro (Battle-Scarred)@1.34@1.273
MP5-SD | Nitro (Field-Tested)@1.18@1.121
MP5-SD | Nitro (Minimal Wear)@1.43@1.3584999999999998
MP5-SD | Nitro (Well-Worn)@1.38@1.311
MP5-SD | Phosphor (Factory New)@5.78@5.491
MP5-SD | Phosphor (Field-Tested)@2.94@2.7929999999999997
MP5-SD | Phosphor (Minimal Wear)@3.82@3.6289999999999996
MP7 | Abyssal Apparition (Battle-Scarred)@1.0@0.95
MP7 | Abyssal Apparition (Field-Tested)@1.41@1.3395
MP7 | Abyssal Apparition (Minimal Wear)@2.67@2.5364999999999998
MP7 | Abyssal Apparition (Well-Worn)@0.98@0.9309999999999999
MP7 | Akoben (Battle-Scarred)@0.09@0.08549999999999999
MP7 | Akoben (Factory New)@0.23@0.2185
MP7 | Akoben (Field-Tested)@0.13@0.1235
MP7 | Akoben (Well-Worn)@0.16@0.152
MP7 | Anodized Navy (Factory New)@0.81@0.7695
MP7 | Anodized Navy (Minimal Wear)@0.67@0.6365
MP7 | Armor Core (Factory New)@0.17@0.1615
MP7 | Army Recon (Battle-Scarred)@0.03@0.028499999999999998
MP7 | Army Recon (Factory New)@0.09@0.08549999999999999
MP7 | Army Recon (Field-Tested)@0.03@0.028499999999999998
MP7 | Army Recon (Minimal Wear)@0.03@0.028499999999999998
MP7 | Army Recon (Well-Worn)@0.03@0.028499999999999998
MP7 | Asterion (Factory New)@2.5@2.375
MP7 | Asterion (Field-Tested)@1.9@1.805
MP7 | Asterion (Minimal Wear)@2.06@1.9569999999999999
MP7 | Bloodsport (Battle-Scarred)@0.95@0.9025
MP7 | Bloodsport (Factory New)@3.04@2.888
MP7 | Bloodsport (Field-Tested)@1.0@0.95
MP7 | Bloodsport (Minimal Wear)@1.52@1.444
MP7 | Bloodsport (Well-Worn)@1.43@1.3584999999999998
MP7 | Cirrus (Factory New)@0.49@0.46549999999999997
MP7 | Cirrus (Minimal Wear)@0.18@0.17099999999999999
MP7 | Cirrus (Well-Worn)@0.16@0.152
MP7 | Forest DDPAT (Battle-Scarred)@0.03@0.028499999999999998
MP7 | Forest DDPAT (Field-Tested)@0.03@0.028499999999999998
MP7 | Forest DDPAT (Minimal Wear)@0.03@0.028499999999999998
MP7 | Forest DDPAT (Well-Worn)@0.03@0.028499999999999998
MP7 | Guerrilla (Minimal Wear)@0.38@0.361
MP7 | Gunsmoke (Field-Tested)@0.89@0.8454999999999999
MP7 | Gunsmoke (Minimal Wear)@1.22@1.159
MP7 | Impire (Factory New)@2.37@2.2515
MP7 | Impire (Field-Tested)@1.8@1.71
MP7 | Impire (Minimal Wear)@1.98@1.881
MP7 | Mischief (Battle-Scarred)@0.12@0.11399999999999999
MP7 | Mischief (Field-Tested)@0.17@0.1615
MP7 | Mischief (Minimal Wear)@0.27@0.2565
MP7 | Motherboard (Field-Tested)@0.1@0.095
MP7 | Motherboard (Minimal Wear)@0.16@0.152
MP7 | Nemesis (Field-Tested)@3.37@3.2015
MP7 | Neon Ply (Battle-Scarred)@0.79@0.7505
MP7 | Neon Ply (Field-Tested)@1.01@0.9594999999999999
MP7 | Neon Ply (Minimal Wear)@1.75@1.6624999999999999
MP7 | Neon Ply (Well-Worn)@0.87@0.8265
MP7 | Ocean Foam (Factory New)@2.85@2.7075
MP7 | Powercore (Battle-Scarred)@0.35@0.33249999999999996
MP7 | Powercore (Factory New)@2.16@2.052
MP7 | Powercore (Field-Tested)@0.46@0.437
MP7 | Powercore (Minimal Wear)@0.89@0.8454999999999999
MP7 | Prey (Factory New)@0.3@0.285
MP7 | Prey (Field-Tested)@0.3@0.285
MP7 | Scorched (Battle-Scarred)@1.5@1.4249999999999998
MP7 | Scorched (Minimal Wear)@2.07@1.9664999999999997
MP7 | Special Delivery (Factory New)@2.82@2.679
MP7 | Special Delivery (Field-Tested)@0.89@0.8454999999999999
MP7 | Special Delivery (Minimal Wear)@1.5@1.4249999999999998
MP7 | Tall Grass (Field-Tested)@1.53@1.4535
MP7 | Urban Hazard (Factory New)@0.17@0.1615
MP7 | Vault Heist (Battle-Scarred)@1.54@1.4629999999999999
MP7 | Vault Heist (Factory New)@1.01@0.9594999999999999
MP7 | Vault Heist (Minimal Wear)@0.88@0.836
MP7 | Whiteout (Field-Tested)@12.87@12.226499999999998
MP9 | Airlock (Battle-Scarred)@1.05@0.9974999999999999
MP9 | Airlock (Field-Tested)@1.2@1.14
MP9 | Airlock (Minimal Wear)@2.63@2.4985
MP9 | Airlock (Well-Worn)@1.07@1.0165
MP9 | Army Sheen (Factory New)@0.37@0.3515
MP9 | Army Sheen (Field-Tested)@0.21@0.19949999999999998
MP9 | Army Sheen (Minimal Wear)@0.14@0.133
MP9 | Bioleak (Factory New)@0.2@0.19
MP9 | Bioleak (Minimal Wear)@0.2@0.19
MP9 | Black Sand (Factory New)@0.16@0.152
MP9 | Black Sand (Field-Tested)@0.09@0.08549999999999999
MP9 | Black Sand (Well-Worn)@0.14@0.133
MP9 | Bulldozer (Minimal Wear)@200.0@190.0
MP9 | Capillary (Battle-Scarred)@0.12@0.11399999999999999
MP9 | Capillary (Factory New)@0.25@0.2375
MP9 | Capillary (Field-Tested)@0.12@0.11399999999999999
MP9 | Capillary (Minimal Wear)@0.25@0.2375
MP9 | Dart (Factory New)@0.51@0.4845
MP9 | Dart (Field-Tested)@0.26@0.247
MP9 | Dart (Minimal Wear)@0.28@0.266
MP9 | Deadly Poison (Factory New)@1.16@1.1019999999999999
MP9 | Deadly Poison (Field-Tested)@0.23@0.2185
MP9 | Deadly Poison (Minimal Wear)@0.24@0.22799999999999998
MP9 | Featherweight (Field-Tested)@0.18@0.17099999999999999
MP9 | Featherweight (Minimal Wear)@0.17@0.1615
MP9 | Featherweight (Well-Worn)@0.19@0.1805
MP9 | Food Chain (Battle-Scarred)@0.92@0.874
MP9 | Food Chain (Field-Tested)@1.09@1.0355
MP9 | Food Chain (Minimal Wear)@2.5@2.375
MP9 | Food Chain (Well-Worn)@0.94@0.8929999999999999
MP9 | Goo (Battle-Scarred)@0.24@0.22799999999999998
MP9 | Goo (Factory New)@0.86@0.817
MP9 | Goo (Field-Tested)@0.26@0.247
MP9 | Goo (Minimal Wear)@0.44@0.418
MP9 | Goo (Well-Worn)@0.29@0.27549999999999997
MP9 | Hydra (Well-Worn)@3.11@2.9545
MP9 | Hypnotic (Factory New)@10.28@9.765999999999998
MP9 | Modest Threat (Factory New)@1.87@1.7765
MP9 | Modest Threat (Field-Tested)@0.08@0.076
MP9 | Modest Threat (Minimal Wear)@0.16@0.152
MP9 | Mount Fuji (Battle-Scarred)@0.97@0.9215
MP9 | Mount Fuji (Field-Tested)@0.86@0.817
MP9 | Mount Fuji (Minimal Wear)@1.92@1.8239999999999998
MP9 | Mount Fuji (Well-Worn)@0.82@0.7789999999999999
MP9 | Orange Peel (Battle-Scarred)@0.1@0.095
MP9 | Orange Peel (Field-Tested)@0.1@0.095
MP9 | Orange Peel (Minimal Wear)@0.13@0.1235
MP9 | Rose Iron (Minimal Wear)@4.09@3.8854999999999995
MP9 | Ruby Poison Dart (Factory New)@1.31@1.2445
MP9 | Ruby Poison Dart (Field-Tested)@0.58@0.5509999999999999
MP9 | Ruby Poison Dart (Minimal Wear)@0.75@0.7124999999999999
MP9 | Ruby Poison Dart (Well-Worn)@1.01@0.9594999999999999
MP9 | Sand Dashed (Battle-Scarred)@0.03@0.028499999999999998
MP9 | Sand Dashed (Field-Tested)@0.03@0.028499999999999998
MP9 | Sand Dashed (Minimal Wear)@0.03@0.028499999999999998
MP9 | Sand Dashed (Well-Worn)@0.03@0.028499999999999998
MP9 | Sand Scale (Factory New)@0.19@0.1805
MP9 | Sand Scale (Field-Tested)@0.16@0.152
MP9 | Sand Scale (Minimal Wear)@0.17@0.1615
MP9 | Setting Sun (Field-Tested)@2.22@2.109
MP9 | Slide (Battle-Scarred)@0.03@0.028499999999999998
MP9 | Slide (Field-Tested)@0.03@0.028499999999999998
MP9 | Slide (Well-Worn)@0.03@0.028499999999999998
MP9 | Starlight Protector (Battle-Scarred)@2.11@2.0044999999999997
MP9 | Starlight Protector (Factory New)@21.5@20.425
MP9 | Starlight Protector (Field-Tested)@3.12@2.964
MP9 | Storm (Field-Tested)@0.16@0.152
MP9 | Storm (Minimal Wear)@0.39@0.3705
Name Tag@1.21@1.1495
Negev | Army Sheen (Factory New)@0.08@0.076
Negev | Army Sheen (Field-Tested)@0.03@0.028499999999999998
Negev | Army Sheen (Minimal Wear)@0.03@0.028499999999999998
Negev | Boroque Sand (Factory New)@1.75@1.6624999999999999
Negev | Boroque Sand (Field-Tested)@0.82@0.7789999999999999
Negev | Boroque Sand (Minimal Wear)@0.82@0.7789999999999999
Negev | Boroque Sand (Well-Worn)@0.58@0.5509999999999999
Negev | Bratatat (Field-Tested)@1.28@1.216
Negev | Bratatat (Minimal Wear)@1.48@1.406
Negev | Bulkhead (Factory New)@7.0@6.6499999999999995
Negev | Bulkhead (Field-Tested)@0.1@0.095
Negev | Bulkhead (Minimal Wear)@0.16@0.152
Negev | Dazzle (Battle-Scarred)@0.08@0.076
Negev | Dazzle (Field-Tested)@0.09@0.08549999999999999
Negev | Dazzle (Minimal Wear)@0.17@0.1615
Negev | Desert-Strike (Battle-Scarred)@0.66@0.627
Negev | Desert-Strike (Field-Tested)@0.2@0.19
Negev | Desert-Strike (Minimal Wear)@0.28@0.266
Negev | dev_texture (Battle-Scarred)@0.17@0.1615
Negev | dev_texture (Factory New)@0.91@0.8644999999999999
Negev | dev_texture (Field-Tested)@0.17@0.1615
Negev | dev_texture (Minimal Wear)@0.39@0.3705
Negev | dev_texture (Well-Worn)@0.17@0.1615
Negev | Drop Me (Factory New)@0.22@0.209
Negev | Drop Me (Field-Tested)@0.11@0.1045
Negev | Drop Me (Minimal Wear)@0.2@0.19
Negev | Drop Me (Well-Worn)@0.2@0.19
Negev | Lionfish (Battle-Scarred)@0.18@0.17099999999999999
Negev | Lionfish (Factory New)@0.9@0.855
Negev | Lionfish (Field-Tested)@0.21@0.19949999999999998
Negev | Lionfish (Minimal Wear)@0.4@0.38
Negev | Lionfish (Well-Worn)@0.19@0.1805
Negev | Loudmouth (Battle-Scarred)@0.44@0.418
Negev | Loudmouth (Field-Tested)@0.51@0.4845
Negev | Nuclear Waste (Factory New)@1.39@1.3204999999999998
Negev | Power Loader (Battle-Scarred)@0.35@0.33249999999999996
Negev | Power Loader (Factory New)@3.42@3.2489999999999997
Negev | Power Loader (Field-Tested)@0.62@0.589
Negev | Power Loader (Minimal Wear)@1.49@1.4155
Negev | Power Loader (Well-Worn)@0.43@0.4085
Negev | Prototype (Battle-Scarred)@0.08@0.076
Negev | Prototype (Factory New)@0.41@0.38949999999999996
Negev | Prototype (Field-Tested)@0.08@0.076
Negev | Terrain (Factory New)@0.31@0.2945
Negev | Terrain (Field-Tested)@0.19@0.1805
Negev | Terrain (Minimal Wear)@0.29@0.27549999999999997
Negev | Terrain (Well-Worn)@0.18@0.17099999999999999
Negev | Ultralight (Battle-Scarred)@0.08@0.076
Negev | Ultralight (Factory New)@0.18@0.17099999999999999
Negev | Ultralight (Field-Tested)@0.08@0.076
Negev | Ultralight (Minimal Wear)@0.13@0.1235
Nova | Antique (Minimal Wear)@6.96@6.612
Nova | Army Sheen (Factory New)@0.29@0.27549999999999997
Nova | Caged Steel (Factory New)@0.25@0.2375
