name@price_x@price_after_sell_x@price_y@price_after_sell_y@BUY X@SELL Y@profit
★ Butterfly Knife | Case Hardened (Field-Tested)@1100.0@968.0@1617.0@1536.15@skinport@shadowpay@436.15
★ Butterfly Knife | Case Hardened (Minimal Wear)@1290.0@1135.2@1526.96@1450.612@skinport@shadowpay@160.61
★ Butterfly Knife | Case Hardened (Well-Worn)@1107.62@974.7056@1480.03@1406.0285@skinport@shadowpay@298.41
★ Butterfly Knife | Crimson Web (Battle-Scarred)@1010.64@889.3632@1107.74@1052.353@skinport@shadowpay@41.71
★ Butterfly Knife | Crimson Web (Field-Tested)@1178.92@1037.4496@1256.53@1193.7034999999998@skinport@shadowpay@14.78
★ Butterfly Knife | Crimson Web (Minimal Wear)@1809.12@1592.0256@2100.0@1995.0@skinport@shadowpay@185.88
★ Butterfly Knife | Damascus Steel (Factory New)@1246.66@1097.0608@1510.81@1435.2695@skinport@shadowpay@188.61
★ Butterfly Knife | Damascus Steel (Field-Tested)@1108.14@975.1632@1342.49@1275.3655@skinport@shadowpay@167.23
★ Butterfly Knife | Doppler (Factory New)@3100.07@2728.0616@4004.85@3804.6075@skinport@shadowpay@704.54
★ Butterfly Knife | Doppler (Factory New)@3100.07@2728.0616@7972.49@7573.8655@skinport@shadowpay@4473.8
★ Butterfly Knife | Doppler (Factory New)@3100.07@2728.0616@3574.39@3395.6705@skinport@shadowpay@295.6
★ Butterfly Knife | Doppler (Factory New)@3100.07@2728.0616@4755.0@4517.25@skinport@shadowpay@1417.18
★ Butterfly Knife | Doppler (Factory New)@3100.07@2728.0616@18107.0@17201.649999999998@skinport@shadowpay@14101.58
★ Butterfly Knife | Fade (Factory New)@3596.43@3164.8584@4184.15@3974.9425@skinport@shadowpay@378.51
★ Butterfly Knife | Forest DDPAT (Battle-Scarred)@758.68@667.6383999999999@883.2@839.04@skinport@shadowpay@80.36
★ Butterfly Knife | Forest DDPAT (Minimal Wear)@856.23@753.4824@927.88@881.486@skinport@shadowpay@25.26
★ Butterfly Knife | Freehand (Factory New)@1063.82@936.1616@1336.36@1269.542@skinport@shadowpay@205.72
★ Butterfly Knife | Freehand (Field-Tested)@1000.0@880.0@1193.06@1133.407@skinport@shadowpay@133.41
★ Butterfly Knife | Freehand (Minimal Wear)@1090.0@959.2@1251.32@1188.754@skinport@shadowpay@98.75
★ Butterfly Knife | Freehand (Well-Worn)@1000.0@880.0@1135.8@1079.01@skinport@shadowpay@79.01
★ Butterfly Knife | Gamma Doppler (Factory New)@3461.33@3045.9704@4333.19@4116.5305@skinport@shadowpay@655.2
★ Butterfly Knife | Gamma Doppler (Factory New)@3461.33@3045.9704@5383.2@5114.04@skinport@shadowpay@1652.71
★ Butterfly Knife | Gamma Doppler (Factory New)@3461.33@3045.9704@4170.0@3961.5@skinport@shadowpay@500.17
★ Butterfly Knife | Gamma Doppler (Factory New)@3461.33@3045.9704@4290.1@4075.595@skinport@shadowpay@614.26
★ Butterfly Knife | Lore (Battle-Scarred)@969.0@852.72@1132.24@1075.628@skinport@shadowpay@106.63
★ Butterfly Knife | Lore (Field-Tested)@1262.84@1111.2992@1402.5@1332.375@skinport@shadowpay@69.54
★ Butterfly Knife | Lore (Minimal Wear)@1870.29@1645.8552@2157.14@2049.283@skinport@shadowpay@178.99
★ Butterfly Knife | Lore (Well-Worn)@1029.0@905.52@1137.0@1080.15@skinport@shadowpay@51.15
★ Butterfly Knife | Marble Fade (Factory New)@2275.0@2002.0@2705.0@2569.75@skinport@shadowpay@294.75
★ Butterfly Knife | Night (Battle-Scarred)@830.34@730.6992@939.84@892.848@skinport@shadowpay@62.51
★ Butterfly Knife | Night (Field-Tested)@909.18@800.0784@1049.25@996.7875@skinport@shadowpay@87.61
★ Butterfly Knife | Night (Minimal Wear)@1184.94@1042.7472@1260.0@1197.0@skinport@shadowpay@12.06
★ Butterfly Knife | Night (Well-Worn)@953.09@838.7192@1023.3@972.135@skinport@shadowpay@19.04
★ Butterfly Knife | Safari Mesh (Battle-Scarred)@761.49@670.1112@852.0@809.4@skinport@shadowpay@47.91
★ Butterfly Knife | Safari Mesh (Minimal Wear)@856.15@753.412@911.94@866.343@skinport@shadowpay@10.19
★ Butterfly Knife | Safari Mesh (Well-Worn)@802.88@706.5344@885.61@841.3294999999999@skinport@shadowpay@38.45
★ Butterfly Knife | Scorched (Field-Tested)@831.29@731.5351999999999@887.4@843.03@skinport@shadowpay@11.74
★ Butterfly Knife | Slaughter (Factory New)@2311.94@2034.5072@2791.47@2651.8965@skinport@shadowpay@339.96
★ Butterfly Knife | Slaughter (Field-Tested)@1767.58@1555.4704@2068.5@1965.075@skinport@shadowpay@197.5
★ Butterfly Knife | Slaughter (Minimal Wear)@1966.03@1730.1064@2300.45@2185.4275@skinport@shadowpay@219.4
★ Butterfly Knife | Stained (Field-Tested)@972.98@856.2224@1124.99@1068.7405@skinport@shadowpay@95.76
★ Butterfly Knife | Stained (Minimal Wear)@1037.85@913.308@1176.0@1117.2@skinport@shadowpay@79.35
★ Butterfly Knife | Stained (Well-Worn)@873.06@768.2927999999999@1079.99@1025.9905@skinport@shadowpay@152.93
★ Butterfly Knife | Tiger Tooth (Factory New)@1762.87@1551.3256@2129.99@2023.4905@skinport@shadowpay@260.62
★ Butterfly Knife | Ultraviolet (Battle-Scarred)@859.66@756.5008@960.0@912.0@skinport@shadowpay@52.34
★ Butterfly Knife | Ultraviolet (Field-Tested)@972.16@855.5008@1140.0@1083.0@skinport@shadowpay@110.84
★ Butterfly Knife | Ultraviolet (Minimal Wear)@1188.82@1046.1616@1398.83@1328.8884999999998@skinport@shadowpay@140.07
★ Classic Knife | Blue Steel (Field-Tested)@203.98@179.5024@251.75@239.1625@skinport@shadowpay@35.18
★ Classic Knife | Boreal Forest (Battle-Scarred)@149.19@131.2872@167.87@159.4765@skinport@shadowpay@10.29
★ Classic Knife | Case Hardened (Battle-Scarred)@210.97@185.6536@232.7@221.065@skinport@shadowpay@10.09
★ Classic Knife | Case Hardened (Field-Tested)@226.55@199.364@291.74@277.153@skinport@shadowpay@50.6
★ Classic Knife | Case Hardened (Minimal Wear)@284.24@250.1312@599.85@569.8575@skinport@shadowpay@285.62
★ Classic Knife | Case Hardened (Well-Worn)@202.53@178.2264@238.11@226.2045@skinport@shadowpay@23.67
★ Classic Knife | Crimson Web (Battle-Scarred)@215.85@189.948@339.86@322.867@skinport@shadowpay@107.02
★ Classic Knife | Crimson Web (Field-Tested)@252.98@222.6224@316.79@300.95050000000003@skinport@shadowpay@47.97
★ Classic Knife | Crimson Web (Minimal Wear)@322.53@283.8264@665.36@632.092@skinport@shadowpay@309.56
★ Classic Knife | Fade (Factory New)@549.42@483.4896@611.84@581.248@skinport@shadowpay@31.83
★ Classic Knife | Forest DDPAT (Battle-Scarred)@138.36@121.7568@160.51@152.4845@skinport@shadowpay@14.12
★ Classic Knife | Forest DDPAT (Minimal Wear)@159.45@140.316@186.83@177.48850000000002@skinport@shadowpay@18.04
★ Classic Knife | Night Stripe (Battle-Scarred)@149.16@131.2608@174.57@165.8415@skinport@shadowpay@16.68
★ Classic Knife | Night Stripe (Field-Tested)@170.02@149.6176@194.94@185.193@skinport@shadowpay@15.17
★ Classic Knife | Night Stripe (Well-Worn)@212.29@186.8152@275.07@261.3165@skinport@shadowpay@49.03
★ Classic Knife | Safari Mesh (Battle-Scarred)@135.0@118.8@158.13@150.2235@skinport@shadowpay@15.22
★ Classic Knife | Scorched (Field-Tested)@148.92@131.0496@167.89@159.4955@skinport@shadowpay@10.58
★ Classic Knife | Slaughter (Factory New)@359.71@316.5448@393.9@374.205@skinport@shadowpay@14.5
★ Classic Knife | Stained (Battle-Scarred)@159.8@140.62400000000002@210.0@199.5@skinport@shadowpay@39.7
★ Classic Knife | Stained (Factory New)@220.57@194.1016@322.67@306.5365@skinport@shadowpay@85.97
★ Classic Knife | Urban Masked (Battle-Scarred)@145.95@128.43599999999998@200.51@190.4845@skinport@shadowpay@44.53
★ Classic Knife | Urban Masked (Minimal Wear)@163.31@143.71280000000002@188.45@179.02749999999995@skinport@shadowpay@15.72
Cologne 2016 Cobblestone Souvenir Package@1415.24@1245.4112@1521.25@1445.1875@skinport@shadowpay@29.95
Copenhagen 2024 Viewer Pass + 3 Souvenir Tokens@19.76@17.3888@39.0@37.05@skinport@shadowpay@17.29
CZ75-Auto | Emerald Quartz (Factory New)@160.0@140.8@203.56@193.382@skinport@shadowpay@33.38
CZ75-Auto | Indigo (Factory New)@4.61@4.0568@24.0@22.8@skinport@shadowpay@18.19
CZ75-Auto | Nitro (Factory New)@45.74@40.2512@59.0@56.05@skinport@shadowpay@10.31
CZ75-Auto | The Fuschia Is Now (Field-Tested)@18.0@15.84@36.77@34.9315@skinport@shadowpay@16.93
Desert Eagle | Blaze (Factory New)@619.74@545.3712@697.47@662.5965@skinport@shadowpay@42.86
Desert Eagle | Code Red (Factory New)@63.81@56.1528@77.99@74.09049999999999@skinport@shadowpay@10.28
Desert Eagle | Crimson Web (Factory New)@110.0@96.8@132.62@125.989@skinport@shadowpay@15.99
Desert Eagle | Emerald Jörmungandr (Factory New)@382.24@336.3712@421.72@400.634@skinport@shadowpay@18.39
Desert Eagle | Emerald Jörmungandr (Minimal Wear)@394.96@347.5648@449.82@427.329@skinport@shadowpay@32.37
Desert Eagle | Fennec Fox (Battle-Scarred)@330.0@290.4@396.7@376.865@skinport@shadowpay@46.87
Desert Eagle | Fennec Fox (Field-Tested)@257.29@226.41520000000003@293.49@278.8155@skinport@shadowpay@21.53
Desert Eagle | Fennec Fox (Minimal Wear)@299.15@263.252@359.62@341.639@skinport@shadowpay@42.49
Desert Eagle | Golden Koi (Factory New)@113.0@99.44@133.88@127.186@skinport@shadowpay@14.19
Desert Eagle | Hypnotic (Factory New)@82.39@72.5032@98.17@93.2615@skinport@shadowpay@10.87
Desert Eagle | Hypnotic (Minimal Wear)@110.0@96.8@199.0@189.05@skinport@shadowpay@79.05
Desert Eagle | Night (Factory New)@77.49@68.1912@96.23@91.4185@skinport@shadowpay@13.93
Desert Eagle | Ocean Drive (Factory New)@106.0@93.28@125.6@119.32@skinport@shadowpay@13.32
Desert Eagle | Pilot (Factory New)@130.0@114.4@186.04@176.73799999999997@skinport@shadowpay@46.74
Desert Eagle | Printstream (Factory New)@86.76@76.34880000000001@102.63@97.4985@skinport@shadowpay@10.74
Desert Eagle | Sunset Storm 壱 (Factory New)@335.08@294.8704@369.44@350.968@skinport@shadowpay@15.89
Desert Eagle | Sunset Storm 壱 (Field-Tested)@295.24@259.8112@374.86@356.117@skinport@shadowpay@60.88
Desert Eagle | Sunset Storm 弐 (Factory New)@330.0@290.4@397.77@377.8815@skinport@shadowpay@47.88
Desert Eagle | Sunset Storm 弐 (Field-Tested)@540.99@476.0712@718.85@682.9075@skinport@shadowpay@141.92
DreamHack 2014 Legends (Holo-Foil)@243.25@214.06@327.65@311.2675@skinport@shadowpay@68.02
DreamHack Cluj-Napoca 2015 Cobblestone Souvenir Package@1297.16@1141.5008@1965.08@1866.826@skinport@shadowpay@569.67
★ Driver Gloves | Black Tie (Field-Tested)@204.85@180.268@236.54@224.713@skinport@shadowpay@19.86
★ Driver Gloves | Black Tie (Minimal Wear)@553.81@487.3528@666.65@633.3175@skinport@shadowpay@79.51
★ Driver Gloves | Black Tie (Well-Worn)@179.83@158.2504@201.32@191.254@skinport@shadowpay@11.42
★ Driver Gloves | Convoy (Field-Tested)@101.19@89.0472@119.6@113.62@skinport@shadowpay@12.43
★ Driver Gloves | Crimson Weave (Field-Tested)@259.91@228.72080000000005@285.25@270.9875@skinport@shadowpay@11.08
★ Driver Gloves | Diamondback (Minimal Wear)@311.18@273.83840000000004@398.83@378.8885@skinport@shadowpay@67.71
★ Driver Gloves | Imperial Plaid (Battle-Scarred)@243.49@214.2712@277.76@263.872@skinport@shadowpay@20.38
★ Driver Gloves | Imperial Plaid (Field-Tested)@322.33@283.6504@377.8@358.91@skinport@shadowpay@36.58
★ Driver Gloves | Imperial Plaid (Well-Worn)@318.0@279.84@359.0@341.05@skinport@shadowpay@23.05
★ Driver Gloves | King Snake (Field-Tested)@322.69@283.9672@352.27@334.6565@skinport@shadowpay@11.97
★ Driver Gloves | Lunar Weave (Minimal Wear)@323.06@284.2928@716.21@680.3995@skinport@shadowpay@357.34
★ Driver Gloves | Overtake (Field-Tested)@108.72@95.6736@126.35@120.03249999999998@skinport@shadowpay@11.31
★ Driver Gloves | Queen Jaguar (Battle-Scarred)@93.85@82.588@116.36@110.542@skinport@shadowpay@16.69
★ Driver Gloves | Queen Jaguar (Field-Tested)@114.0@100.32@133.02@126.369@skinport@shadowpay@12.37
★ Driver Gloves | Queen Jaguar (Minimal Wear)@152.91@134.5608@171.69@163.10549999999998@skinport@shadowpay@10.2
★ Driver Gloves | Queen Jaguar (Well-Worn)@103.39@90.9832@120.0@114.0@skinport@shadowpay@10.61
★ Driver Gloves | Racing Green (Minimal Wear)@107.16@94.3008@134.45@127.72749999999998@skinport@shadowpay@20.57
★ Driver Gloves | Rezan the Red (Battle-Scarred)@110.8@97.504@141.48@134.40599999999998@skinport@shadowpay@23.61
★ Driver Gloves | Rezan the Red (Minimal Wear)@210.45@185.196@233.63@221.9485@skinport@shadowpay@11.5
★ Driver Gloves | Snow Leopard (Minimal Wear)@1000.0@880.0@1224.83@1163.5884999999998@skinport@shadowpay@163.59
★ Driver Gloves | Snow Leopard (Well-Worn)@438.06@385.4928@534.86@508.117@skinport@shadowpay@70.06
Dual Berettas | Briar (Field-Tested)@3.26@2.8688@18.65@17.717499999999998@skinport@shadowpay@14.46
Dual Berettas | Cobra Strike (Factory New)@49.85@43.868@75.25@71.4875@skinport@shadowpay@21.64
Dual Berettas | Duelist (Field-Tested)@149.99@131.99120000000002@250.37@237.8515@skinport@shadowpay@87.86
ESL One Cologne 2015 Cobblestone Souvenir Package@1420.0@1249.6@1551.0@1473.4499999999998@skinport@shadowpay@53.45
★ Falchion Knife | Autotronic (Well-Worn)@175.21@154.1848@198.0@188.1@skinport@shadowpay@12.89
★ Falchion Knife | Black Laminate (Factory New)@200.0@176.0@337.6@320.72@skinport@shadowpay@120.72
★ Falchion Knife | Black Laminate (Field-Tested)@143.22@126.0336@162.07@153.9665@skinport@shadowpay@10.75
★ Falchion Knife | Blue Steel (Battle-Scarred)@180.54@158.8752@207.68@197.296@skinport@shadowpay@16.76
★ Falchion Knife | Blue Steel (Field-Tested)@208.0@183.04@229.78@218.291@skinport@shadowpay@10.29
★ Falchion Knife | Blue Steel (Well-Worn)@180.59@158.91920000000002@206.56@196.232@skinport@shadowpay@15.64
★ Falchion Knife | Bright Water (Minimal Wear)@141.62@124.6256@166.1@157.795@skinport@shadowpay@16.17
★ Falchion Knife | Case Hardened (Minimal Wear)@237.08@208.6304@298.82@283.879@skinport@shadowpay@46.8
★ Falchion Knife | Crimson Web (Battle-Scarred)@161.07@141.7416@195.8@186.01@skinport@shadowpay@24.94
★ Falchion Knife | Doppler (Factory New)@424.59@373.6392@491.58@467.001@skinport@shadowpay@42.41
★ Falchion Knife | Doppler (Factory New)@424.59@373.6392@609.75@579.2624999999999@skinport@shadowpay@154.67
★ Falchion Knife | Doppler (Factory New)@424.59@373.6392@491.59@467.0105@skinport@shadowpay@42.42
★ Falchion Knife | Doppler (Factory New)@424.59@373.6392@507.68@482.296@skinport@shadowpay@57.71
★ Falchion Knife | Doppler (Factory New)@424.59@373.6392@1327.48@1261.106@skinport@shadowpay@836.52
★ Falchion Knife | Doppler (Factory New)@424.59@373.6392@932.0@885.4@skinport@shadowpay@460.81
★ Falchion Knife | Doppler (Minimal Wear)@456.84@402.0192@668.16@634.752@skinport@shadowpay@177.91
★ Falchion Knife | Doppler (Minimal Wear)@456.84@402.0192@612.5@581.875@skinport@shadowpay@125.04
★ Falchion Knife | Doppler (Minimal Wear)@456.84@402.0192@668.15@634.7425@skinport@shadowpay@177.9
★ Falchion Knife | Fade (Factory New)@372.13@327.4744@412.5@391.875@skinport@shadowpay@19.75
★ Falchion Knife | Freehand (Battle-Scarred)@151.42@133.2496@171.49@162.9155@skinport@shadowpay@11.5
★ Falchion Knife | Freehand (Factory New)@180.0@158.4@204.04@193.838@skinport@shadowpay@13.84
★ Falchion Knife | Freehand (Minimal Wear)@162.51@143.00879999999998@186.89@177.54549999999998@skinport@shadowpay@15.04
★ Falchion Knife | Gamma Doppler (Factory New)@406.04@357.3152@468.2@444.79@skinport@shadowpay@38.75
★ Falchion Knife | Gamma Doppler (Factory New)@406.04@357.3152@478.04@454.138@skinport@shadowpay@48.1
★ Falchion Knife | Gamma Doppler (Factory New)@406.04@357.3152@468.21@444.7995@skinport@shadowpay@38.76
★ Falchion Knife | Gamma Doppler (Factory New)@406.04@357.3152@470.4@446.88@skinport@shadowpay@40.84
★ Falchion Knife | Gamma Doppler (Factory New)@406.04@357.3152@1140.0@1083.0@skinport@shadowpay@676.96
★ Falchion Knife | Gamma Doppler (Minimal Wear)@461.88@406.4544@515.0@489.25@skinport@shadowpay@27.37
★ Falchion Knife | Gamma Doppler (Minimal Wear)@461.88@406.4544@530.7@504.165@skinport@shadowpay@42.29
★ Falchion Knife | Gamma Doppler (Minimal Wear)@461.88@406.4544@530.71@504.1745@skinport@shadowpay@42.29
★ Falchion Knife | Gamma Doppler (Minimal Wear)@461.88@406.4544@499.95@474.9525@skinport@shadowpay@13.07
★ Falchion Knife | Lore (Battle-Scarred)@165.0@145.2@197.01@187.1595@skinport@shadowpay@22.16
★ Falchion Knife | Lore (Field-Tested)@184.6@162.448@209.24@198.778@skinport@shadowpay@14.18
★ Falchion Knife | Marble Fade (Minimal Wear)@339.75@298.98@385.0@365.75@skinport@shadowpay@26.0
★ Falchion Knife | Slaughter (Factory New)@339.54@298.7952@389.03@369.5785@skinport@shadowpay@30.04
★ Falchion Knife | Slaughter (Field-Tested)@275.0@242.0@343.14@325.98299999999995@skinport@shadowpay@50.98
★ Falchion Knife | Slaughter (Minimal Wear)@292.17@257.1096@432.26@410.647@skinport@shadowpay@118.48
★ Falchion Knife | Tiger Tooth (Minimal Wear)@239.08@210.3904@310.99@295.4405@skinport@shadowpay@56.36
★ Falchion Knife | Urban Masked (Field-Tested)@127.42@112.1296@150.2@142.68999999999997@skinport@shadowpay@15.27
★ Falchion Knife | Urban Masked (Minimal Wear)@156.22@137.4736@185.15@175.89249999999998@skinport@shadowpay@19.67
FAMAS | Sundown (Factory New)@133.84@117.7792@172.35@163.7325@skinport@shadowpay@29.89
Five-SeveN | Berries And Cherries (Factory New)@77.53@68.2264@93.75@89.0625@skinport@shadowpay@11.53
Five-SeveN | Berries And Cherries (Minimal Wear)@83.03@73.0664@123.48@117.306@skinport@shadowpay@34.28
Five-SeveN | Candy Apple (Factory New)@99.86@87.8768@120.58@114.551@skinport@shadowpay@14.69
Five-SeveN | Fall Hazard (Factory New)@233.66@205.6208@357.12@339.264@skinport@shadowpay@105.6
Five-SeveN | Nitro (Factory New)@36.45@32.076@53.07@50.4165@skinport@shadowpay@13.97
Five-SeveN | Nitro (Minimal Wear)@36.01@31.6888@50.0@47.5@skinport@shadowpay@11.49
★ Flip Knife | Autotronic (Battle-Scarred)@269.28@236.9664@306.82@291.479@skinport@shadowpay@22.2
★ Flip Knife | Autotronic (Field-Tested)@321.0@282.48@348.58@331.15099999999995@skinport@shadowpay@10.15
★ Flip Knife | Autotronic (Minimal Wear)@385.89@339.5832@435.0@413.25@skinport@shadowpay@27.36
★ Flip Knife | Black Laminate (Factory New)@308.99@271.9112@442.92@420.774@skinport@shadowpay@111.78
★ Flip Knife | Black Laminate (Minimal Wear)@240.0@211.2@277.19@263.3305@skinport@shadowpay@23.33
★ Flip Knife | Blue Steel (Field-Tested)@275.98@242.8624@334.07@317.3665@skinport@shadowpay@41.39
★ Flip Knife | Blue Steel (Minimal Wear)@284.09@249.9992@353.64@335.958@skinport@shadowpay@51.87
★ Flip Knife | Boreal Forest (Battle-Scarred)@167.9@147.752@192.64@183.008@skinport@shadowpay@15.11
★ Flip Knife | Boreal Forest (Minimal Wear)@154.11@135.6168@198.2@188.29@skinport@shadowpay@34.18
★ Flip Knife | Bright Water (Minimal Wear)@215.81@189.9128@258.86@245.917@skinport@shadowpay@30.11
★ Flip Knife | Bright Water (Well-Worn)@197.19@173.5272@242.33@230.2135@skinport@shadowpay@33.02
★ Flip Knife | Case Hardened (Factory New)@428.19@376.8072@539.62@512.639@skinport@shadowpay@84.45
★ Flip Knife | Crimson Web (Battle-Scarred)@285.0@250.8@347.46@330.087@skinport@shadowpay@45.09
★ Flip Knife | Crimson Web (Minimal Wear)@503.73@443.2824@662.11@629.0045@skinport@shadowpay@125.27
★ Flip Knife | Damascus Steel (Minimal Wear)@238.24@209.6512@264.41@251.1895@skinport@shadowpay@12.95
★ Flip Knife | Doppler (Factory New)@499.99@439.9912@610.0@579.5@skinport@shadowpay@79.51
★ Flip Knife | Doppler (Factory New)@499.99@439.9912@740.21@703.1995000000001@skinport@shadowpay@203.21
★ Flip Knife | Doppler (Factory New)@499.99@439.9912@598.79@568.8504999999999@skinport@shadowpay@68.86
★ Flip Knife | Doppler (Factory New)@499.99@439.9912@613.5@582.8249999999999@skinport@shadowpay@82.83
★ Flip Knife | Doppler (Factory New)@499.99@439.9912@3038.9@2886.955@skinport@shadowpay@2386.96
★ Flip Knife | Fade (Factory New)@631.42@555.6496@682.5@648.375@skinport@shadowpay@16.96
★ Flip Knife | Freehand (Factory New)@248.8@218.944@294.98@280.231@skinport@shadowpay@31.43
★ Flip Knife | Freehand (Field-Tested)@196.26@172.7088@238.06@226.157@skinport@shadowpay@29.9
★ Flip Knife | Gamma Doppler (Factory New)@690.0@607.2@814.81@774.0695@skinport@shadowpay@84.07
★ Flip Knife | Gamma Doppler (Factory New)@690.0@607.2@1064.99@1011.7405@skinport@shadowpay@321.74
★ Flip Knife | Gamma Doppler (Factory New)@690.0@607.2@793.1@753.4449999999999@skinport@shadowpay@63.44
★ Flip Knife | Gamma Doppler (Factory New)@690.0@607.2@793.09@753.4355@skinport@shadowpay@63.44
★ Flip Knife | Gamma Doppler (Factory New)@690.0@607.2@3144.82@2987.579@skinport@shadowpay@2297.58
★ Flip Knife | Lore (Factory New)@455.68@400.9984@692.6@657.97@skinport@shadowpay@202.29
★ Flip Knife | Lore (Field-Tested)@281.33@247.5704@332.2@315.59@skinport@shadowpay@34.26
★ Flip Knife | Lore (Minimal Wear)@395.09@347.6792@429.75@408.2625@skinport@shadowpay@13.17
★ Flip Knife | Lore (Well-Worn)@261.9@230.472@373.82@355.129@skinport@shadowpay@93.23
★ Flip Knife | Marble Fade (Factory New)@420.0@369.6@518.99@493.0405@skinport@shadowpay@73.04
★ Flip Knife | Night (Minimal Wear)@213.88@188.2144@264.14@250.933@skinport@shadowpay@37.05
★ Flip Knife | Rust Coat (Battle-Scarred)@180.0@158.4@217.24@206.378@skinport@shadowpay@26.38
★ Flip Knife | Safari Mesh (Battle-Scarred)@156.91@138.0808@185.71@176.4245@skinport@shadowpay@19.51
★ Flip Knife | Safari Mesh (Field-Tested)@156.24@137.49120000000002@190.01@180.5095@skinport@shadowpay@24.27
★ Flip Knife | Slaughter (Factory New)@480.0@422.4@581.3@552.2349999999999@skinport@shadowpay@72.23
★ Flip Knife | Slaughter (Field-Tested)@400.0@352.0@468.99@445.5405@skinport@shadowpay@45.54
★ Flip Knife | Slaughter (Minimal Wear)@439.96@387.1648@482.0@457.9@skinport@shadowpay@17.94
★ Flip Knife | Stained (Battle-Scarred)@186.6@164.208@214.6@203.87@skinport@shadowpay@17.27
