name@price_x@price_after_sell_x@price_y@price_after_sell_y@BUY X@SELL Y@profit
Sticker | Hello MAC-10 (Gold)@1.04@0.988@13.37@11.7656@shadowpay@skinport@10.73
★ StatTrak™ Bowie Knife | Autotronic (Minimal Wear)@246.55@234.2225@310.0@272.8@shadowpay@skinport@26.25
FAMAS | Meltdown (Well-Worn)@45.93@43.6335@69.25@60.94@shadowpay@skinport@15.01
★ Falchion Knife | Autotronic (Factory New)@324.02@307.819@385.0@338.8@shadowpay@skinport@14.78
Souvenir P90 | Run and Hide (Battle-Scarred)@18.55@17.6225@40.61@35.7368@shadowpay@skinport@17.19
Souvenir MP5-SD | Oxide Oasis (Battle-Scarred)@12.99@12.3405@65.52@57.6576@shadowpay@skinport@44.67
Sticker | Poorly Drawn Terrorist (Holo)@4.64@4.408@18.8@16.544@shadowpay@skinport@11.9
★ StatTrak™ Butterfly Knife | Freehand (Factory New)@1384.0@1314.8@3150.0@2772.0@shadowpay@skinport@1388.0
Sticker | shox (Gold) | Antwerp 2022@3.53@3.3534999999999995@25.79@22.6952@shadowpay@skinport@19.17
Souvenir M4A1-S | Welcome to the Jungle (Battle-Scarred)@584.85@555.6075@714.83@629.0504000000001@shadowpay@skinport@44.2
Sticker | xfl0ud (Gold) | Antwerp 2022@4.5@4.275@33.14@29.1632@shadowpay@skinport@24.66
Sticker | REZ (Gold) | Antwerp 2022@2.58@2.451@18.26@16.068800000000003@shadowpay@skinport@13.49
Sticker | tabseN (Gold) | Antwerp 2022@17.25@16.3875@31.51@27.728800000000003@shadowpay@skinport@10.48
Sticker | cadiaN (Gold) | Antwerp 2022@11.25@10.6875@51.53@45.3464@shadowpay@skinport@34.1
★ StatTrak™ Shadow Daggers | Black Laminate (Factory New)@1208.86@1148.417@1531.44@1347.6672@shadowpay@skinport@138.81
Antwerp 2022 Viewer Pass@22.8@21.66@99.25@87.34@shadowpay@skinport@64.54
Sticker | JaCkz (Gold) | Antwerp 2022@5.75@5.4625@30.67@26.989600000000003@shadowpay@skinport@21.24
Sticker | dupreeh (Gold) | Antwerp 2022@5.22@4.959@36.99@32.5512@shadowpay@skinport@27.33
Sticker | Zyphon (Gold) | Antwerp 2022@5.25@4.9875@23.82@20.9616@shadowpay@skinport@15.71
Sticker | misutaaa (Gold) | Antwerp 2022@2.24@2.128@16.31@14.352799999999998@shadowpay@skinport@12.11
Sticker | VINI (Gold) | Rio 2022@20.83@19.7885@41.53@36.5464@shadowpay@skinport@15.72
Rio 2022 Viewer Pass + 3 Souvenir Tokens@48.0@45.6@100.0@88.0@shadowpay@skinport@40.0
Sticker | NQZ (Holo) | Rio 2022@19.5@18.525@78.88@69.4144@shadowpay@skinport@49.91
Sticker | TACO (Gold) | Rio 2022@8.83@8.3885@142.15@125.092@shadowpay@skinport@116.26
Sticker | hampus (Gold) | Rio 2022@2.63@2.4985@18.18@15.9984@shadowpay@skinport@13.37
Souvenir M4A4 | Eye of Horus (Battle-Scarred)@234.06@222.357@609.4@536.2719999999999@shadowpay@skinport@302.21
Sticker | broky (Gold) | Paris 2023@9.0@8.549999999999999@26.16@23.0208@shadowpay@skinport@14.02
★ StatTrak™ Gut Knife | Gamma Doppler (Factory New)@383.79@364.6005@1122.92@988.1696@shadowpay@skinport@604.38
★ StatTrak™ Gut Knife | Gamma Doppler (Factory New)@383.8@364.61@1122.92@988.1696@shadowpay@skinport@604.37
★ StatTrak™ Gut Knife | Gamma Doppler (Factory New)@374.08@355.376@1122.92@988.1696@shadowpay@skinport@614.09
★ Karambit | Gamma Doppler (Minimal Wear)@3702.0@3516.9@5189.24@4566.531199999999@shadowpay@skinport@864.53
★ StatTrak™ Falchion Knife | Doppler (Factory New)@613.27@582.6065@1250.0@1100.0@shadowpay@skinport@486.73
★ StatTrak™ Falchion Knife | Doppler (Factory New)@558.6@530.67@1250.0@1100.0@shadowpay@skinport@541.4
★ StatTrak™ Falchion Knife | Doppler (Factory New)@585.8@556.5099999999999@1250.0@1100.0@shadowpay@skinport@514.2
★ Huntsman Knife | Doppler (Minimal Wear)@927.63@881.2484999999999@1250.62@1100.5456@shadowpay@skinport@172.92
★ Huntsman Knife | Doppler (Minimal Wear)@754.82@717.0790000000001@1250.62@1100.5456@shadowpay@skinport@345.73
★ StatTrak™ Huntsman Knife | Gamma Doppler (Minimal Wear)@680.0@646.0@2155.0@1896.4@shadowpay@skinport@1216.4
Souvenir M4A4 | Eye of Horus (Minimal Wear)@786.74@747.403@1000.0@880.0@shadowpay@skinport@93.26
★ StatTrak™ Kukri Knife | Stained (Minimal Wear)@235.5@223.725@280.0@246.4@shadowpay@skinport@10.9
★ Kukri Knife | Stained (Factory New)@298.19@283.2805@481.12@423.3856@shadowpay@skinport@125.2
★ Kukri Knife | Night Stripe (Well-Worn)@153.91@146.2145@203.06@178.6928@shadowpay@skinport@24.78
★ StatTrak™ Kukri Knife | Case Hardened (Well-Worn)@274.0@260.3@339.28@298.5664@shadowpay@skinport@24.57
★ StatTrak™ Kukri Knife | Case Hardened (Field-Tested)@293.85@279.1575@387.67@341.1496@shadowpay@skinport@47.3
Sticker | NickelBack (Gold) | Copenhagen 2024@0.94@0.8929999999999999@19.01@16.728800000000003@shadowpay@skinport@15.79
Sticker | jL (Gold) | Copenhagen 2024@9.3@8.835@24.99@21.9912@shadowpay@skinport@12.69
Sticker | FalleN (Gold) | Copenhagen 2024@13.86@13.166999999999998@33.24@29.2512@shadowpay@skinport@15.39
Sticker | apEX (Gold) | Copenhagen 2024@2.95@2.8025@20.59@18.1192@shadowpay@skinport@15.17
Sticker | karrigan (Gold) | Copenhagen 2024@7.71@7.3245@29.12@25.6256@shadowpay@skinport@17.92
★ StatTrak™ Skeleton Knife | Fade (Minimal Wear)@1304.5@1239.275@1625.62@1430.5456@shadowpay@skinport@126.05
Music Kit | Daniel Sadowski, Dead Shot@0.63@0.5984999999999999@13.85@12.188@shadowpay@skinport@11.56
AWP | CMYK (Factory New)@583.65@554.4675@689.09@606.3992000000001@shadowpay@skinport@22.75
Sticker | 910 (Holo) | Shanghai 2024@8.1@7.694999999999999@31.58@27.7904@shadowpay@skinport@19.69
Sticker | mzinho (Gold) | Shanghai 2024@8.41@7.9895@27.69@24.3672@shadowpay@skinport@15.96
Sticker | exit (Gold) | Shanghai 2024@3.15@2.9925@16.58@14.5904@shadowpay@skinport@11.44
Glock-18 | Coral Bloom (Field-Tested)@12.0@11.4@29.78@26.2064@shadowpay@skinport@14.21
Zeus x27 | Electric Blue (Battle-Scarred)@1.65@1.5675@99.0@87.12@shadowpay@skinport@85.47
Sawed-Off | Runoff (Minimal Wear)@0.45@0.4275@15.52@13.6576@shadowpay@skinport@13.21
