name@price@price_after_sell
USP-S | Cyrex (Minimal Wear)@24.99@24.490199999999998
USP-S | Dark Water (Minimal Wear)@104.13@102.0474
USP-S | Forest Leaves (Factory New)@1.06@1.0388
USP-S | Forest Leaves (Field-Tested)@0.30@0.294
USP-S | Forest Leaves (Minimal Wear)@0.50@0.49
USP-S | Guardian (Minimal Wear)@6.50@6.37
USP-S | Kill Confirmed (Minimal Wear)@103.13@101.06739999999999
USP-S | Kill Confirmed (Well-Worn)@50.06@49.0588
USP-S | Lead Conduit (Minimal Wear)@1.78@1.7444
USP-S | Night Ops (Factory New)@11.00@10.78
USP-S | Night Ops (Field-Tested)@0.50@0.49
USP-S | Night Ops (Minimal Wear)@7.79@7.6342
USP-S | Night Ops (Well-Worn)@1.40@1.3719999999999999
USP-S | Overgrowth (Factory New)@74.00@72.52
USP-S | Para Green (Field-Tested)@20.00@19.6
USP-S | Para Green (Minimal Wear)@15.94@15.6212
USP-S | Royal Blue (Factory New)@75.00@73.5
USP-S | Serum (Minimal Wear)@43.55@42.678999999999995
USP-S | Torque (Battle-Scarred)@2.17@2.1266
USP-S | Torque (Factory New)@14.00@13.719999999999999
USP-S | Torque (Field-Tested)@1.70@1.666
Victory Pin@7.00@6.859999999999999
Winter Offensive Case Key@22.00@21.56
XM1014 | Black Tie (Factory New)@2.42@2.3716
XM1014 | Black Tie (Field-Tested)@0.45@0.441
XM1014 | Black Tie (Minimal Wear)@0.98@0.9603999999999999
XM1014 | Blue Spruce (Field-Tested)@0.02@0.0196
XM1014 | Blue Steel (Field-Tested)@0.10@0.098
XM1014 | Bone Machine (Field-Tested)@6.59@6.4582
XM1014 | Bone Machine (Minimal Wear)@6.95@6.811
XM1014 | CaliCamo (Factory New)@0.60@0.588
XM1014 | CaliCamo (Field-Tested)@0.30@0.294
XM1014 | Heaven Guard (Factory New)@30.00@29.4
XM1014 | Quicksilver (Battle-Scarred)@0.49@0.48019999999999996
XM1014 | Quicksilver (Factory New)@4.00@3.92
XM1014 | Red Python (Field-Tested)@2.58@2.5284
XM1014 | Red Python (Minimal Wear)@6.00@5.88
XM1014 | Scumbria (Field-Tested)@0.30@0.294
XM1014 | Slipstream (Factory New)@6.00@5.88
XM1014 | Slipstream (Field-Tested)@0.11@0.10779999999999999
XM1014 | Teclu Burner (Factory New)@20.00@19.6
XM1014 | Teclu Burner (Minimal Wear)@1.44@1.4112
XM1014 | Tranquility (Factory New)@23.00@22.54
XM1014 | Urban Perforated (Field-Tested)@2.71@2.6557999999999997
eSports 2013 Case@99.99@97.99019999999999
eSports 2014 Summer Case@10.40@10.192
★ Bayonet | Autotronic (Factory New)@939.00@920.22
★ Bayonet | Autotronic (Field-Tested)@599.99@587.9902
★ Bayonet | Black Laminate (Minimal Wear)@449.99@440.9902
★ Bayonet | Boreal Forest (Minimal Wear)@279.99@274.3902
★ Bayonet | Case Hardened (Well-Worn)@355.09@347.98819999999995
★ Bayonet | Crimson Web (Field-Tested)@330.00@323.4
★ Bayonet | Crimson Web (Minimal Wear)@590.00@578.2
★ Bayonet | Crimson Web (Well-Worn)@400.00@392.0
★ Bayonet | Damascus Steel (Field-Tested)@389.99@382.1902
★ Bayonet | Doppler (Factory New) (Ruby)@4999.99@4899.990199999999
★ Bayonet | Doppler (Factory New) (Phase 2)@850.00@833.0
★ Bayonet | Doppler (Factory New) (Phase 4)@799.99@783.9902
★ Bayonet | Fade (Factory New)@1149.99@1126.9902
★ Bayonet | Forest DDPAT (Field-Tested)@246.59@241.6582
★ Bayonet | Gamma Doppler (Factory New) (Phase 2)@1199.99@1175.9902
★ Bayonet | Gamma Doppler (Factory New) (Phase 4)@1049.99@1028.9902
★ Bayonet | Night (Field-Tested)@299.99@293.9902
★ Bayonet | Safari Mesh (Field-Tested)@210.59@206.3782
★ Bayonet | Scorched (Field-Tested)@240.00@235.2
★ Bayonet | Slaughter (Factory New)@729.99@715.3902
★ Bayonet | Slaughter (Minimal Wear)@599.99@587.9902
★ Bayonet | Tiger Tooth (Factory New)@516.00@505.68
★ Bayonet | Urban Masked (Minimal Wear)@299.99@293.9902
★ Bloodhound Gloves | Bronzed (Minimal Wear)@179.00@175.42
★ Bowie Knife@199.00@195.02
★ Bowie Knife | Boreal Forest (Field-Tested)@152.00@148.96
★ Bowie Knife | Crimson Web (Field-Tested)@255.00@249.9
★ Bowie Knife | Scorched (Minimal Wear)@190.00@186.2
★ Bowie Knife | Slaughter (Minimal Wear)@345.00@338.09999999999997
★ Bowie Knife | Urban Masked (Field-Tested)@152.00@148.96
★ Butterfly Knife@2343.63@2296.7574
★ Butterfly Knife | Blue Steel (Factory New)@1699.99@1665.9902
★ Butterfly Knife | Boreal Forest (Minimal Wear)@899.99@881.9902
★ Butterfly Knife | Case Hardened (Minimal Wear)@1349.99@1322.9902
★ Butterfly Knife | Crimson Web (Field-Tested)@1199.99@1175.9902
★ Butterfly Knife | Crimson Web (Well-Worn)@1049.99@1028.9902
★ Butterfly Knife | Fade (Factory New)@3764.00@3688.72
★ Butterfly Knife | Forest DDPAT (Minimal Wear)@874.99@857.4902
★ Butterfly Knife | Forest DDPAT (Well-Worn)@829.99@813.3902
★ Butterfly Knife | Safari Mesh (Minimal Wear)@840.00@823.1999999999999
★ Butterfly Knife | Scorched (Minimal Wear)@939.99@921.1902
★ Butterfly Knife | Slaughter (Minimal Wear)@2350.00@2303.0
★ Butterfly Knife | Urban Masked (Field-Tested)@875.00@857.5
★ Driver Gloves | Diamondback (Minimal Wear)@449.99@440.9902
★ Falchion Knife | Crimson Web (Field-Tested)@199.99@195.99020000000002
★ Falchion Knife | Fade (Factory New)@460.30@451.094
★ Falchion Knife | Night (Field-Tested)@160.00@156.8
★ Falchion Knife | Night (Minimal Wear)@180.00@176.4
★ Falchion Knife | Safari Mesh (Minimal Wear)@160.00@156.8
★ Falchion Knife | Slaughter (Factory New)@360.00@352.8
★ Falchion Knife | Slaughter (Field-Tested)@270.63@265.2174
★ Falchion Knife | Urban Masked (Minimal Wear)@170.00@166.6
★ Flip Knife | Autotronic (Field-Tested)@359.99@352.7902
★ Flip Knife | Autotronic (Minimal Wear)@394.67@386.77660000000003
★ Flip Knife | Black Laminate (Field-Tested)@278.38@272.81239999999997
★ Flip Knife | Black Laminate (Minimal Wear)@299.99@293.9902
★ Flip Knife | Bright Water (Battle-Scarred)@220.00@215.6
★ Flip Knife | Crimson Web (Minimal Wear)@450.00@441.0
★ Flip Knife | Fade (Factory New)@657.58@644.4284
★ Flip Knife | Fade (Minimal Wear)@899.99@881.9902
★ Flip Knife | Freehand (Field-Tested)@265.00@259.7
★ Flip Knife | Gamma Doppler (Factory New) (Phase 3)@733.22@718.5556
★ Flip Knife | Lore (Factory New)@510.00@499.8
★ Flip Knife | Lore (Field-Tested)@425.00@416.5
★ Flip Knife | Lore (Minimal Wear)@559.99@548.7902
★ Flip Knife | Marble Fade (Factory New)@650.00@637.0
★ Flip Knife | Night (Field-Tested)@235.00@230.29999999999998
★ Flip Knife | Tiger Tooth (Factory New)@480.00@470.4
★ Flip Knife | Ultraviolet (Minimal Wear)@315.00@308.7
★ Gut Knife | Autotronic (Factory New)@345.00@338.09999999999997
★ Gut Knife | Autotronic (Field-Tested)@199.00@195.02
★ Gut Knife | Autotronic (Minimal Wear)@249.99@244.99020000000002
★ Gut Knife | Autotronic (Well-Worn)@183.35@179.683
★ Gut Knife | Bright Water (Factory New)@160.00@156.8
★ Gut Knife | Damascus Steel (Factory New)@155.00@151.9
★ Gut Knife | Doppler (Factory New) (Phase 4)@235.00@230.29999999999998
★ Gut Knife | Fade (Factory New)@330.00@323.4
★ Gut Knife | Gamma Doppler (Factory New) (Phase 2)@350.00@343.0
★ Gut Knife | Gamma Doppler (Factory New) (Phase 4)@280.00@274.4
★ Gut Knife | Lore (Field-Tested)@185.00@181.29999999999998
★ Gut Knife | Lore (Minimal Wear)@229.00@224.42
★ Gut Knife | Marble Fade (Factory New)@230.00@225.4
★ Gut Knife | Rust Coat (Battle-Scarred)@135.00@132.3
★ Gut Knife | Slaughter (Factory New)@225.00@220.5
★ Gut Knife | Tiger Tooth (Factory New)@184.43@180.7414
★ Gut Knife | Ultraviolet (Minimal Wear)@148.00@145.04
★ Gut Knife | Urban Masked (Field-Tested)@141.99@139.1502
★ Hand Wraps | Leather (Minimal Wear)@449.99@440.9902
★ Huntsman Knife | Blue Steel (Factory New)@349.13@342.1474
★ Huntsman Knife | Boreal Forest (Field-Tested)@145.00@142.1
★ Huntsman Knife | Case Hardened (Minimal Wear)@308.40@302.23199999999997
★ Huntsman Knife | Crimson Web (Field-Tested)@265.00@259.7
★ Huntsman Knife | Fade (Factory New)@499.95@489.95099999999996
★ Huntsman Knife | Forest DDPAT (Field-Tested)@150.00@147.0
★ Huntsman Knife | Safari Mesh (Field-Tested)@153.00@149.94
★ Karambit | Autotronic (Battle-Scarred)@1122.00@1099.56
★ Karambit | Autotronic (Well-Worn)@1307.00@1280.86
★ Karambit | Black Laminate (Minimal Wear)@1220.00@1195.6
★ Karambit | Boreal Forest (Field-Tested)@749.99@734.9902
★ Karambit | Boreal Forest (Minimal Wear)@759.95@744.751
★ Karambit | Crimson Web (Field-Tested)@999.99@979.9902
★ Karambit | Damascus Steel (Factory New)@1150.00@1127.0
★ Karambit | Doppler (Factory New) (Sapphire)@10999.99@10779.9902
★ Karambit | Fade (Factory New)@2920.00@2861.6
★ Karambit | Fade (Minimal Wear)@2699.99@2645.9901999999997
★ Karambit | Forest DDPAT (Field-Tested)@699.99@685.9902
★ Karambit | Freehand (Factory New)@999.99@979.9902
★ Karambit | Lore (Field-Tested)@999.00@979.02
★ Karambit | Night (Field-Tested)@879.99@862.3902
★ Karambit | Night (Well-Worn)@854.75@837.655
★ Karambit | Rust Coat (Battle-Scarred)@859.99@842.7902
★ Karambit | Scorched (Minimal Wear)@824.99@808.4902
★ Karambit | Stained (Minimal Wear)@965.00@945.6999999999999
★ Karambit | Tiger Tooth (Factory New)@1452.00@1422.96
★ Karambit | Ultraviolet (Minimal Wear)@1099.99@1077.9902
★ M9 Bayonet@1549.99@1518.9902
★ M9 Bayonet | Autotronic (Battle-Scarred)@1015.00@994.6999999999999
★ M9 Bayonet | Autotronic (Well-Worn)@1129.99@1107.3902
★ M9 Bayonet | Black Laminate (Factory New)@1500.00@1470.0
★ M9 Bayonet | Bright Water (Minimal Wear)@729.99@715.3902
★ M9 Bayonet | Crimson Web (Field-Tested)@999.99@979.9902
★ M9 Bayonet | Damascus Steel (Field-Tested)@824.99@808.4902
★ M9 Bayonet | Damascus Steel (Minimal Wear)@821.97@805.5306
★ M9 Bayonet | Fade (Factory New)@1922.00@1883.56
★ M9 Bayonet | Fade (Minimal Wear)@1950.00@1911.0
★ M9 Bayonet | Freehand (Field-Tested)@715.00@700.6999999999999
★ M9 Bayonet | Freehand (Minimal Wear)@749.99@734.9902
★ M9 Bayonet | Lore (Battle-Scarred)@699.99@685.9902
★ M9 Bayonet | Lore (Factory New)@2560.00@2508.8
★ M9 Bayonet | Lore (Field-Tested)@1249.99@1224.9902
★ M9 Bayonet | Lore (Minimal Wear)@2899.99@2841.9901999999997
★ M9 Bayonet | Lore (Well-Worn)@1099.99@1077.9902
★ M9 Bayonet | Marble Fade (Factory New)@1437.00@1408.26
★ M9 Bayonet | Marble Fade (Minimal Wear)@1599.99@1567.9902
★ M9 Bayonet | Scorched (Minimal Wear)@650.00@637.0
★ M9 Bayonet | Slaughter (Minimal Wear)@1200.00@1176.0
★ M9 Bayonet | Tiger Tooth (Factory New)@1175.00@1151.5
★ M9 Bayonet | Tiger Tooth (Minimal Wear)@1199.99@1175.9902
★ M9 Bayonet | Ultraviolet (Field-Tested)@709.00@694.8199999999999
★ Moto Gloves | Boom! (Minimal Wear)@599.99@587.9902
★ Moto Gloves | Cool Mint (Battle-Scarred)@229.99@225.3902
★ Moto Gloves | Spearmint (Field-Tested)@3999.99@3919.9901999999997
★ Shadow Daggers@230.00@225.4
★ Shadow Daggers | Crimson Web (Field-Tested)@149.99@146.99020000000002
★ Shadow Daggers | Fade (Factory New)@400.00@392.0
★ Shadow Daggers | Slaughter (Factory New)@219.99@215.5902
★ Shadow Daggers | Slaughter (Minimal Wear)@169.71@166.3158
★ Shadow Daggers | Urban Masked (Minimal Wear)@122.99@120.5302
★ Specialist Gloves | Emerald Web (Minimal Wear)@3250.00@3185.0
★ Specialist Gloves | Foundation (Field-Tested)@499.99@489.9902
★ Sport Gloves | Arid (Field-Tested)@1050.00@1029.0
★ Sport Gloves | Hedge Maze (Well-Worn)@5000.00@4900.0
★ Sport Gloves | Pandora's Box (Battle-Scarred)@3599.99@3527.9901999999997
★ Sport Gloves | Pandora's Box (Field-Tested)@6999.99@6859.990199999999
★ Sport Gloves | Pandora's Box (Well-Worn)@5600.00@5488.0
★ Sport Gloves | Superconductor (Field-Tested)@3599.99@3527.9901999999997
★ StatTrak™ Bayonet@700.00@686.0
★ StatTrak™ Bayonet | Doppler (Factory New) (Phase 2)@825.00@808.5
★ StatTrak™ Bayonet | Fade (Factory New)@1085.00@1063.3
★ StatTrak™ Bayonet | Freehand (Field-Tested)@318.65@312.277
★ StatTrak™ Bayonet | Gamma Doppler (Factory New) (Phase 4)@1000.00@980.0
★ StatTrak™ Bayonet | Lore (Factory New)@1250.00@1225.0
★ StatTrak™ Bayonet | Lore (Field-Tested)@600.00@588.0
★ StatTrak™ Bayonet | Slaughter (Factory New)@699.95@685.951
★ StatTrak™ Bayonet | Tiger Tooth (Factory New)@700.00@686.0
★ StatTrak™ Bowie Knife | Fade (Factory New)@575.00@563.5
★ StatTrak™ Butterfly Knife@2123.85@2081.373
★ StatTrak™ Butterfly Knife | Crimson Web (Field-Tested)@1599.99@1567.9902
★ StatTrak™ Butterfly Knife | Crimson Web (Minimal Wear)@1925.00@1886.5
★ StatTrak™ Butterfly Knife | Fade (Factory New)@3499.99@3429.9901999999997
★ StatTrak™ Butterfly Knife | Fade (Minimal Wear)@3499.99@3429.9901999999997
★ StatTrak™ Butterfly Knife | Night (Field-Tested)@968.60@949.228
★ StatTrak™ Butterfly Knife | Stained (Well-Worn)@1024.99@1004.4902
★ StatTrak™ Falchion Knife@235.00@230.29999999999998
★ StatTrak™ Flip Knife@465.00@455.7
★ StatTrak™ Flip Knife | Autotronic (Field-Tested)@345.00@338.09999999999997
★ StatTrak™ Flip Knife | Autotronic (Minimal Wear)@410.00@401.8
★ StatTrak™ Flip Knife | Doppler (Factory New) (Phase 2)@700.00@686.0
★ StatTrak™ Flip Knife | Fade (Factory New)@880.00@862.4
★ StatTrak™ Flip Knife | Gamma Doppler (Factory New) (Phase 2)@850.00@833.0
★ StatTrak™ Flip Knife | Lore (Field-Tested)@359.99@352.7902
★ StatTrak™ Flip Knife | Lore (Minimal Wear)@550.00@539.0
★ StatTrak™ Flip Knife | Marble Fade (Factory New)@649.99@636.9902
★ StatTrak™ Flip Knife | Rust Coat (Battle-Scarred)@219.99@215.5902
★ StatTrak™ Flip Knife | Tiger Tooth (Factory New)@530.00@519.4
★ StatTrak™ Flip Knife | Ultraviolet (Minimal Wear)@305.79@299.67420000000004
★ StatTrak™ Gut Knife@190.00@186.2
★ StatTrak™ Gut Knife | Crimson Web (Minimal Wear)@450.00@441.0
★ StatTrak™ Gut Knife | Doppler (Factory New) (Phase 2)@255.00@249.9
★ StatTrak™ Gut Knife | Doppler (Factory New) (Phase 4)@255.00@249.9
★ StatTrak™ Gut Knife | Fade (Factory New)@360.00@352.8
★ StatTrak™ Gut Knife | Forest DDPAT (Minimal Wear)@135.00@132.3
★ StatTrak™ Gut Knife | Marble Fade (Factory New)@350.00@343.0
★ StatTrak™ Huntsman Knife | Fade (Factory New)@500.00@490.0
★ StatTrak™ Karambit@1750.00@1715.0
★ StatTrak™ Karambit | Autotronic (Field-Tested)@1399.99@1371.9902
★ StatTrak™ Karambit | Blue Steel (Field-Tested)@1199.99@1175.9902
★ StatTrak™ Karambit | Crimson Web (Field-Tested)@1035.00@1014.3
★ StatTrak™ Karambit | Fade (Factory New)@2749.99@2694.9901999999997
★ StatTrak™ Karambit | Freehand (Minimal Wear)@925.00@906.5
★ StatTrak™ Karambit | Lore (Battle-Scarred)@850.00@833.0
★ StatTrak™ Karambit | Lore (Minimal Wear)@2299.99@2253.9901999999997
★ StatTrak™ Karambit | Marble Fade (Factory New)@1799.99@1763.9902
★ StatTrak™ Karambit | Safari Mesh (Battle-Scarred)@658.31@645.1437999999999
★ StatTrak™ Karambit | Stained (Minimal Wear)@924.99@906.4902
★ StatTrak™ Karambit | Tiger Tooth (Factory New)@1599.99@1567.9902
★ StatTrak™ Karambit | Ultraviolet (Field-Tested)@899.99@881.9902
★ StatTrak™ M9 Bayonet@1449.99@1420.9902
★ StatTrak™ M9 Bayonet | Autotronic (Field-Tested)@1099.99@1077.9902
★ StatTrak™ M9 Bayonet | Black Laminate (Field-Tested)@849.99@832.9902
★ StatTrak™ M9 Bayonet | Crimson Web (Minimal Wear)@1525.00@1494.5
★ StatTrak™ M9 Bayonet | Crimson Web (Well-Worn)@742.16@727.3168
★ StatTrak™ M9 Bayonet | Fade (Factory New)@1999.99@1959.9902
★ StatTrak™ M9 Bayonet | Freehand (Factory New)@799.99@783.9902
★ StatTrak™ M9 Bayonet | Gamma Doppler (Factory New) (Phase 4)@2150.00@2107.0
★ StatTrak™ M9 Bayonet | Lore (Minimal Wear)@2599.99@2547.9901999999997
★ StatTrak™ M9 Bayonet | Marble Fade (Factory New)@1549.99@1518.9902
★ StatTrak™ M9 Bayonet | Night (Field-Tested)@650.00@637.0
★ StatTrak™ M9 Bayonet | Slaughter (Minimal Wear)@1099.99@1077.9902
★ StatTrak™ M9 Bayonet | Tiger Tooth (Factory New)@1250.00@1225.0
★ StatTrak™ M9 Bayonet | Tiger Tooth (Minimal Wear)@1199.99@1175.9902
★ StatTrak™ M9 Bayonet | Ultraviolet (Minimal Wear)@859.99@842.7902
DreamHack 2014 Legends (Holo/Foil)@789.09@773.3082
Souvenir MP7 | Army Recon (Battle-Scarred)@32.16@31.516799999999996
★ StatTrak™ Karambit | Bright Water (Battle-Scarred)@769.63@754.2374
Spectrum Case Key@13.36@13.092799999999999
Atlanta 2017 Challengers (Holo/Foil)@94.26@92.37480000000001
Cologne 2016 Legends (Holo/Foil)@27.99@27.4302
MLG Columbus 2016 Challengers (Holo/Foil)@80.00@78.4
AWP | Fever Dream (Minimal Wear)@14.03@13.7494
M249 | Emerald Poison Dart (Field-Tested)@3.00@2.94
StatTrak™ XM1014 | Seasons (Field-Tested)@6.00@5.88
MAC-10 | Last Dive (Minimal Wear)@1.89@1.8521999999999998
SCAR-20 | Blueprint (Field-Tested)@0.40@0.392
XM1014 | Seasons (Field-Tested)@1.76@1.7247999999999999
P250 | Ripple (Factory New)@0.38@0.3724
XM1014 | Seasons (Minimal Wear)@1.56@1.5288
Galil AR | Crimson Tsunami (Minimal Wear)@2.42@2.3716
Desert Eagle | Oxide Blaze (Field-Tested)@0.50@0.49
Cologne 2016 Challengers (Holo/Foil)@70.00@68.6
P250 | Ripple (Minimal Wear)@0.50@0.49
MP7 | Akoben (Factory New)@2.50@2.45
StatTrak™ P250 | Ripple (Minimal Wear)@0.99@0.9702
P250 | Ripple (Field-Tested)@0.22@0.21559999999999999
StatTrak™ Desert Eagle | Oxide Blaze (Minimal Wear)@1.59@1.5582
UMP-45 | Scaffold (Field-Tested)@3.00@2.94
SCAR-20 | Blueprint (Minimal Wear)@0.37@0.3626
AWP | Fever Dream (Factory New)@16.21@15.8858
Five-SeveN | Capillary (Battle-Scarred)@0.18@0.1764
Five-SeveN | Capillary (Factory New)@0.70@0.6859999999999999
Galil AR | Crimson Tsunami (Factory New)@3.89@3.8122000000000003
M249 | Emerald Poison Dart (Factory New)@10.00@9.8
M4A1-S | Decimator (Field-Tested)@12.55@12.299000000000001
MAC-10 | Last Dive (Factory New)@17.00@16.66
MAC-10 | Last Dive (Field-Tested)@1.48@1.4504
PP-Bizon | Jungle Slipstream (Factory New)@4.00@3.92
SCAR-20 | Blueprint (Factory New)@1.00@0.98
StatTrak™ Desert Eagle | Oxide Blaze (Field-Tested)@2.00@1.96
StatTrak™ Five-SeveN | Capillary (Field-Tested)@0.70@0.6859999999999999
★ Huntsman Knife | Tiger Tooth (Factory New)@335.67@328.95660000000004
Desert Eagle | Oxide Blaze (Battle-Scarred)@0.50@0.49
StatTrak™ Five-SeveN | Capillary (Factory New)@9.00@8.82
StatTrak™ P250 | Ripple (Factory New)@2.00@1.96
CZ75-Auto | Xiangliu (Field-Tested)@18.00@17.64
M4A1-S | Decimator (Factory New)@43.64@42.7672
StatTrak™ PP-Bizon | Jungle Slipstream (Field-Tested)@0.31@0.3038
StatTrak™ SCAR-20 | Blueprint (Minimal Wear)@1.50@1.47
UMP-45 | Scaffold (Battle-Scarred)@1.39@1.3621999999999999
★ Bowie Knife | Doppler (Factory New) (Phase 4)@549.99@538.9902
★ Bowie Knife | Marble Fade (Factory New)@375.00@367.5
★ Butterfly Knife | Marble Fade (Factory New)@2435.00@2386.3
★ Huntsman Knife | Marble Fade (Factory New)@374.80@367.30400000000003
★ Butterfly Knife | Ultraviolet (Field-Tested)@1099.99@1077.9902
★ Falchion Knife | Marble Fade (Factory New)@350.00@343.0
StatTrak™ MAC-10 | Last Dive (Field-Tested)@5.00@4.9
StatTrak™ PP-Bizon | Jungle Slipstream (Factory New)@0.96@0.9408
XM1014 | Seasons (Battle-Scarred)@2.38@2.3324
★ Butterfly Knife | Damascus Steel (Factory New)@1425.00@1396.5
★ Butterfly Knife | Tiger Tooth (Factory New)@1999.99@1959.9902
★ Falchion Knife | Tiger Tooth (Factory New)@300.00@294.0
★ Huntsman Knife | Doppler (Factory New) (Phase 3)@504.00@493.92
★ Huntsman Knife | Doppler (Factory New) (Phase 4)@550.00@539.0
★ Shadow Daggers | Doppler (Factory New) (Phase 2)@315.00@308.7
★ Shadow Daggers | Doppler (Factory New) (Phase 4)@310.00@303.8
★ Shadow Daggers | Marble Fade (Factory New)@239.99@235.1902
★ StatTrak™ Butterfly Knife | Tiger Tooth (Factory New)@1925.00@1886.5
★ StatTrak™ Huntsman Knife | Tiger Tooth (Factory New)@469.00@459.62
★ Bowie Knife | Rust Coat (Battle-Scarred)@152.00@148.96
★ Falchion Knife | Rust Coat (Battle-Scarred)@155.00@151.9
★ Shadow Daggers | Ultraviolet (Field-Tested)@129.99@127.39020000000001
StatTrak™ MP7 | Akoben (Factory New)@16.00@15.68
StatTrak™ UMP-45 | Scaffold (Battle-Scarred)@2.42@2.3716
★ Shadow Daggers | Tiger Tooth (Factory New)@229.99@225.3902
★ StatTrak™ Shadow Daggers | Doppler (Factory New) (Phase 2)@335.00@328.3
StatTrak™ MAC-10 | Last Dive (Minimal Wear)@7.00@6.859999999999999
StatTrak™ USP-S | Neo-Noir (Factory New)@243.55@238.679
StatTrak™ P250 | Ripple (Battle-Scarred)@0.49@0.48019999999999996
StatTrak™ XM1014 | Seasons (Factory New)@6.86@6.7228
USP-S | Neo-Noir (Well-Worn)@18.05@17.689
★ Huntsman Knife | Rust Coat (Battle-Scarred)@150.00@147.0
StatTrak™ AWP | Fever Dream (Battle-Scarred)@24.73@24.2354
★ StatTrak™ Butterfly Knife | Marble Fade (Factory New)@2499.99@2449.9901999999997
★ Shadow Daggers | Ultraviolet (Minimal Wear)@160.00@156.8
StatTrak™ USP-S | Neo-Noir (Well-Worn)@57.44@56.291199999999996
★ StatTrak™ Butterfly Knife | Damascus Steel (Field-Tested)@1139.99@1117.1902
Tec-9 | Cut Out (Field-Tested)@3.28@3.2144
Operation Hydra Case Key@2.84@2.7832
AWP | Oni Taiji (Minimal Wear)@439.99@431.1902
MAG-7 | Hard Water (Factory New)@3.94@3.8611999999999997
M4A1-S | Briefing (Field-Tested)@12.00@11.76
StatTrak™ USP-S | Blueprint (Minimal Wear)@29.95@29.351
AWP | Oni Taiji (Field-Tested)@349.99@342.9902
Dual Berettas | Cobra Strike (Factory New)@55.00@53.9
Galil AR | Sugar Rush (Field-Tested)@43.51@42.639799999999994
UMP-45 | Metal Flowers (Factory New)@18.00@17.64
AK-47 | Orbit Mk01 (Factory New)@35.76@35.044799999999995
Galil AR | Sugar Rush (Minimal Wear)@52.99@51.9302
Tec-9 | Cut Out (Factory New)@40.00@39.2
AWP | Oni Taiji (Factory New)@599.99@587.9902
StatTrak™ M4A1-S | Briefing (Well-Worn)@27.00@26.46
★ StatTrak™ Falchion Knife | Ultraviolet (Minimal Wear)@225.00@220.5
M4A1-S | Briefing (Factory New)@45.00@44.1
Galil AR | Sugar Rush (Factory New)@65.00@63.699999999999996
Five-SeveN | Hyper Beast (Field-Tested)@28.99@28.4102
StatTrak™ P250 | Red Rock (Well-Worn)@11.89@11.6522
StatTrak™ AWP | Oni Taiji (Field-Tested)@475.00@465.5
Five-SeveN | Hyper Beast (Well-Worn)@26.35@25.823
Five-SeveN | Hyper Beast (Battle-Scarred)@25.89@25.3722
M4A1-S | Briefing (Well-Worn)@13.67@13.3966
P2000 | Woodsman (Factory New)@11.86@11.6228
StatTrak™ Galil AR | Sugar Rush (Field-Tested)@84.99@83.2902
StatTrak™ AWP | Oni Taiji (Factory New)@890.00@872.1999999999999
StatTrak™ P90 | Death Grip (Battle-Scarred)@25.00@24.5
AWP | Oni Taiji (Well-Worn)@239.99@235.1902
