name@price@price_after_sell
10 Year Birthday Sticker Capsule@0.72@0.6335999999999999
1st Lieutenant Farlow | SWAT@6.22@5.4736
MAC-10 | Case Hardened (Minimal Wear)@80.0@70.4
MAC-10 | Case Hardened (Well-Worn)@71.91@63.2808
MAC-10 | Classic Crate (Battle-Scarred)@0.11@0.0968
MAC-10 | Classic Crate (Factory New)@0.37@0.3256
MAC-10 | Classic Crate (Field-Tested)@0.17@0.1496
MAC-10 | Classic Crate (Minimal Wear)@0.14@0.12320000000000002
MAC-10 | Classic Crate (Well-Worn)@0.11@0.0968
MAC-10 | Commuter (Battle-Scarred)@@
MAC-10 | Commuter (Factory New)@23.47@20.6536
MAC-10 | Commuter (Field-Tested)@15.0@13.2
MAC-10 | Commuter (Minimal Wear)@9.05@7.964
MAC-10 | Commuter (Well-Worn)@@
MAC-10 | Copper Borre (Battle-Scarred)@@
MAC-10 | Copper Borre (Factory New)@150.0@132.0
MAC-10 | Copper Borre (Field-Tested)@@
MAC-10 | Copper Borre (Minimal Wear)@155.0@136.4
MAC-10 | Copper Borre (Well-Worn)@@
MAC-10 | Curse (Battle-Scarred)@@
MAC-10 | Curse (Factory New)@14.4@12.672
MAC-10 | Curse (Field-Tested)@12.3@10.824
MAC-10 | Curse (Minimal Wear)@10.0@8.8
MAC-10 | Curse (Well-Worn)@10.6@9.328
MAC-10 | Disco Tech (Battle-Scarred)@1.75@1.54
MAC-10 | Disco Tech (Factory New)@12.54@11.0352
MAC-10 | Disco Tech (Field-Tested)@2.3@2.024
MAC-10 | Disco Tech (Minimal Wear)@5.01@4.4088
MAC-10 | Disco Tech (Well-Worn)@1.85@1.6280000000000001
MAC-10 | Echoing Sands (Battle-Scarred)@0.11@0.0968
MAC-10 | Echoing Sands (Factory New)@0.57@0.5015999999999999
MAC-10 | Echoing Sands (Field-Tested)@0.12@0.1056
MAC-10 | Echoing Sands (Minimal Wear)@0.21@0.1848
MAC-10 | Echoing Sands (Well-Worn)@0.16@0.1408
MAC-10 | Ensnared (Battle-Scarred)@0.04@0.0352
MAC-10 | Ensnared (Factory New)@0.29@0.2552
MAC-10 | Ensnared (Field-Tested)@0.04@0.0352
MAC-10 | Ensnared (Minimal Wear)@0.09@0.07919999999999999
MAC-10 | Ensnared (Well-Worn)@0.04@0.0352
MAC-10 | Fade (Factory New)@37.07@32.6216
MAC-10 | Fade (Minimal Wear)@52.24@45.9712
MAC-10 | Gold Brick (Battle-Scarred)@@
MAC-10 | Gold Brick (Factory New)@64.29@56.5752
MAC-10 | Gold Brick (Field-Tested)@37.85@33.308
MAC-10 | Gold Brick (Minimal Wear)@55.0@48.4
MAC-10 | Gold Brick (Well-Worn)@@
MAC-10 | Graven (Battle-Scarred)@29.19@25.6872
MAC-10 | Graven (Factory New)@37.83@33.2904
MAC-10 | Graven (Field-Tested)@21.76@19.1488
MAC-10 | Graven (Minimal Wear)@35.13@30.914400000000004
MAC-10 | Graven (Well-Worn)@@
MAC-10 | Heat (Battle-Scarred)@3.41@3.0008000000000004
MAC-10 | Heat (Factory New)@11.03@9.7064
MAC-10 | Heat (Field-Tested)@3.5@3.08
MAC-10 | Heat (Minimal Wear)@6.77@5.957599999999999
MAC-10 | Heat (Well-Worn)@3.33@2.9304
MAC-10 | Hot Snakes (Battle-Scarred)@131.71@115.90480000000001
MAC-10 | Hot Snakes (Factory New)@244.3@214.984
MAC-10 | Hot Snakes (Field-Tested)@136.0@119.68
MAC-10 | Hot Snakes (Minimal Wear)@237.15@208.692
MAC-10 | Hot Snakes (Well-Worn)@119.73@105.36240000000001
MAC-10 | Indigo (Battle-Scarred)@2.62@2.3056
MAC-10 | Indigo (Factory New)@18.62@16.3856
MAC-10 | Indigo (Field-Tested)@3.06@2.6928
MAC-10 | Indigo (Minimal Wear)@3.68@3.2384
MAC-10 | Indigo (Well-Worn)@3.07@2.7016
MAC-10 | Lapis Gator (Battle-Scarred)@0.79@0.6952
MAC-10 | Lapis Gator (Factory New)@1.09@0.9592
MAC-10 | Lapis Gator (Field-Tested)@0.59@0.5192
MAC-10 | Lapis Gator (Minimal Wear)@0.6@0.528
MAC-10 | Lapis Gator (Well-Worn)@0.77@0.6776
MAC-10 | Last Dive (Battle-Scarred)@7.25@6.38
MAC-10 | Last Dive (Factory New)@2.75@2.42
MAC-10 | Last Dive (Field-Tested)@1.28@1.1264
MAC-10 | Last Dive (Minimal Wear)@1.7@1.496
MAC-10 | Last Dive (Well-Worn)@1.42@1.2496
MAC-10 | Light Box (Battle-Scarred)@0.06@0.0528
MAC-10 | Light Box (Factory New)@0.59@0.5192
MAC-10 | Light Box (Field-Tested)@0.07@0.06160000000000001
MAC-10 | Light Box (Minimal Wear)@0.14@0.12320000000000002
MAC-10 | Light Box (Well-Worn)@0.06@0.0528
MAC-10 | Malachite (Battle-Scarred)@1.59@1.3992
MAC-10 | Malachite (Factory New)@3.72@3.2736
MAC-10 | Malachite (Field-Tested)@1.67@1.4696
MAC-10 | Malachite (Minimal Wear)@2.36@2.0768
MAC-10 | Malachite (Well-Worn)@1.83@1.6104
MAC-10 | Monkeyflage (Battle-Scarred)@0.04@0.0352
MAC-10 | Monkeyflage (Factory New)@0.22@0.1936
MAC-10 | Monkeyflage (Field-Tested)@0.05@0.044000000000000004
MAC-10 | Monkeyflage (Minimal Wear)@0.08@0.0704
MAC-10 | Monkeyflage (Well-Worn)@0.04@0.0352
MAC-10 | Neon Rider (Factory New)@12.09@10.6392
MAC-10 | Neon Rider (Field-Tested)@7.12@6.2656
MAC-10 | Neon Rider (Minimal Wear)@7.96@7.0048
MAC-10 | Neon Rider (Well-Worn)@8.2@7.215999999999999
MAC-10 | Nuclear Garden (Battle-Scarred)@8.79@7.735199999999999
MAC-10 | Nuclear Garden (Factory New)@11.15@9.812000000000001
MAC-10 | Nuclear Garden (Field-Tested)@9.79@8.6152
MAC-10 | Nuclear Garden (Minimal Wear)@11.38@10.0144
MAC-10 | Nuclear Garden (Well-Worn)@@
MAC-10 | Oceanic (Battle-Scarred)@0.06@0.0528
MAC-10 | Oceanic (Factory New)@0.26@0.2288
MAC-10 | Oceanic (Field-Tested)@0.11@0.0968
MAC-10 | Oceanic (Minimal Wear)@0.13@0.1144
MAC-10 | Oceanic (Well-Worn)@0.1@0.08800000000000001
MAC-10 | Palm (Battle-Scarred)@0.04@0.0352
MAC-10 | Palm (Factory New)@0.59@0.5192
MAC-10 | Palm (Field-Tested)@0.04@0.0352
MAC-10 | Palm (Minimal Wear)@0.09@0.07919999999999999
MAC-10 | Palm (Well-Worn)@0.04@0.0352
MAC-10 | Pipe Down (Battle-Scarred)@0.36@0.31679999999999997
MAC-10 | Pipe Down (Factory New)@2.26@1.9888
MAC-10 | Pipe Down (Field-Tested)@0.41@0.36079999999999995
MAC-10 | Pipe Down (Minimal Wear)@0.66@0.5808
MAC-10 | Pipe Down (Well-Worn)@0.38@0.33440000000000003
MAC-10 | Pipsqueak (Battle-Scarred)@0.36@0.31679999999999997
MAC-10 | Pipsqueak (Factory New)@3.83@3.3704
MAC-10 | Pipsqueak (Field-Tested)@0.65@0.5720000000000001
MAC-10 | Pipsqueak (Minimal Wear)@1.5@1.32
MAC-10 | Pipsqueak (Well-Worn)@0.37@0.3256
MAC-10 | Poplar Thicket (Battle-Scarred)@@
MAC-10 | Poplar Thicket (Field-Tested)@1.42@1.2496
MAC-10 | Poplar Thicket (Minimal Wear)@@
MAC-10 | Propaganda (Battle-Scarred)@26.11@22.9768
MAC-10 | Propaganda (Factory New)@50.22@44.193599999999996
MAC-10 | Propaganda (Field-Tested)@30.69@27.0072
MAC-10 | Propaganda (Minimal Wear)@41.11@36.1768
MAC-10 | Propaganda (Well-Worn)@26.62@23.4256
MAC-10 | Rangeen (Battle-Scarred)@0.27@0.2376
MAC-10 | Rangeen (Factory New)@0.56@0.49280000000000007
MAC-10 | Rangeen (Field-Tested)@0.18@0.15839999999999999
MAC-10 | Rangeen (Minimal Wear)@0.33@0.2904
MAC-10 | Rangeen (Well-Worn)@0.24@0.2112
MAC-10 | Red Filigree (Battle-Scarred)@@
MAC-10 | Red Filigree (Factory New)@104.0@91.52
MAC-10 | Red Filigree (Field-Tested)@@
MAC-10 | Red Filigree (Minimal Wear)@94.92@83.5296
MAC-10 | Red Filigree (Well-Worn)@@
MAC-10 | Saibā Oni (Battle-Scarred)@0.67@0.5896
MAC-10 | Saibā Oni (Factory New)@3.43@3.0184
MAC-10 | Saibā Oni (Field-Tested)@0.59@0.5192
MAC-10 | Saibā Oni (Minimal Wear)@1.8@1.584
MAC-10 | Saibā Oni (Well-Worn)@0.93@0.8184
MAC-10 | Sakkaku (Battle-Scarred)@0.24@0.2112
MAC-10 | Sakkaku (Field-Tested)@0.6@0.528
MAC-10 | Sakkaku (Well-Worn)@0.26@0.2288
MAC-10 | Sienna Damask (Battle-Scarred)@0.52@0.4576
MAC-10 | Sienna Damask (Factory New)@0.59@0.5192
MAC-10 | Sienna Damask (Field-Tested)@0.43@0.3784
MAC-10 | Sienna Damask (Minimal Wear)@0.53@0.46640000000000004
MAC-10 | Sienna Damask (Well-Worn)@0.99@0.8712
MAC-10 | Silver (Factory New)@0.19@0.16720000000000002
MAC-10 | Silver (Minimal Wear)@5.01@4.4088
MAC-10 | Stalker (Battle-Scarred)@11.41@10.0408
MAC-10 | Stalker (Factory New)@63.0@55.44
MAC-10 | Stalker (Field-Tested)@12.84@11.2992
MAC-10 | Stalker (Minimal Wear)@23.95@21.076
MAC-10 | Stalker (Well-Worn)@10.98@9.6624
MAC-10 | Storm Camo (Battle-Scarred)@@
MAC-10 | Storm Camo (Factory New)@@
MAC-10 | Storm Camo (Field-Tested)@@
MAC-10 | Storm Camo (Minimal Wear)@@
MAC-10 | Storm Camo (Well-Worn)@@
MAC-10 | Strats (Battle-Scarred)@0.8@0.7040000000000001
MAC-10 | Strats (Factory New)@0.98@0.8623999999999999
MAC-10 | Strats (Field-Tested)@0.65@0.5720000000000001
MAC-10 | Strats (Minimal Wear)@0.72@0.6335999999999999
MAC-10 | Strats (Well-Worn)@0.59@0.5192
MAC-10 | Surfwood (Battle-Scarred)@4.71@4.1448
MAC-10 | Surfwood (Factory New)@6.45@5.676
MAC-10 | Surfwood (Field-Tested)@5.35@4.707999999999999
MAC-10 | Surfwood (Minimal Wear)@5.92@5.2096
MAC-10 | Surfwood (Well-Worn)@4.99@4.3912
MAC-10 | Tatter (Battle-Scarred)@@
MAC-10 | Tatter (Factory New)@11.31@9.9528
MAC-10 | Tatter (Field-Tested)@8.19@7.207199999999999
MAC-10 | Tatter (Minimal Wear)@8.0@7.04
MAC-10 | Tatter (Well-Worn)@@
MAC-10 | Tornado (Battle-Scarred)@16.08@14.1504
MAC-10 | Tornado (Factory New)@@
MAC-10 | Tornado (Field-Tested)@3.49@3.0712
MAC-10 | Tornado (Minimal Wear)@@
MAC-10 | Tornado (Well-Worn)@@
MAC-10 | Toybox (Battle-Scarred)@3.36@2.9568
MAC-10 | Toybox (Factory New)@18.3@16.104
MAC-10 | Toybox (Field-Tested)@3.15@2.772
MAC-10 | Toybox (Minimal Wear)@9.09@7.9992
MAC-10 | Toybox (Well-Worn)@3.48@3.0624
MAC-10 | Ultraviolet (Battle-Scarred)@2.94@2.5872
MAC-10 | Ultraviolet (Factory New)@44.98@39.5824
MAC-10 | Ultraviolet (Field-Tested)@2.53@2.2264
MAC-10 | Ultraviolet (Minimal Wear)@4.91@4.3208
MAC-10 | Ultraviolet (Well-Worn)@3.55@3.1239999999999997
MAC-10 | Urban DDPAT (Battle-Scarred)@@
MAC-10 | Urban DDPAT (Factory New)@23.99@21.1112
MAC-10 | Urban DDPAT (Field-Tested)@2.99@2.6312
MAC-10 | Urban DDPAT (Minimal Wear)@4.2@3.696
MAC-10 | Urban DDPAT (Well-Worn)@@
MAC-10 | Whitefish (Battle-Scarred)@0.12@0.1056
MAC-10 | Whitefish (Factory New)@0.77@0.6776
MAC-10 | Whitefish (Field-Tested)@0.17@0.1496
MAC-10 | Whitefish (Minimal Wear)@0.27@0.2376
MAC-10 | Whitefish (Well-Worn)@0.17@0.1496
MAG-7 | BI83 Spectrum (Battle-Scarred)@0.73@0.6424
MAG-7 | BI83 Spectrum (Factory New)@2.41@2.1208
MAG-7 | BI83 Spectrum (Field-Tested)@0.89@0.7832
MAG-7 | BI83 Spectrum (Minimal Wear)@1.37@1.2056
MAG-7 | BI83 Spectrum (Well-Worn)@0.82@0.7215999999999999
MAG-7 | Bulldozer (Battle-Scarred)@10.39@9.1432
MAG-7 | Bulldozer (Factory New)@169.99@149.59120000000001
MAG-7 | Bulldozer (Field-Tested)@8.99@7.9112
MAG-7 | Bulldozer (Minimal Wear)@30.99@27.2712
MAG-7 | Bulldozer (Well-Worn)@11.9@10.472
MAG-7 | Carbon Fiber (Factory New)@4.43@3.8983999999999996
MAG-7 | Carbon Fiber (Minimal Wear)@4.77@4.1975999999999996
MAG-7 | Chainmail (Factory New)@33.48@29.4624
MAG-7 | Chainmail (Field-Tested)@@
MAG-7 | Chainmail (Minimal Wear)@37.89@33.3432
MAG-7 | Cinquedea (Battle-Scarred)@@
MAG-7 | Cinquedea (Factory New)@700.99@616.8712
MAG-7 | Cinquedea (Field-Tested)@@
MAG-7 | Cinquedea (Minimal Wear)@658.48@579.4624
MAG-7 | Cinquedea (Well-Worn)@614.7@540.936
MAG-7 | Cobalt Core (Battle-Scarred)@0.21@0.1848
MAG-7 | Cobalt Core (Factory New)@0.59@0.5192
MAG-7 | Cobalt Core (Field-Tested)@0.17@0.1496
MAG-7 | Cobalt Core (Minimal Wear)@0.43@0.3784
MAG-7 | Cobalt Core (Well-Worn)@0.16@0.1408
MAG-7 | Copper Coated (Battle-Scarred)@0.4@0.35200000000000004
MAG-7 | Copper Coated (Factory New)@2.14@1.8832000000000002
MAG-7 | Copper Coated (Field-Tested)@0.41@0.36079999999999995
MAG-7 | Copper Coated (Minimal Wear)@0.83@0.7303999999999999
MAG-7 | Copper Coated (Well-Worn)@0.38@0.33440000000000003
MAG-7 | Copper Oxide (Battle-Scarred)@0.85@0.748
MAG-7 | Copper Oxide (Factory New)@1.0@0.88
MAG-7 | Copper Oxide (Field-Tested)@0.9@0.792
MAG-7 | Copper Oxide (Minimal Wear)@1.3@1.1440000000000001
MAG-7 | Copper Oxide (Well-Worn)@@
MAG-7 | Core Breach (Battle-Scarred)@1.08@0.9504
MAG-7 | Core Breach (Factory New)@4.89@4.3031999999999995
MAG-7 | Core Breach (Field-Tested)@1.29@1.1352
MAG-7 | Core Breach (Minimal Wear)@1.6@1.4080000000000001
MAG-7 | Core Breach (Well-Worn)@2.12@1.8656000000000001
MAG-7 | Counter Terrace (Battle-Scarred)@@
MAG-7 | Counter Terrace (Factory New)@152.82@134.4816
MAG-7 | Counter Terrace (Field-Tested)@@
MAG-7 | Counter Terrace (Minimal Wear)@145.41@127.96079999999999
MAG-7 | Counter Terrace (Well-Worn)@@
MAG-7 | Firestarter (Battle-Scarred)@0.84@0.7392
MAG-7 | Firestarter (Factory New)@10.32@9.0816
MAG-7 | Firestarter (Field-Tested)@0.36@0.31679999999999997
MAG-7 | Firestarter (Minimal Wear)@0.66@0.5808
MAG-7 | Firestarter (Well-Worn)@1.03@0.9064
MAG-7 | Foresight (Battle-Scarred)@0.04@0.0352
MAG-7 | Foresight (Factory New)@0.22@0.1936
MAG-7 | Foresight (Field-Tested)@0.04@0.0352
MAG-7 | Foresight (Minimal Wear)@0.09@0.07919999999999999
MAG-7 | Foresight (Well-Worn)@0.04@0.0352
MAG-7 | Hard Water (Factory New)@2.62@2.3056
MAG-7 | Hard Water (Field-Tested)@2.7@2.3760000000000003
MAG-7 | Hard Water (Minimal Wear)@2.52@2.2176
MAG-7 | Hard Water (Well-Worn)@@
MAG-7 | Hazard (Battle-Scarred)@12.8@11.264000000000001
MAG-7 | Hazard (Factory New)@129.06@113.5728
MAG-7 | Hazard (Field-Tested)@12.0@10.56
MAG-7 | Hazard (Minimal Wear)@24.99@21.9912
MAG-7 | Hazard (Well-Worn)@@
MAG-7 | Heat (Battle-Scarred)@0.52@0.4576
MAG-7 | Heat (Factory New)@3.63@3.1944
MAG-7 | Heat (Field-Tested)@0.5@0.44
MAG-7 | Heat (Minimal Wear)@0.98@0.8623999999999999
MAG-7 | Heat (Well-Worn)@0.39@0.3432
MAG-7 | Heaven Guard (Factory New)@0.67@0.5896
MAG-7 | Heaven Guard (Field-Tested)@0.56@0.49280000000000007
MAG-7 | Heaven Guard (Minimal Wear)@0.49@0.43119999999999997
MAG-7 | Heaven Guard (Well-Worn)@5.7@5.016
MAG-7 | Insomnia (Battle-Scarred)@0.04@0.0352
MAG-7 | Insomnia (Factory New)@0.3@0.264
MAG-7 | Insomnia (Field-Tested)@0.04@0.0352
MAG-7 | Insomnia (Minimal Wear)@0.08@0.0704
MAG-7 | Insomnia (Well-Worn)@0.04@0.0352
MAG-7 | Irradiated Alert (Battle-Scarred)@@
MAG-7 | Irradiated Alert (Factory New)@20.19@17.767200000000003
MAG-7 | Irradiated Alert (Field-Tested)@3.0@2.64
MAG-7 | Irradiated Alert (Minimal Wear)@5.0@4.4
MAG-7 | Irradiated Alert (Well-Worn)@@
MAG-7 | Justice (Battle-Scarred)@1.41@1.2408
MAG-7 | Justice (Factory New)@9.99@8.7912
MAG-7 | Justice (Field-Tested)@1.76@1.5488
MAG-7 | Justice (Minimal Wear)@4.6@4.048
MAG-7 | Justice (Well-Worn)@1.34@1.1792
MAG-7 | Memento (Factory New)@5.6@4.928
MAG-7 | Memento (Field-Tested)@5.19@4.567200000000001
MAG-7 | Memento (Minimal Wear)@4.14@3.6431999999999998
MAG-7 | Metallic DDPAT (Factory New)@0.43@0.3784
MAG-7 | Metallic DDPAT (Minimal Wear)@0.85@0.748
MAG-7 | Monster Call (Battle-Scarred)@0.25@0.22
MAG-7 | Monster Call (Factory New)@1.74@1.5312
MAG-7 | Monster Call (Field-Tested)@0.33@0.2904
MAG-7 | Monster Call (Minimal Wear)@0.75@0.66
MAG-7 | Monster Call (Well-Worn)@0.26@0.2288
MAG-7 | Navy Sheen (Battle-Scarred)@0.44@0.3872
MAG-7 | Navy Sheen (Factory New)@0.79@0.6952
MAG-7 | Navy Sheen (Field-Tested)@0.44@0.3872
MAG-7 | Navy Sheen (Minimal Wear)@0.45@0.396
MAG-7 | Navy Sheen (Well-Worn)@3.0@2.64
MAG-7 | Petroglyph (Factory New)@1.53@1.3464
MAG-7 | Petroglyph (Field-Tested)@0.31@0.2728
MAG-7 | Petroglyph (Minimal Wear)@0.6@0.528
MAG-7 | Petroglyph (Well-Worn)@0.49@0.43119999999999997
MAG-7 | Popdog (Battle-Scarred)@0.08@0.0704
MAG-7 | Popdog (Factory New)@0.28@0.24640000000000004
MAG-7 | Popdog (Field-Tested)@0.18@0.15839999999999999
MAG-7 | Popdog (Minimal Wear)@0.17@0.1496
MAG-7 | Popdog (Well-Worn)@0.37@0.3256
MAG-7 | Praetorian (Factory New)@3.83@3.3704
MAG-7 | Praetorian (Field-Tested)@2.0@1.76
MAG-7 | Praetorian (Minimal Wear)@2.67@2.3496
MAG-7 | Praetorian (Well-Worn)@2.0@1.76
MAG-7 | Prism Terrace (Factory New)@40.0@35.2
MAG-7 | Prism Terrace (Field-Tested)@100.0@88.0
MAG-7 | Prism Terrace (Minimal Wear)@45.0@39.6
MAG-7 | Rust Coat (Battle-Scarred)@0.02@0.0176
MAG-7 | Rust Coat (Factory New)@0.19@0.16720000000000002
MAG-7 | Rust Coat (Field-Tested)@0.02@0.0176
MAG-7 | Rust Coat (Minimal Wear)@0.02@0.0176
MAG-7 | Rust Coat (Well-Worn)@0.02@0.0176
MAG-7 | Sand Dune (Battle-Scarred)@2.38@2.0944
MAG-7 | Sand Dune (Factory New)@19.0@16.72
MAG-7 | Sand Dune (Field-Tested)@1.51@1.3288
MAG-7 | Sand Dune (Minimal Wear)@3.26@2.8688
MAG-7 | Sand Dune (Well-Worn)@@
MAG-7 | Seabird (Battle-Scarred)@2.06@1.8128
MAG-7 | Seabird (Factory New)@5.07@4.461600000000001
MAG-7 | Seabird (Field-Tested)@2.14@1.8832000000000002
MAG-7 | Seabird (Minimal Wear)@3.8@3.344
MAG-7 | Seabird (Well-Worn)@3.25@2.86
MAG-7 | Silver (Factory New)@18.5@16.28
MAG-7 | Silver (Minimal Wear)@17.86@15.7168
MAG-7 | Sonar (Factory New)@0.38@0.33440000000000003
MAG-7 | Sonar (Field-Tested)@0.14@0.12320000000000002
MAG-7 | Sonar (Minimal Wear)@0.18@0.15839999999999999
MAG-7 | Sonar (Well-Worn)@0.13@0.1144
MAG-7 | Storm (Battle-Scarred)@0.45@0.396
MAG-7 | Storm (Factory New)@11.43@10.0584
MAG-7 | Storm (Field-Tested)@0.36@0.31679999999999997
MAG-7 | Storm (Minimal Wear)@1.04@0.9152
MAG-7 | Storm (Well-Worn)@4.41@3.8808000000000002
MAG-7 | SWAG-7 (Battle-Scarred)@0.3@0.264
MAG-7 | SWAG-7 (Factory New)@1.8@1.584
MAG-7 | SWAG-7 (Field-Tested)@0.27@0.2376
MAG-7 | SWAG-7 (Minimal Wear)@0.62@0.5456
MAG-7 | SWAG-7 (Well-Worn)@0.34@0.2992
MAG-7 | Wildwood (Battle-Scarred)@0.07@0.06160000000000001
MAG-7 | Wildwood (Factory New)@0.32@0.2816
MAG-7 | Wildwood (Field-Tested)@0.12@0.1056
MAG-7 | Wildwood (Minimal Wear)@0.39@0.3432
MAG-7 | Wildwood (Well-Worn)@0.11@0.0968
Markus Delrow | FBI HRT@5.25@4.62
Masterminds 2 Music Kit Box@@
Masterminds Music Kit Box@@
Maximus | Sabre@3.7@3.2560000000000002
'Medium Rare' Crasswater | Guerrilla Warfare@21.0@18.48
Michael Syfers  | FBI Sniper@6.0@5.28
Militia Pin@3.8@3.344
Mirage Pin@9.78@8.606399999999999
MLG Columbus 2016 Cache Souvenir Package@60.72@53.4336
MLG Columbus 2016 Challengers (Holo-Foil)@35.15@30.932
MLG Columbus 2016 Cobblestone Souvenir Package@1542.16@1357.1008000000002
MLG Columbus 2016 Dust II Souvenir Package@@
MLG Columbus 2016 Inferno Souvenir Package@100.0@88.0
MLG Columbus 2016 Legends (Holo-Foil)@32.0@28.16
MLG Columbus 2016 Mirage Souvenir Package@@
MLG Columbus 2016 Nuke Souvenir Package@@
MLG Columbus 2016 Overpass Souvenir Package@66.83@58.8104
MLG Columbus 2016 Train Souvenir Package@55.21@48.5848
★ Moto Gloves | 3rd Commando Company (Battle-Scarred)@89.0@78.32000000000001
★ Moto Gloves | 3rd Commando Company (Factory New)@342.23@301.1624
★ Moto Gloves | 3rd Commando Company (Field-Tested)@95.34@83.89920000000001
★ Moto Gloves | 3rd Commando Company (Minimal Wear)@128.35@112.948
★ Moto Gloves | 3rd Commando Company (Well-Worn)@100.38@88.3344
★ Moto Gloves | Blood Pressure (Battle-Scarred)@128.86@113.39680000000001
★ Moto Gloves | Blood Pressure (Factory New)@999.99@879.9912
★ Moto Gloves | Blood Pressure (Field-Tested)@194.0@170.72
★ Moto Gloves | Blood Pressure (Minimal Wear)@320.36@281.9168
★ Moto Gloves | Blood Pressure (Well-Worn)@181.14@159.4032
★ Moto Gloves | Boom! (Battle-Scarred)@145.0@127.6
★ Moto Gloves | Boom! (Factory New)@@
★ Moto Gloves | Boom! (Field-Tested)@183.87@161.8056
★ Moto Gloves | Boom! (Minimal Wear)@390.0@343.2
★ Moto Gloves | Boom! (Well-Worn)@196.63@173.0344
★ Moto Gloves | Cool Mint (Battle-Scarred)@360.0@316.8
★ Moto Gloves | Cool Mint (Factory New)@@
★ Moto Gloves | Cool Mint (Field-Tested)@457.45@402.556
★ Moto Gloves | Cool Mint (Minimal Wear)@830.63@730.9544
★ Moto Gloves | Cool Mint (Well-Worn)@398.95@351.07599999999996
★ Moto Gloves | Eclipse (Battle-Scarred)@140.4@123.552
★ Moto Gloves | Eclipse (Factory New)@@
★ Moto Gloves | Eclipse (Field-Tested)@179.48@157.9424
★ Moto Gloves | Eclipse (Minimal Wear)@300.0@264.0
★ Moto Gloves | Eclipse (Well-Worn)@152.75@134.42
★ Moto Gloves | Finish Line (Battle-Scarred)@134.39@118.26319999999998
★ Moto Gloves | Finish Line (Factory New)@1000.0@880.0
★ Moto Gloves | Finish Line (Field-Tested)@165.77@145.8776
★ Moto Gloves | Finish Line (Minimal Wear)@322.3@283.624
★ Moto Gloves | Finish Line (Well-Worn)@140.14@123.32319999999999
★ Moto Gloves | Polygon (Battle-Scarred)@139.22@122.5136
★ Moto Gloves | Polygon (Factory New)@1085.19@954.9672
★ Moto Gloves | Polygon (Field-Tested)@193.4@170.192
★ Moto Gloves | Polygon (Minimal Wear)@345.0@303.6
★ Moto Gloves | Polygon (Well-Worn)@190.45@167.596
★ Moto Gloves | POW! (Battle-Scarred)@138.65@122.012
★ Moto Gloves | POW! (Factory New)@@
★ Moto Gloves | POW! (Field-Tested)@174.98@153.98239999999998
★ Moto Gloves | POW! (Minimal Wear)@480.0@422.4
★ Moto Gloves | POW! (Well-Worn)@163.18@143.5984
★ Moto Gloves | Smoke Out (Battle-Scarred)@128.49@113.0712
★ Moto Gloves | Smoke Out (Factory New)@1059.11@932.0167999999999
★ Moto Gloves | Smoke Out (Field-Tested)@174.51@153.56879999999998
★ Moto Gloves | Smoke Out (Minimal Wear)@333.71@293.66479999999996
★ Moto Gloves | Smoke Out (Well-Worn)@152.5@134.2
★ Moto Gloves | Spearmint (Battle-Scarred)@589.28@518.5663999999999
★ Moto Gloves | Spearmint (Factory New)@@
★ Moto Gloves | Spearmint (Field-Tested)@@
★ Moto Gloves | Spearmint (Minimal Wear)@7000.0@6160.0
★ Moto Gloves | Spearmint (Well-Worn)@@
★ Moto Gloves | Transport (Battle-Scarred)@75.06@66.0528
★ Moto Gloves | Transport (Factory New)@499.99@439.9912
★ Moto Gloves | Transport (Field-Tested)@84.15@74.052
★ Moto Gloves | Transport (Minimal Wear)@139.19@122.4872
★ Moto Gloves | Transport (Well-Worn)@75.04@66.0352
★ Moto Gloves | Turtle (Battle-Scarred)@125.0@110.0
★ Moto Gloves | Turtle (Factory New)@790.0@695.2
★ Moto Gloves | Turtle (Field-Tested)@143.49@126.27120000000001
★ Moto Gloves | Turtle (Minimal Wear)@265.57@233.70159999999998
★ Moto Gloves | Turtle (Well-Worn)@166.53@146.5464
MP5-SD | Acid Wash (Battle-Scarred)@1.0@0.88
MP5-SD | Acid Wash (Factory New)@2.07@1.8215999999999999
MP5-SD | Acid Wash (Field-Tested)@1.18@1.0384
MP5-SD | Acid Wash (Minimal Wear)@1.24@1.0912
MP5-SD | Acid Wash (Well-Worn)@1.83@1.6104
MP5-SD | Agent (Battle-Scarred)@0.64@0.5632
MP5-SD | Agent (Factory New)@2.99@2.6312
MP5-SD | Agent (Field-Tested)@0.53@0.46640000000000004
MP5-SD | Agent (Minimal Wear)@0.9@0.792
MP5-SD | Agent (Well-Worn)@1.36@1.1968
MP5-SD | Autumn Twilly (Battle-Scarred)@4.99@4.3912
MP5-SD | Autumn Twilly (Factory New)@10.42@9.1696
MP5-SD | Autumn Twilly (Field-Tested)@4.77@4.1975999999999996
MP5-SD | Autumn Twilly (Minimal Wear)@6.99@6.1512
MP5-SD | Autumn Twilly (Well-Worn)@4.06@3.5727999999999995
MP5-SD | Bamboo Garden (Battle-Scarred)@4.6@4.048
MP5-SD | Bamboo Garden (Factory New)@5.39@4.7432
MP5-SD | Bamboo Garden (Field-Tested)@4.71@4.1448
MP5-SD | Bamboo Garden (Minimal Wear)@4.8@4.224
MP5-SD | Bamboo Garden (Well-Worn)@7.5@6.6
MP5-SD | Condition Zero (Battle-Scarred)@0.73@0.6424
