name@price_x@price_after_sell_x@price_y@price_after_sell_y@BUY X@SELL Y@profit
StatTrak™ AWP | Electric Hive (Field-Tested)@49.51@43.5688@58.69@55.7555@skinport@shadowpay@6.25
StatTrak™ AWP | Electric Hive (Minimal Wear)@75.67@66.5896@101.58@96.501@skinport@shadowpay@20.83
StatTrak™ AWP | Elite Build (Factory New)@77.9@68.552@91.04@86.488@skinport@shadowpay@8.59
StatTrak™ AWP | Elite Build (Minimal Wear)@34.19@30.0872@38.91@36.9645@skinport@shadowpay@2.77
StatTrak™ AWP | Graphite (Factory New)@439.86@387.0768@503.98@478.781@skinport@shadowpay@38.92
StatTrak™ AWP | Graphite (Minimal Wear)@400.64@352.5632@459.0@436.05@skinport@shadowpay@35.41
StatTrak™ AWP | Hyper Beast (Factory New)@293.79@258.53520000000003@562.44@534.318@skinport@shadowpay@240.53
StatTrak™ AWP | Hyper Beast (Minimal Wear)@127.03@111.7864@149.0@141.54999999999998@skinport@shadowpay@14.52
StatTrak™ AWP | Hyper Beast (Well-Worn)@51.19@45.0472@61.85@58.7575@skinport@shadowpay@7.57
StatTrak™ AWP | Lightning Strike (Factory New)@841.72@740.7136@969.73@921.2435@skinport@shadowpay@79.52
StatTrak™ AWP | Redline (Field-Tested)@67.32@59.24159999999999@73.92@70.224@skinport@shadowpay@2.9
StatTrak™ AWP | Redline (Minimal Wear)@142.45@125.356@188.07@178.66649999999998@skinport@shadowpay@36.22
StatTrak™ AWP | Wildfire (Factory New)@318.85@280.588@380.54@361.513@skinport@shadowpay@42.66
★ StatTrak™ Bayonet | Autotronic (Battle-Scarred)@534.19@470.08720000000005@591.02@561.4689999999999@skinport@shadowpay@27.28
★ StatTrak™ Bayonet | Autotronic (Factory New)@1200.0@1056.0@1369.2@1300.74@skinport@shadowpay@100.74
★ StatTrak™ Bayonet | Bright Water (Minimal Wear)@406.74@357.9312@445.0@422.75@skinport@shadowpay@16.01
★ StatTrak™ Bayonet | Case Hardened (Well-Worn)@556.45@489.676@700.0@665.0@skinport@shadowpay@108.55
★ StatTrak™ Bayonet | Crimson Web (Minimal Wear)@667.73@587.6024@777.62@738.7389999999999@skinport@shadowpay@71.01
★ StatTrak™ Bayonet | Damascus Steel (Field-Tested)@382.58@336.6704@462.59@439.4605@skinport@shadowpay@56.88
★ StatTrak™ Bayonet | Freehand (Field-Tested)@378.26@332.8688@477.07@453.2165@skinport@shadowpay@74.96
★ StatTrak™ Bayonet | Lore (Field-Tested)@644.36@567.0368@989.99@940.4905@skinport@shadowpay@296.13
★ StatTrak™ Bayonet | Marble Fade (Factory New)@873.77@768.9176@1080.0@1026.0@skinport@shadowpay@152.23
★ StatTrak™ Bayonet | Safari Mesh (Field-Tested)@272.66@239.9408@360.0@342.0@skinport@shadowpay@69.34
★ StatTrak™ Bayonet | Slaughter (Factory New)@823.54@724.7152@900.0@855.0@skinport@shadowpay@31.46
★ StatTrak™ Bayonet | Stained (Field-Tested)@368.22@324.03360000000004@438.49@416.5655@skinport@shadowpay@48.35
★ StatTrak™ Bayonet | Stained (Minimal Wear)@443.36@390.1568@492.09@467.4855@skinport@shadowpay@24.13
★ StatTrak™ Bayonet | Tiger Tooth (Factory New)@728.65@641.212@887.99@843.5905@skinport@shadowpay@114.94
★ StatTrak™ Bayonet | Ultraviolet (Minimal Wear)@506.36@445.5968@540.0@513.0@skinport@shadowpay@6.64
★ StatTrak™ Bowie Knife | Black Laminate (Field-Tested)@175.21@154.1848@199.8@189.81@skinport@shadowpay@14.6
★ StatTrak™ Bowie Knife | Black Laminate (Minimal Wear)@242.98@213.8224@290.0@275.5@skinport@shadowpay@32.52
★ StatTrak™ Bowie Knife | Black Laminate (Well-Worn)@159.24@140.1312@217.51@206.6345@skinport@shadowpay@47.39
★ StatTrak™ Bowie Knife | Blue Steel (Field-Tested)@200.0@176.0@230.0@218.5@skinport@shadowpay@18.5
★ StatTrak™ Bowie Knife | Crimson Web (Field-Tested)@300.96@264.8448@339.0@322.05@skinport@shadowpay@21.09
★ StatTrak™ Bowie Knife | Damascus Steel (Factory New)@255.01@224.4088@379.0@360.05@skinport@shadowpay@105.04
★ StatTrak™ Bowie Knife | Doppler (Factory New)@478.54@421.1152@542.51@515.3845@skinport@shadowpay@36.84
★ StatTrak™ Bowie Knife | Freehand (Factory New)@278.21@244.8248@298.9@283.955@skinport@shadowpay@5.75
★ StatTrak™ Bowie Knife | Freehand (Field-Tested)@183.83@161.77040000000002@229.18@217.721@skinport@shadowpay@33.89
★ StatTrak™ Bowie Knife | Freehand (Well-Worn)@209.74@184.5712@249.45@236.9775@skinport@shadowpay@27.24
★ StatTrak™ Bowie Knife | Gamma Doppler (Factory New)@447.13@393.4744@492.33@467.7135@skinport@shadowpay@20.58
★ StatTrak™ Bowie Knife | Slaughter (Minimal Wear)@421.67@371.0696@490.0@465.5@skinport@shadowpay@43.83
★ StatTrak™ Bowie Knife | Urban Masked (Field-Tested)@133.55@117.52400000000002@219.94@208.943@skinport@shadowpay@75.39
★ StatTrak™ Butterfly Knife@1946.44@1712.8672@2379.8@2260.81@skinport@shadowpay@314.37
★ StatTrak™ Butterfly Knife | Autotronic (Field-Tested)@1462.17@1286.7096@1589.0@1509.55@skinport@shadowpay@47.38
★ StatTrak™ Butterfly Knife | Damascus Steel (Field-Tested)@1029.28@905.7664@1200.0@1140.0@skinport@shadowpay@110.72
★ StatTrak™ Butterfly Knife | Damascus Steel (Minimal Wear)@1146.28@1008.7264@1350.0@1282.5@skinport@shadowpay@136.22
★ StatTrak™ Butterfly Knife | Doppler (Factory New)@1775.09@1562.0792@2300.0@2185.0@skinport@shadowpay@409.91
★ StatTrak™ Butterfly Knife | Lore (Battle-Scarred)@1050.0@924.0@1280.0@1216.0@skinport@shadowpay@166.0
★ StatTrak™ Butterfly Knife | Marble Fade (Factory New)@2469.36@2173.0368000000003@2781.88@2642.786@skinport@shadowpay@173.43
★ StatTrak™ Butterfly Knife | Safari Mesh (Battle-Scarred)@624.16@549.2608@750.0@712.5@skinport@shadowpay@88.34
★ StatTrak™ Butterfly Knife | Slaughter (Minimal Wear)@1589.49@1398.7512@1923.26@1827.097@skinport@shadowpay@237.61
★ StatTrak™ Butterfly Knife | Tiger Tooth (Factory New)@1593.59@1402.3592@2400.0@2280.0@skinport@shadowpay@686.41
★ StatTrak™ Classic Knife | Blue Steel (Field-Tested)@215.53@189.6664@254.88@242.136@skinport@shadowpay@26.61
★ StatTrak™ Classic Knife | Crimson Web (Field-Tested)@438.71@386.0648@477.0@453.15@skinport@shadowpay@14.44
★ StatTrak™ Classic Knife | Crimson Web (Minimal Wear)@428.5@377.08@460.0@437.0@skinport@shadowpay@8.5
★ StatTrak™ Classic Knife | Fade (Factory New)@912.57@803.0616@999.99@949.9905@skinport@shadowpay@37.42
★ StatTrak™ Classic Knife | Scorched (Field-Tested)@201.67@177.4696@229.98@218.481@skinport@shadowpay@16.81
StatTrak™ CZ75-Auto | Hexane (Factory New)@8.77@7.7176@17.9@17.005@skinport@shadowpay@8.24
StatTrak™ CZ75-Auto | Poison Dart (Factory New)@18.0@15.84@32.74@31.103@skinport@shadowpay@13.1
StatTrak™ CZ75-Auto | Tacticat (Factory New)@4.22@3.7136@9.75@9.2625@skinport@shadowpay@5.04
StatTrak™ CZ75-Auto | The Fuschia Is Now (Factory New)@58.98@51.9024@93.39@88.7205@skinport@shadowpay@29.74
StatTrak™ CZ75-Auto | The Fuschia Is Now (Field-Tested)@17.8@15.664@34.18@32.471@skinport@shadowpay@14.67
StatTrak™ CZ75-Auto | The Fuschia Is Now (Minimal Wear)@31.16@27.4208@54.58@51.851@skinport@shadowpay@20.69
StatTrak™ CZ75-Auto | Victoria (Factory New)@105.71@93.0248@115.0@109.25@skinport@shadowpay@3.54
StatTrak™ CZ75-Auto | Xiangliu (Minimal Wear)@26.32@23.1616@34.75@33.0125@skinport@shadowpay@6.69
StatTrak™ CZ75-Auto | Yellow Jacket (Battle-Scarred)@6.68@5.8784@9.94@9.443@skinport@shadowpay@2.76
StatTrak™ CZ75-Auto | Yellow Jacket (Factory New)@37.84@33.299200000000006@54.79@52.0505@skinport@shadowpay@14.21
StatTrak™ CZ75-Auto | Yellow Jacket (Well-Worn)@7.46@6.5648@10.45@9.927499999999998@skinport@shadowpay@2.47
StatTrak™ Desert Eagle | Cobalt Disruption (Factory New)@176.84@155.6192@193.89@184.1955@skinport@shadowpay@7.36
StatTrak™ Desert Eagle | Code Red (Factory New)@180.05@158.44400000000002@199.06@189.107@skinport@shadowpay@9.06
StatTrak™ Desert Eagle | Conspiracy (Minimal Wear)@15.0@13.2@19.98@18.981@skinport@shadowpay@3.98
StatTrak™ Desert Eagle | Crimson Web (Factory New)@320.77@282.2776@621.15@590.0925@skinport@shadowpay@269.32
StatTrak™ Desert Eagle | Crimson Web (Minimal Wear)@52.29@46.0152@69.63@66.1485@skinport@shadowpay@13.86
StatTrak™ Desert Eagle | Heirloom (Well-Worn)@27.82@24.4816@36.89@35.0455@skinport@shadowpay@7.23
StatTrak™ Desert Eagle | Hypnotic (Factory New)@175.88@154.7744@198.72@188.784@skinport@shadowpay@12.9
StatTrak™ Desert Eagle | Ocean Drive (Factory New)@380.6@334.928@717.76@681.872@skinport@shadowpay@301.27
StatTrak™ Desert Eagle | Ocean Drive (Minimal Wear)@124.87@109.8856@153.7@146.015@skinport@shadowpay@21.14
StatTrak™ Desert Eagle | Printstream (Battle-Scarred)@54.53@47.9864@60.0@57.0@skinport@shadowpay@2.47
StatTrak™ Desert Eagle | Printstream (Factory New)@218.13@191.9544@233.99@222.2905@skinport@shadowpay@4.16
StatTrak™ Desert Eagle | Printstream (Field-Tested)@66.76@58.7488@75.34@71.573@skinport@shadowpay@4.81
StatTrak™ Desert Eagle | Printstream (Minimal Wear)@105.72@93.0336@115.94@110.143@skinport@shadowpay@4.42
StatTrak™ Desert Eagle | Printstream (Well-Worn)@69.19@60.8872@81.65@77.5675@skinport@shadowpay@8.38
StatTrak™ Dual Berettas | Marina (Factory New)@55.64@48.9632@62.0@58.9@skinport@shadowpay@3.26
★ StatTrak™ Falchion Knife | Black Laminate (Minimal Wear)@167.72@147.5936@236.24@224.428@skinport@shadowpay@56.71
★ StatTrak™ Falchion Knife | Damascus Steel (Minimal Wear)@227.96@200.6048@338.05@321.1475@skinport@shadowpay@93.19
★ StatTrak™ Falchion Knife | Doppler (Factory New)@388.4@341.792@640.0@608.0@skinport@shadowpay@219.6
★ StatTrak™ Falchion Knife | Freehand (Minimal Wear)@231.5@203.72@300.0@285.0@skinport@shadowpay@53.5
★ StatTrak™ Falchion Knife | Marble Fade (Factory New)@377.27@331.9976@464.55@441.3225@skinport@shadowpay@64.05
StatTrak™ FAMAS | Afterimage (Factory New)@56.95@50.116@67.24@63.87799999999999@skinport@shadowpay@6.93
StatTrak™ FAMAS | Commemoration (Factory New)@78.69@69.24719999999999@90.59@86.0605@skinport@shadowpay@7.37
StatTrak™ FAMAS | Commemoration (Minimal Wear)@41.58@36.5904@47.53@45.1535@skinport@shadowpay@3.57
StatTrak™ FAMAS | Eye of Athena (Battle-Scarred)@5.0@4.4@9.5@9.025@skinport@shadowpay@4.03
StatTrak™ FAMAS | Pulse (Factory New)@21.13@18.5944@27.12@25.764@skinport@shadowpay@4.63
StatTrak™ FAMAS | Sergeant (Minimal Wear)@13.34@11.7392@18.73@17.793499999999998@skinport@shadowpay@4.45
StatTrak™ FAMAS | Valence (Factory New)@21.58@18.9904@26.52@25.194@skinport@shadowpay@3.61
StatTrak™ Five-SeveN | Angry Mob (Minimal Wear)@13.35@11.748@16.68@15.845999999999998@skinport@shadowpay@2.5
StatTrak™ Five-SeveN | Case Hardened (Field-Tested)@19.35@17.028000000000002@38.04@36.138@skinport@shadowpay@16.79
StatTrak™ Five-SeveN | Fairy Tale (Factory New)@92.92@81.7696@116.09@110.2855@skinport@shadowpay@17.37
StatTrak™ Five-SeveN | Fairy Tale (Field-Tested)@20.51@18.0488@23.71@22.5245@skinport@shadowpay@2.01
StatTrak™ Five-SeveN | Fairy Tale (Minimal Wear)@49.27@43.357600000000005@55.54@52.763@skinport@shadowpay@3.49
StatTrak™ Five-SeveN | Fowl Play (Minimal Wear)@9.03@7.9464@12.86@12.217@skinport@shadowpay@3.19
StatTrak™ Five-SeveN | Hyper Beast (Field-Tested)@100.15@88.132@156.07@148.26649999999998@skinport@shadowpay@48.12
★ StatTrak™ Flip Knife | Autotronic (Field-Tested)@400.64@352.5632@470.0@446.5@skinport@shadowpay@45.86
★ StatTrak™ Flip Knife | Black Laminate (Field-Tested)@255.96@225.2448@320.0@304.0@skinport@shadowpay@48.04
★ StatTrak™ Flip Knife | Boreal Forest (Field-Tested)@166.93@146.8984@210.0@199.5@skinport@shadowpay@32.57
★ StatTrak™ Flip Knife | Damascus Steel (Minimal Wear)@283.79@249.7352@330.0@313.5@skinport@shadowpay@29.71
★ StatTrak™ Flip Knife | Doppler (Factory New)@460.8@405.504@599.0@569.05@skinport@shadowpay@108.25
★ StatTrak™ Flip Knife | Fade (Factory New)@845.0@743.6@894.99@850.2405@skinport@shadowpay@5.24
★ StatTrak™ Flip Knife | Forest DDPAT (Field-Tested)@171.31@150.7528@215.0@204.25@skinport@shadowpay@32.94
★ StatTrak™ Flip Knife | Freehand (Field-Tested)@277.11@243.8568@370.0@351.5@skinport@shadowpay@74.39
★ StatTrak™ Flip Knife | Gamma Doppler (Factory New)@600.96@528.8448000000001@649.0@616.55@skinport@shadowpay@15.59
★ StatTrak™ Flip Knife | Lore (Field-Tested)@404.07@355.5816@739.14@702.183@skinport@shadowpay@298.11
★ StatTrak™ Flip Knife | Lore (Minimal Wear)@523.06@460.2928@719.0@683.05@skinport@shadowpay@159.99
★ StatTrak™ Flip Knife | Night (Field-Tested)@218.45@192.236@293.99@279.2905@skinport@shadowpay@60.84
★ StatTrak™ Flip Knife | Scorched (Minimal Wear)@217.12@191.0656@270.0@256.5@skinport@shadowpay@39.38
★ StatTrak™ Flip Knife | Slaughter (Factory New)@517.48@455.3824@700.0@665.0@skinport@shadowpay@147.52
StatTrak™ G3SG1 | Demeter (Minimal Wear)@6.5@5.72@12.55@11.9225@skinport@shadowpay@5.42
StatTrak™ G3SG1 | Flux (Field-Tested)@16.46@14.484800000000002@29.28@27.816@skinport@shadowpay@11.36
StatTrak™ Galil AR | Orange DDPAT (Field-Tested)@23.93@21.0584@34.81@33.0695@skinport@shadowpay@9.14
StatTrak™ Galil AR | Orange DDPAT (Minimal Wear)@35.49@31.2312@56.86@54.017@skinport@shadowpay@18.53
StatTrak™ Galil AR | Shattered (Field-Tested)@5.62@4.9456@11.81@11.2195@skinport@shadowpay@5.6
StatTrak™ Galil AR | Sugar Rush (Factory New)@142.45@125.356@189.99@180.4905@skinport@shadowpay@38.04
StatTrak™ Glock-18 | Blue Fissure (Factory New)@79.58@70.0304@87.52@83.14399999999999@skinport@shadowpay@3.56
StatTrak™ Glock-18 | Bullet Queen (Field-Tested)@23.92@21.0496@27.6@26.22@skinport@shadowpay@2.3
StatTrak™ Glock-18 | Bunsen Burner (Factory New)@6.18@5.4384@12.58@11.951@skinport@shadowpay@5.77
StatTrak™ Glock-18 | Dragon Tattoo (Factory New)@200.32@176.2816@405.15@384.8925@skinport@shadowpay@184.57
StatTrak™ Glock-18 | Neo-Noir (Battle-Scarred)@16.72@14.7136@20.63@19.5985@skinport@shadowpay@2.88
StatTrak™ Glock-18 | Royal Legion (Factory New)@26.15@23.012@29.73@28.2435@skinport@shadowpay@2.09
StatTrak™ Glock-18 | Snack Attack (Factory New)@75.9@66.792@88.53@84.1035@skinport@shadowpay@8.2
StatTrak™ Glock-18 | Snack Attack (Well-Worn)@6.2@5.456@11.2@10.64@skinport@shadowpay@4.44
StatTrak™ Glock-18 | Steel Disruption (Field-Tested)@5.97@5.2536@9.46@8.987@skinport@shadowpay@3.02
StatTrak™ Glock-18 | Wasteland Rebel (Factory New)@31.24@27.4912@35.54@33.763@skinport@shadowpay@2.52
StatTrak™ Glock-18 | Wasteland Rebel (Well-Worn)@14.27@12.5576@25.98@24.681@skinport@shadowpay@10.41
StatTrak™ Glock-18 | Water Elemental (Factory New)@46.57@40.9816@52.99@50.3405@skinport@shadowpay@3.77
StatTrak™ Glock-18 | Water Elemental (Well-Worn)@16.68@14.6784@21.56@20.482@skinport@shadowpay@3.8
★ StatTrak™ Gut Knife | Bright Water (Field-Tested)@126.47@111.2936@160.0@152.0@skinport@shadowpay@25.53
★ StatTrak™ Gut Knife | Doppler (Factory New)@189.5@166.76@243.77@231.5815@skinport@shadowpay@42.08
★ StatTrak™ Gut Knife | Fade (Factory New)@361.0@317.68@430.0@408.5@skinport@shadowpay@47.5
★ StatTrak™ Gut Knife | Freehand (Field-Tested)@133.54@117.5152@150.0@142.5@skinport@shadowpay@8.96
★ StatTrak™ Gut Knife | Gamma Doppler (Factory New)@268.0@235.84@315.84@300.04799999999994@skinport@shadowpay@32.05
★ StatTrak™ Gut Knife | Safari Mesh (Field-Tested)@116.85@102.828@150.0@142.5@skinport@shadowpay@25.65
★ StatTrak™ Gut Knife | Ultraviolet (Minimal Wear)@166.52@146.5376@225.0@213.75@skinport@shadowpay@47.23
★ StatTrak™ Huntsman Knife | Autotronic (Minimal Wear)@364.0@320.32@410.0@389.5@skinport@shadowpay@25.5
★ StatTrak™ Huntsman Knife | Black Laminate (Battle-Scarred)@302.86@266.5168@395.0@375.25@skinport@shadowpay@72.39
★ StatTrak™ Huntsman Knife | Black Laminate (Field-Tested)@244.37@215.0456@276.46@262.63699999999994@skinport@shadowpay@18.27
★ StatTrak™ Huntsman Knife | Crimson Web (Field-Tested)@277.11@243.8568@320.0@304.0@skinport@shadowpay@26.89
★ StatTrak™ Huntsman Knife | Damascus Steel (Field-Tested)@194.76@171.3888@220.0@209.0@skinport@shadowpay@14.24
★ StatTrak™ Huntsman Knife | Doppler (Factory New)@467.41@411.3208@541.27@514.2065@skinport@shadowpay@46.8
★ StatTrak™ Huntsman Knife | Freehand (Field-Tested)@180.38@158.7344@204.99@194.7405@skinport@shadowpay@14.36
★ StatTrak™ Huntsman Knife | Marble Fade (Factory New)@454.05@399.564@792.67@753.0364999999999@skinport@shadowpay@298.99
★ StatTrak™ Huntsman Knife | Stained (Well-Worn)@155.53@136.8664@192.0@182.4@skinport@shadowpay@26.87
★ StatTrak™ Huntsman Knife | Tiger Tooth (Factory New)@350.1@308.088@450.0@427.5@skinport@shadowpay@77.4
★ StatTrak™ Huntsman Knife | Ultraviolet (Field-Tested)@145.0@127.6@158.0@150.1@skinport@shadowpay@5.1
★ StatTrak™ Huntsman Knife | Ultraviolet (Minimal Wear)@288.04@253.47520000000003@310.0@294.5@skinport@shadowpay@6.46
★ StatTrak™ Karambit@1250.0@1100.0@1340.0@1273.0@skinport@shadowpay@23.0
★ StatTrak™ Karambit | Autotronic (Battle-Scarred)@962.65@847.132@1042.39@990.2705@skinport@shadowpay@27.62
★ StatTrak™ Karambit | Autotronic (Field-Tested)@1100.0@968.0@1219.98@1158.981@skinport@shadowpay@58.98
★ StatTrak™ Karambit | Autotronic (Minimal Wear)@1490.62@1311.7456@1652.19@1569.5805@skinport@shadowpay@78.96
★ StatTrak™ Karambit | Blue Steel (Minimal Wear)@923.69@812.8472@1150.0@1092.5@skinport@shadowpay@168.81
★ StatTrak™ Karambit | Boreal Forest (Field-Tested)@511.36@449.9968@680.0@646.0@skinport@shadowpay@134.64
★ StatTrak™ Karambit | Doppler (Factory New)@1201.7@1057.496@2187.64@2078.258@skinport@shadowpay@876.56
★ StatTrak™ Karambit | Forest DDPAT (Field-Tested)@545.32@479.8816000000001@640.0@608.0@skinport@shadowpay@62.68
★ StatTrak™ Karambit | Freehand (Factory New)@752.61@662.2968@1024.97@973.7215@skinport@shadowpay@221.11
★ StatTrak™ Karambit | Lore (Field-Tested)@1068.37@940.1656@1360.0@1292.0@skinport@shadowpay@223.63
★ StatTrak™ Karambit | Lore (Minimal Wear)@1850.0@1628.0@2390.0@2270.5@skinport@shadowpay@420.5
★ StatTrak™ Karambit | Safari Mesh (Field-Tested)@530.0@466.4@680.0@646.0@skinport@shadowpay@116.0
★ StatTrak™ Karambit | Safari Mesh (Minimal Wear)@530.2@466.576@580.0@551.0@skinport@shadowpay@20.8
★ StatTrak™ Karambit | Tiger Tooth (Factory New)@1318.22@1160.0336@1440.0@1368.0@skinport@shadowpay@49.78
StatTrak™ M4A1-S | Atomic Alloy (Factory New)@176.53@155.3464@215.75@204.9625@skinport@shadowpay@28.43
StatTrak™ M4A1-S | Atomic Alloy (Minimal Wear)@92.88@81.7344@170.11@161.6045@skinport@shadowpay@68.72
StatTrak™ M4A1-S | Atomic Alloy (Well-Worn)@35.1@30.888@40.0@38.0@skinport@shadowpay@2.9
StatTrak™ M4A1-S | Blood Tiger (Field-Tested)@10.49@9.2312@16.5@15.675@skinport@shadowpay@5.18
StatTrak™ M4A1-S | Chantico's Fire (Factory New)@282.11@248.25680000000003@301.88@286.786@skinport@shadowpay@4.68
StatTrak™ M4A1-S | Cyrex (Factory New)@116.85@102.828@220.0@209.0@skinport@shadowpay@92.15
StatTrak™ M4A1-S | Dark Water (Minimal Wear)@116.84@102.8192@153.99@146.2905@skinport@shadowpay@29.45
StatTrak™ M4A1-S | Decimator (Minimal Wear)@32.14@28.2832@37.37@35.50149999999999@skinport@shadowpay@3.36
StatTrak™ M4A1-S | Golden Coil (Battle-Scarred)@55.0@48.4@63.16@60.002@skinport@shadowpay@5.0
StatTrak™ M4A1-S | Golden Coil (Factory New)@378.37@332.9656@425.46@404.187@skinport@shadowpay@25.82
StatTrak™ M4A1-S | Golden Coil (Minimal Wear)@195.17@171.7496@227.0@215.65@skinport@shadowpay@20.48
StatTrak™ M4A1-S | Golden Coil (Well-Worn)@76.78@67.5664@138.96@132.012@skinport@shadowpay@55.23
StatTrak™ M4A1-S | Guardian (Factory New)@99.0@87.12@117.33@111.4635@skinport@shadowpay@12.46
StatTrak™ M4A1-S | Guardian (Field-Tested)@48.97@43.0936@63.42@60.249@skinport@shadowpay@11.28
StatTrak™ M4A1-S | Hyper Beast (Factory New)@427.25@375.98@873.67@829.9865@skinport@shadowpay@402.74
StatTrak™ M4A1-S | Hyper Beast (Field-Tested)@55.68@48.9984@64.12@60.914@skinport@shadowpay@5.23
StatTrak™ M4A1-S | Mecha Industries (Factory New)@146.1@128.56799999999998@207.99@197.5905@skinport@shadowpay@51.49
StatTrak™ M4A1-S | Mecha Industries (Minimal Wear)@81.93@72.09840000000001@89.28@84.816@skinport@shadowpay@2.89
StatTrak™ M4A1-S | Mecha Industries (Well-Worn)@73.44@64.6272@95.0@90.25@skinport@shadowpay@16.81
StatTrak™ M4A1-S | Nightmare (Field-Tested)@20.02@17.6176@23.96@22.762@skinport@shadowpay@2.74
StatTrak™ M4A1-S | Nightmare (Minimal Wear)@42.33@37.2504@49.27@46.8065@skinport@shadowpay@4.48
StatTrak™ M4A1-S | Player Two (Minimal Wear)@85.68@75.39840000000001@102.08@96.976@skinport@shadowpay@11.3
StatTrak™ M4A1-S | Player Two (Well-Worn)@48.93@43.0584@57.35@54.4825@skinport@shadowpay@5.55
StatTrak™ M4A1-S | Printstream (Battle-Scarred)@165.82@145.92159999999998@200.0@190.0@skinport@shadowpay@24.18
StatTrak™ M4A1-S | Printstream (Factory New)@834.67@734.5096@963.49@915.3155@skinport@shadowpay@80.65
StatTrak™ M4A1-S | Printstream (Well-Worn)@237.66@209.1408@294.98@280.231@skinport@shadowpay@42.57
StatTrak™ M4A4 | Asiimov (Field-Tested)@410.66@361.3808@435.65@413.8675@skinport@shadowpay@3.21
StatTrak™ M4A4 | Buzz Kill (Well-Worn)@29.86@26.2768@36.0@34.2@skinport@shadowpay@4.34
StatTrak™ M4A4 | Desert-Strike (Minimal Wear)@17.23@15.1624@30.64@29.108@skinport@shadowpay@11.88
StatTrak™ M4A4 | Howl (Minimal Wear)@9635.64@8479.3632@10750.0@10212.5@skinport@shadowpay@576.86
StatTrak™ M4A4 | Royal Paladin (Factory New)@333.87@293.8056@531.25@504.6875@skinport@shadowpay@170.82
StatTrak™ M4A4 | Royal Paladin (Well-Worn)@31.13@27.3944@49.22@46.75899999999999@skinport@shadowpay@15.63
StatTrak™ M4A4 | Spider Lily (Factory New)@46.74@41.1312@86.37@82.0515@skinport@shadowpay@35.31
StatTrak™ M4A4 | Temukau (Factory New)@779.02@685.5376@913.97@868.2715@skinport@shadowpay@89.25
StatTrak™ M4A4 | The Battlestar (Field-Tested)@15.57@13.7016@18.89@17.9455@skinport@shadowpay@2.38
StatTrak™ M4A4 | The Battlestar (Minimal Wear)@27.94@24.587200000000003@47.76@45.37199999999999@skinport@shadowpay@17.43
StatTrak™ M4A4 | The Emperor (Minimal Wear)@87.91@77.3608@104.44@99.218@skinport@shadowpay@11.31
StatTrak™ M4A4 | The Emperor (Well-Worn)@25.59@22.5192@31.98@30.381@skinport@shadowpay@4.79
StatTrak™ M4A4 | Tooth Fairy (Well-Worn)@7.27@6.3976@11.8@11.21@skinport@shadowpay@3.94
StatTrak™ M4A4 | X-Ray (Factory New)@81.83@72.0104@137.41@130.5395@skinport@shadowpay@48.71
StatTrak™ M4A4 | 龍王 (Dragon King) (Minimal Wear)@29.63@26.0744@34.04@32.338@skinport@shadowpay@2.71
★ StatTrak™ M9 Bayonet | Autotronic (Field-Tested)@1000.0@880.0@1058.99@1006.0405@skinport@shadowpay@6.04
★ StatTrak™ M9 Bayonet | Black Laminate (Battle-Scarred)@907.01@798.1688@1022.9@971.755@skinport@shadowpay@64.74
★ StatTrak™ M9 Bayonet | Boreal Forest (Field-Tested)@454.79@400.2152@620.0@589.0@skinport@shadowpay@134.21
★ StatTrak™ M9 Bayonet | Damascus Steel (Field-Tested)@582.94@512.9872@1157.55@1099.6725@skinport@shadowpay@516.73
★ StatTrak™ M9 Bayonet | Doppler (Factory New)@1054.69@928.1272@1150.0@1092.5@skinport@shadowpay@37.81
★ StatTrak™ M9 Bayonet | Fade (Factory New)@1889.83@1663.0504@2155.0@2047.25@skinport@shadowpay@157.42
★ StatTrak™ M9 Bayonet | Freehand (Field-Tested)@574.28@505.3664@639.6@607.62@skinport@shadowpay@33.34
★ StatTrak™ M9 Bayonet | Gamma Doppler (Factory New)@1407.2@1238.336@1730.0@1643.5@skinport@shadowpay@236.3
★ StatTrak™ M9 Bayonet | Lore (Field-Tested)@1112.9@979.352@1299.01@1234.0594999999998@skinport@shadowpay@121.16
★ StatTrak™ M9 Bayonet | Tiger Tooth (Factory New)@1279.82@1126.2416@2309.8@2194.31@skinport@shadowpay@914.49
★ StatTrak™ M9 Bayonet | Ultraviolet (Field-Tested)@467.3@411.224@529.99@503.4905@skinport@shadowpay@36.19
StatTrak™ MAC-10 | Neon Rider (Factory New)@31.84@28.0192@41.34@39.273@skinport@shadowpay@7.43
StatTrak™ MAC-10 | Neon Rider (Well-Worn)@16.11@14.1768@19.8@18.81@skinport@shadowpay@2.7
StatTrak™ MAC-10 | Stalker (Well-Worn)@28.37@24.9656@35.19@33.430499999999995@skinport@shadowpay@5.06
StatTrak™ MAC-10 | Tatter (Factory New)@19.8@17.424@35.58@33.800999999999995@skinport@shadowpay@14.0
StatTrak™ MAC-10 | Ultraviolet (Battle-Scarred)@1.11@0.9768@5.63@5.3485@skinport@shadowpay@4.24
StatTrak™ MAC-10 | Ultraviolet (Field-Tested)@2.56@2.2528@6.99@6.6405@skinport@shadowpay@4.08
StatTrak™ MAG-7 | Hard Water (Factory New)@7.23@6.3624@11.95@11.3525@skinport@shadowpay@4.12
StatTrak™ MAG-7 | Heat (Factory New)@12.8@11.264@16.02@15.219@skinport@shadowpay@2.42
